POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
120,Muttiah Muralitharan,4,16,2,12,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
121,Ryan Harris,4,19,2,12,DC,HPCA Stadium,19 May 2012
122,Praveen Kumar,4,36,2,12,MI,Wankhede Stadium,22 April 2012
123,Praveen Kumar,4,18,2,12,CSK,HPCA Stadium,17 May 2012
124,James Faulkner,4,41,2,12,RR,Sawai Mansingh Stadium,06 April 2012
125,Jacques Kallis,4,31,2,12,RCB,Eden Gardens,28 April 2012
126,Varun Aaron,4,19,2,12,PBKS,Arun Jaitley Stadium,15 May 2012
127,Pragyan Ojha,4,17,2,12,CSK,Chidambaram,04 April 2012
128,Vinay Kumar,4,18,2,12,KKR,M. Chinnaswamy Stadium,10 April 2012
129,Vinay Kumar,4,34,2,12,PWI,M. Chinnaswamy Stadium,17 April 2012
130,Irfan Pathan,4,46,2,12,MI,Arun Jaitley Stadium,27 April 2012
131,Piyush Chawla,4,38,2,12,RR,IS Bindra Stadium,05 May 2012
132,Pankaj Singh,4,18,2,12,RCB,M. Chinnaswamy Stadium,15 April 2012
133,Lakshmipathy Balaji,4,22,2,12,DEC,Barabati Stadium,22 April 2012
134,Pankaj Singh,4,34,2,12,CSK,Sawai Mansingh Stadium,10 May 2012
135,Amit Mishra,4,20,2,12,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
136,Kevon Cooper,4,23,2,12,CSK,Chidambaram,21 April 2012
137,Harbhajan Singh,4,13,2,12,DEC,Wankhede Stadium,29 April 2012
138,Jacques Kallis,4,32,2,12,MI,Wankhede Stadium,16 May 2012
139,Varun Aaron,4,63,2,12,CSK,Chidambaram,25 May 2012
140,Lasith Malinga,4,16,2,12,PWI,Wankhede Stadium,06 April 2012
141,Morne Morkel,4,19,2,12,CSK,Arun Jaitley Stadium,10 April 2012
142,Dwayne Bravo,4,28,2,12,PBKS,Chidambaram,28 April 2012
143,Dwayne Bravo,4,39,2,12,MI,Wankhede Stadium,06 May 2012
144,Dale Steyn,4,26,2,12,PBKS,IS Bindra Stadium,13 May 2012
145,Parvinder Awana,4,23,2,12,MI,Wankhede Stadium,22 April 2012
146,Jacques Kallis,4,21,2,12,CSK,Chidambaram,30 April 2012
147,Muttiah Muralitharan,4,24,2,12,MI,Wankhede Stadium,09 May 2012
148,Parvinder Awana,4,12,2,12,CSK,HPCA Stadium,17 May 2012
149,Dwayne Bravo,4,28,2,12,PWI,Chidambaram,19 April 2012
150,Vinay Kumar,4,31,2,12,KKR,Eden Gardens,28 April 2012
