POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
82,Praveen Kumar,4,18,2,12,DEC,DY Patil Stadium,24 April 2010
83,MF Maharoof,4,37,2,12,PBKS,IS Bindra Stadium,13 March 2010
84,Jacques Kallis,4,20,2,12,RR,M. Chinnaswamy Stadium,18 March 2010
85,Kieron Pollard,4,27,2,12,CSK,Chidambaram,06 April 2010
86,Ravichandran Ashwin,4,13,2,12,DEC,Vidarbha Cricket Association Stadium,10 April 2010
87,Aditya Dole,4,36,2,12,PBKS,Sawai Mansingh Stadium,07 April 2010
88,Kieron Pollard,4,26,2,12,DEC,Brabourne Stadium,03 April 2010
89,Pragyan Ojha,4,22,2,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
90,Lasith Malinga,4,22,2,12,RR,Brabourne Stadium,13 March 2010
91,Ramesh Powar,4,28,2,12,CSK,HPCA Stadium,18 April 2010
92,Shadab Jakati,4,44,2,12,DEC,DY Patil Stadium,22 April 2010
93,Roelof van der Merwe,4,27,2,12,KKR,Eden Gardens,14 March 2010
94,Dimitri Mascarenhas,4,31,2,12,DC,Narendra Modi Stadium,15 March 2010
95,Yuvraj Singh,4,21,2,12,DEC,Barabati Stadium,19 March 2010
96,Virender Sehwag,4,18,2,12,CSK,Chidambaram,15 April 2010
97,Pragyan Ojha,4,24,2,12,MI,DY Patil Stadium,28 March 2010
98,Ryan Harris,4,34,2,12,RR,Vidarbha Cricket Association Stadium,05 April 2010
99,Sarabjit Ladda,4,44,2,12,MI,Arun Jaitley Stadium,17 March 2010
100,Zaheer Khan,4,27,2,12,KKR,Brabourne Stadium,22 March 2010
101,Shadab Jakati,4,30,2,12,RR,Narendra Modi Stadium,28 March 2010
102,Shane Watson,4,47,2,12,CSK,Chidambaram,03 April 2010
103,Umesh Yadav,4,24,2,12,DEC,Arun Jaitley Stadium,18 April 2010
104,Dale Steyn,4,43,2,12,MI,DY Patil Stadium,21 April 2010
105,Andrew McDonald,4,42,2,12,RCB,M. Chinnaswamy Stadium,25 March 2010
106,Dirk Nannes,4,12,2,12,PBKS,IS Bindra Stadium,13 March 2010
107,Doug Bollinger,4,15,2,12,KKR,Chidambaram,13 April 2010
108,Andrew McDonald,4,37,2,12,KKR,Arun Jaitley Stadium,29 March 2010
109,Ashok Dinda,4,28,2,12,RR,Narendra Modi Stadium,20 March 2010
110,Albie Morkel,4,23,2,12,PBKS,Chidambaram,21 March 2010
111,Siddharth Trivedi,4,22,2,12,PBKS,Sawai Mansingh Stadium,07 April 2010
112,Jacques Kallis,4,41,2,12,MI,M. Chinnaswamy Stadium,17 April 2010
113,Irfan Pathan,4,42,2,12,KKR,IS Bindra Stadium,27 March 2010
114,Shadab Jakati,4,17,2,12,RCB,Chidambaram,31 March 2010
115,Pradeep Sangwan,4,35,2,12,MI,Brabourne Stadium,13 April 2010
116,Chaminda Vaas,4,27,2,12,PBKS,Barabati Stadium,19 March 2010
117,Doug Bollinger,4,24,2,12,DC,Chidambaram,15 April 2010
118,Ishant Sharma,4,44,2,12,MI,Brabourne Stadium,22 March 2010
119,Thilan Thushara,4,28,2,12,RR,Narendra Modi Stadium,28 March 2010
120,Doug Bollinger,4,15,2,12,RR,Chidambaram,03 April 2010
121,Zaheer Khan,4,17,2,12,RR,Sawai Mansingh Stadium,11 April 2010
122,Harmeet Singh Bansal,4,41,2,12,DC,Arun Jaitley Stadium,18 April 2010
123,Amit Mishra,4,23,2,12,RCB,M. Chinnaswamy Stadium,25 March 2010
124,Shanthakumaran Sreesanth,4,24,2,12,DC,IS Bindra Stadium,13 March 2010
125,Pankaj Singh,4,27,2,12,RR,Sawai Mansingh Stadium,14 April 2010
126,Dilhara Fernando,4,23,2,12,CSK,DY Patil Stadium,25 April 2010
127,Umesh Yadav,4,27,2,12,KKR,Arun Jaitley Stadium,29 March 2010
128,Ravichandran Ashwin,4,22,2,12,MI,Chidambaram,06 April 2010
129,Pragyan Ojha,4,28,2,12,CSK,Chidambaram,14 March 2010
130,Ishant Sharma,4,33,2,12,RR,Narendra Modi Stadium,20 March 2010
131,Ashok Dinda,4,21,2,12,DC,Eden Gardens,07 April 2010
132,Ryan McLaren,4,28,2,12,DEC,Brabourne Stadium,03 April 2010
133,Pragyan Ojha,4,24,2,12,RCB,M. Chinnaswamy Stadium,08 April 2010
134,RP Singh,4,21,2,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
135,Charl Langeveldt,4,26,2,12,DEC,DY Patil Stadium,12 March 2010
136,Piyush Chawla,4,16,2,12,DC,Arun Jaitley Stadium,11 April 2010
137,Pragyan Ojha,4,38,2,12,KKR,Eden Gardens,01 April 2010
138,Ali Murtaza,4,18,2,12,DC,Brabourne Stadium,13 April 2010
139,Muttiah Muralitharan,4,25,2,12,DC,Arun Jaitley Stadium,19 March 2010
140,Rahul Sharma,4,42,2,12,DC,Barabati Stadium,21 March 2010
141,Aditya Dole,4,42,2,12,DEC,Vidarbha Cricket Association Stadium,05 April 2010
142,Lasith Malinga,4,36,2,12,PBKS,IS Bindra Stadium,09 April 2010
143,Albie Morkel,4,46,2,12,RR,Narendra Modi Stadium,28 March 2010
144,Albie Morkel,4,56,2,12,RR,Chidambaram,03 April 2010
145,Pragyan Ojha,4,16,2,12,DC,Arun Jaitley Stadium,18 April 2010
146,Harbhajan Singh,4,44,2,12,RCB,DY Patil Stadium,21 April 2010
147,Muttiah Muralitharan,4,32,2,12,MI,Brabourne Stadium,25 March 2010
148,Amit Uniyal,4,41,2,12,MI,Brabourne Stadium,13 March 2010
149,Murali Kartik,4,20,2,12,MI,Eden Gardens,19 April 2010
150,Murali Kartik,4,22,2,12,RCB,Eden Gardens,14 March 2010
