POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
85,Varun Aaron,4,24,2,12,DC,Arun Jaitley Stadium,26 April 2015
86,Bhuvneshwar Kumar,4,42,2,12,KKR,Eden Gardens,04 May 2015
87,Anureet Singh,4,41,2,12,MI,Wankhede Stadium,12 April 2015
88,Tim Southee,4,36,2,12,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
89,Mitchell Johnson,4,39,2,12,SRH,IS Bindra Stadium,27 April 2015
90,Harbhajan Singh,4,11,2,12,DC,Wankhede Stadium,05 May 2015
91,Ravi Bopara,4,18,2,12,RR,ACA-VDCA Stadium,16 April 2015
92,Ishwar Pandey,4,27,2,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
93,Dwayne Bravo,4,36,2,12,MI,Eden Gardens,24 May 2015
94,Moises Henriques,4,20,2,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
95,Yuzvendra Chahal,4,51,2,12,MI,Wankhede Stadium,10 May 2015
96,Yusuf Pathan,4,40,2,12,RCB,Eden Gardens,11 April 2015
97,Umesh Yadav,4,18,2,12,DC,Arun Jaitley Stadium,20 April 2015
98,Shane Watson,4,38,2,12,KKR,Brabourne Stadium,16 May 2015
99,Morne Morkel,4,27,2,12,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
100,Brad Hogg,4,17,2,12,SRH,Eden Gardens,04 May 2015
101,Dhawal Kulkarni,4,43,2,12,DC,Brabourne Stadium,03 May 2015
102,David Wiese,4,32,2,12,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
103,Mitchell Johnson,4,23,2,12,MI,Wankhede Stadium,12 April 2015
104,Zaheer Khan,4,17,2,12,PBKS,Arun Jaitley Stadium,01 May 2015
105,Mitchell Johnson,4,34,2,12,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
106,Yuzvendra Chahal,4,28,2,12,MI,M. Chinnaswamy Stadium,19 April 2015
107,Axar Patel,4,25,2,12,SRH,IS Bindra Stadium,27 April 2015
108,Sandeep Sharma,4,41,2,12,RCB,M. Chinnaswamy Stadium,06 May 2015
109,Ashish Nehra,4,16,2,12,PBKS,Chidambaram,25 April 2015
110,Lasith Malinga,4,25,2,12,CSK,Eden Gardens,24 May 2015
111,Amit Mishra,4,32,2,12,MI,Arun Jaitley Stadium,23 April 2015
112,Bhuvneshwar Kumar,4,32,2,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
113,Harshal Patel,4,36,2,12,MI,Wankhede Stadium,10 May 2015
114,Chris Morris,4,35,2,12,DC,Arun Jaitley Stadium,12 April 2015
115,Tim Southee,4,32,2,12,RCB,M. Chinnaswamy Stadium,29 April 2015
116,Imran Tahir,4,46,2,12,KKR,Eden Gardens,07 May 2015
117,Dhawal Kulkarni,4,36,2,12,KKR,Brabourne Stadium,16 May 2015
118,Andre Russell,4,39,2,12,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
119,Umesh Yadav,4,34,2,12,SRH,Eden Gardens,04 May 2015
120,Anureet Singh,4,33,2,12,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
121,Dale Steyn,4,38,2,12,MI,Wankhede Stadium,25 April 2015
122,Harshal Patel,4,19,2,12,CSK,Chidambaram,04 May 2015
123,Beuran Hendricks,4,40,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
124,Sreenath Aravind,4,20,2,12,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
125,Axar Patel,4,30,2,12,MI,Wankhede Stadium,12 April 2015
126,Iqbal Abdulla,4,36,2,12,CSK,M. Chinnaswamy Stadium,22 April 2015
127,Lasith Malinga,4,17,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
128,Piyush Chawla,4,26,2,12,CSK,Chidambaram,28 April 2015
129,Pawan Negi,4,25,2,12,PBKS,IS Bindra Stadium,16 May 2015
130,Dwayne Bravo,4,30,2,12,MI,Wankhede Stadium,17 April 2015
131,Ravichandran Ashwin,4,14,2,12,PBKS,Chidambaram,25 April 2015
132,Ishwar Pandey,4,28,2,12,RCB,Chidambaram,04 May 2015
133,Lasith Malinga,4,31,2,12,PBKS,IS Bindra Stadium,03 May 2015
134,Dhawal Kulkarni,4,28,2,12,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
135,Axar Patel,4,30,2,12,RR,Narendra Modi Stadium,21 April 2015
136,Dwayne Bravo,4,36,2,12,DC,Chidambaram,09 April 2015
137,Nathan Coulter-Nile,4,30,2,12,MI,Wankhede Stadium,05 May 2015
138,Pravin Tambe,4,21,2,12,SRH,ACA-VDCA Stadium,16 April 2015
139,Praveen Kumar,4,35,2,12,MI,Wankhede Stadium,25 April 2015
140,Yuzvendra Chahal,4,28,2,12,CSK,JSCA Stadium,22 May 2015
141,Lasith Malinga,4,34,2,12,PBKS,Wankhede Stadium,12 April 2015
142,Mitchell McClenaghan,4,38,2,12,DC,Arun Jaitley Stadium,23 April 2015
143,Harbhajan Singh,4,26,2,12,CSK,Wankhede Stadium,19 May 2015
144,Dwayne Bravo,4,25,2,12,SRH,Chidambaram,11 April 2015
145,Piyush Chawla,4,27,2,12,DC,Arun Jaitley Stadium,20 April 2015
146,Andre Russell,4,26,2,12,CSK,Chidambaram,28 April 2015
147,Harbhajan Singh,4,44,2,12,CSK,Wankhede Stadium,17 April 2015
148,Karn Sharma,4,29,2,12,KKR,Eden Gardens,04 May 2015
149,Zaheer Khan,4,9,2,12,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
150,Harbhajan Singh,4,34,2,12,CSK,Eden Gardens,24 May 2015
