POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
105,Dale Steyn,4,33,2,12,DC,Dubai International Stadium,25 April 2014
106,Ashish Nehra,4,51,2,12,PBKS,Wankhede Stadium,30 May 2014
107,Amit Mishra,4,56,2,12,PBKS,Sharjah Cricket Stadium,22 April 2014
108,Pravin Tambe,4,31,2,12,KKR,Zayed Cricket Stadium,29 April 2014
109,Ravichandran Ashwin,4,16,2,12,RCB,JSCA Stadium,18 May 2014
110,Morne Morkel,4,23,2,12,PBKS,Eden Gardens,28 May 2014
111,Mitchell Starc,4,21,2,12,MI,Dubai International Stadium,19 April 2014
112,Ben Hilfenhaus,4,32,2,12,SRH,Sharjah Cricket Stadium,27 April 2014
113,Muttiah Muralitharan,4,25,2,12,DC,M. Chinnaswamy Stadium,13 May 2014
114,Karanveer Singh,4,16,2,12,RR,IS Bindra Stadium,23 May 2014
115,Lakshmipathy Balaji,4,43,2,12,CSK,Zayed Cricket Stadium,18 April 2014
116,Pravin Tambe,4,25,2,12,DC,Arun Jaitley Stadium,03 May 2014
117,Jasprit Bumrah,4,31,2,12,PBKS,IS Bindra Stadium,21 May 2014
118,Rajat Bhatia,4,13,2,12,CSK,Dubai International Stadium,23 April 2014
119,Dale Steyn,4,20,2,12,MI,Dubai International Stadium,30 April 2014
120,Mitchell Starc,4,43,2,12,PBKS,M. Chinnaswamy Stadium,09 May 2014
121,Harbhajan Singh,4,13,2,12,RR,Narendra Modi Stadium,19 May 2014
122,Harbhajan Singh,4,27,2,12,CSK,Brabourne Stadium,28 May 2014
123,Mohit Sharma,4,38,2,12,PBKS,Barabati Stadium,07 May 2014
124,Imran Tahir,4,25,2,12,RR,Narendra Modi Stadium,15 May 2014
125,Amit Mishra,4,26,2,12,RR,Zayed Cricket Stadium,18 April 2014
126,Mitchell Starc,4,21,2,12,SRH,M. Chinnaswamy Stadium,04 May 2014
127,Bhuvneshwar Kumar,4,21,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
128,Harbhajan Singh,4,27,2,12,CSK,Dubai International Stadium,25 April 2014
129,Dale Steyn,4,20,2,12,DC,Arun Jaitley Stadium,10 May 2014
130,Parvinder Awana,4,59,2,12,CSK,Wankhede Stadium,30 May 2014
131,Mitchell Johnson,4,26,2,12,SRH,Sharjah Cricket Stadium,22 April 2014
132,Yuzvendra Chahal,4,17,2,12,MI,Dubai International Stadium,19 April 2014
133,Mohit Sharma,4,27,2,12,SRH,Sharjah Cricket Stadium,27 April 2014
134,Lasith Malinga,4,29,2,12,RCB,Wankhede Stadium,06 May 2014
135,Mitchell Starc,4,26,2,12,DC,M. Chinnaswamy Stadium,13 May 2014
136,Ravichandran Ashwin,4,41,2,12,PBKS,Zayed Cricket Stadium,18 April 2014
137,Kane Richardson,4,18,2,12,RCB,Zayed Cricket Stadium,26 April 2014
138,James Faulkner,4,26,2,12,DC,Arun Jaitley Stadium,03 May 2014
139,Morne Morkel,4,20,2,12,PBKS,Barabati Stadium,11 May 2014
140,Shreyas Gopal,4,32,2,12,PBKS,IS Bindra Stadium,21 May 2014
141,Vinay Kumar,4,26,2,12,RCB,Sharjah Cricket Stadium,24 April 2014
142,Yuzvendra Chahal,4,23,2,12,PBKS,M. Chinnaswamy Stadium,09 May 2014
143,Shreyas Gopal,4,25,2,12,RR,Narendra Modi Stadium,19 May 2014
144,Ashish Nehra,4,34,2,12,MI,Brabourne Stadium,28 May 2014
145,Mitchell Johnson,4,19,2,12,RCB,Dubai International Stadium,28 April 2014
146,Mitchell Johnson,4,37,2,12,CSK,Barabati Stadium,07 May 2014
147,Shahbaz Nadeem,4,35,2,12,RR,Narendra Modi Stadium,15 May 2014
148,Karanveer Singh,4,22,2,12,DC,IS Bindra Stadium,25 May 2014
149,Dale Steyn,4,29,2,12,RR,Zayed Cricket Stadium,18 April 2014
150,Sunil Narine,4,28,2,12,RR,Narendra Modi Stadium,05 May 2014
