POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
74,Pat Cummins,1,1,4,29,1,1/29,29,7.25,24,0,0
75,Suresh Raina,16,8,18,134,1,1/17,134,7.44,108,0,0
76,Ben Cutting,1,1,4,31,1,1/31,31,7.75,24,0,0
77,Rohit Sharma,15,2,3,26,1,1/20,26,8.66,18,0,0
78,Laxmi Ratan Shukla,6,5,9.2,83,1,1/31,83,8.89,56,0,0
79,Parveez Rasool,3,3,9,83,1,1/26,83,9.22,54,0,0
80,John Hastings,1,1,3,29,1,1/29,29,9.66,18,0,0
81,Vikramjeet Malik,1,1,3,29,1,1/29,29,9.66,18,0,0
82,Jimmy Neesham,4,4,9,91,1,1/29,91,10.11,54,0,0
83,Andre Russell,2,2,5,52,1,1/25,52,10.4,30,0,0
84,Rahul Sharma,2,2,6,65,1,1/33,65,10.83,36,0,0
85,Lendl Simmons,8,1,3,34,1,1/34,34,11.33,18,0,0
86,Murali Kartik,2,2,8,91,1,1/51,91,11.37,48,0,0
87,Pawan Suyal,1,1,3,35,1,1/35,35,11.66,18,0,0
88,Jason Holder,1,1,3,35,1,1/35,35,11.66,18,0,0
89,Glenn Maxwell,16,7,11,132,1,1/21,132,12,66,0,0
90,Tim Southee,3,3,10,76,0,0/16,0,7.6,0,0,0
91,Suryakumar Yadav,16,1,1,8,0,0/8,0,8,0,0,0
92,Sachin Rana,9,2,2,16,0,0/7,0,8,0,0,0
93,Venugopal Rao,7,2,2,16,0,0/7,0,8,0,0,0
94,Iqbal Abdulla,1,1,2,17,0,0/17,0,8.5,0,0,0
95,Yusuf Pathan,15,1,1,10,0,0/10,0,10,0,0,0
96,Pawan Negi,2,2,7,75,0,0/37,0,10.71,0,0,0
97,Shadab Jakati,1,1,3.4,41,0,0/41,0,11.18,0,0,0
98,Murali Vijay,11,1,1,13,0,0/13,0,13,0,0,0
99,Manoj Tiwary,8,1,2,28,0,0/28,0,14,0,0,0
100,Vijay Shankar,1,1,1,19,0,0/19,0,19,0,0,0
