POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
69,Alfonso Thomas,4,4,14,109,3,3/22,36.33,7.78,28,0,0
70,Stuart Binny,8,6,10,78,3,1/8,26,7.8,20,0,0
71,Doug Bracewell,1,1,4,32,3,3/32,10.66,8,8,0,0
72,Yusuf Pathan,17,12,22,182,3,2/12,60.66,8.27,44,0,0
73,Manpreet Gony,6,6,24,207,3,1/26,69,8.62,48,0,0
74,Yo Mahesh,5,4,9.2,81,3,2/21,27,8.67,18.66,0,0
75,Robin Peterson,5,4,8,70,3,3/37,23.33,8.75,16,0,0
76,James Faulkner,2,2,8,72,3,2/41,24,9,16,0,0
77,Shikhar Dhawan,15,4,6,55,3,1/8,18.33,9.16,12,0,0
78,Anand Rajan,4,4,11.5,109,3,1/11,36.33,9.21,23.66,0,0
79,Ajit Agarkar,4,4,14.2,134,3,2/27,44.66,9.34,28.66,0,0
80,Marchant de Lange,3,3,10,107,3,3/34,35.66,10.7,20,0,0
81,Roelof van der Merwe,3,3,10,60,2,2/28,30,6,30,0,0
82,Michael Clarke,6,5,11,67,2,1/12,33.5,6.09,33,0,0
83,Dwayne Smith,7,6,13,95,2,1/8,47.5,7.3,39,0,0
84,Suresh Raina,19,7,14,105,2,1/5,52.5,7.5,42,0,0
85,Bhargav Bhatt,5,5,16.3,136,2,2/24,68,8.24,49.5,0,0
86,Juan Theron,2,2,8,66,2,2/37,33,8.25,24,0,0
87,Sourav Ganguly,15,4,10,95,2,2/27,47.5,9.5,30,0,0
88,Laxmi Ratan Shukla,11,2,2,12,1,1/5,12,6,12,0,0
89,Abhishek Jhunjhunwala,5,3,6,38,1,1/13,38,6.33,36,0,0
90,Ashok Menaria,15,3,3.2,23,1,1/3,23,6.9,20,0,0
91,Glenn Maxwell,2,2,3,22,1,1/10,22,7.33,18,0,0
92,Mandeep Singh,16,1,3,23,1,1/23,23,7.66,18,0,0
93,Ryan ten Doeschate,3,1,3,24,1,1/24,24,8,18,0,0
94,Clint McKay,2,2,7,60,1,1/36,60,8.57,42,0,0
95,JP Duminy,9,6,12,104,1,1/8,104,8.66,72,0,0
96,Jesse Ryder,11,4,7,70,1,1/25,70,10,42,0,0
97,Andre Russell,4,4,16,161,1,1/51,161,10.06,96,0,0
98,Brad Hodge,12,2,2,21,1,1/13,21,10.5,12,0,0
99,Pradeep Sangwan,1,1,4,42,1,1/42,42,10.5,24,0,0
100,Akshath Reddy,5,1,3,32,1,1/32,32,10.66,18,0,0
101,TP Sudhindra,3,3,11.4,136,1,1/46,136,11.65,70,0,0
102,Ali Murtaza,1,1,2,11,0,0/11,0,5.5,0,0,0
103,Krishnakant Upadhyay,1,1,4,33,0,0/33,0,8.25,0,0,0
104,Abu Nechim,1,1,2,17,0,0/17,0,8.5,0,0,0
105,Daniel Harris,4,2,3,26,0,0/11,0,8.66,0,0,0
106,Kevin Pietersen,8,3,6,53,0,0/16,0,8.83,0,0,0
107,Cameron White,13,2,3,27,0,0/8,0,9,0,0,0
108,Syed Mohammad,2,2,7,65,0,0/27,0,9.28,0,0,0
109,Yogesh Nagar,13,1,1,10,0,0/10,0,10,0,0,0
110,Bipul Sharma,5,3,7.4,79,0,0/11,0,10.3,0,0,0
111,Rahul Shukla,1,1,3,31,0,0/31,0,10.33,0,0,0
112,Jaydev Unadkat,1,1,3,32,0,0/32,0,10.66,0,0,0
113,Ramesh Powar,1,1,3,32,0,0/32,0,10.66,0,0,0
114,Thisara Perera,2,2,2.3,27,0,0/8,0,10.8,0,0,0
115,Abhimanyu Mithun,1,1,3,33,0,0/33,0,11,0,0,0
116,Tillakaratne Dilshan,10,5,7,77,0,0/6,0,11,0,0,0
117,Virender Sehwag,16,3,4,45,0,0/9,0,11.25,0,0,0
118,Luke Wright,1,1,2,24,0,0/24,0,12,0,0,0
119,Venugopal Rao,10,2,2,26,0,0/13,0,13,0,0,0
120,Asad Pathan,2,1,1,14,0,0/14,0,14,0,0,0
121,Chris Gayle,15,3,4.4,66,0,0/6,0,14.14,0,0,0
122,Steve Smith,15,1,0.2,5,0,0/5,0,15,0,0,0
123,Sunny Gupta,1,1,3,47,0,0/47,0,15.66,0,0,0
124,Paul Valthaty,6,1,1,16,0,0/16,0,16,0,0,0
125,Faf du Plessis,13,1,1,16,0,0/16,0,16,0,0,0
126,Sreenath Aravind,1,1,3,48,0,0/48,0,16,0,0,0
127,Rohit Sharma,17,1,1,16,0,0/16,0,16,0,0,0
128,Abhishek Nayar,4,1,1,16,0,0/16,0,16,0,0,0
129,Virat Kohli,16,2,3,49,0,0/13,0,16.33,0,0,0
130,Raju Bhatkal,1,1,2,35,0,0/35,0,17.5,0,0,0
