POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
39,Krunal Pandya,12,11,31.1,236,6,2/15,39.33,7.57,31.16,0,0
40,Kuldeep Yadav,3,3,12,100,6,3/35,16.66,8.33,12,0,0
41,Shivil Kaushik,7,7,23,192,6,3/20,32,8.34,23,0,0
42,Iqbal Abdulla,8,8,25,213,6,3/40,35.5,8.52,25,0,0
43,Ben Cutting,4,4,11.1,80,5,2/20,16,7.16,13.4,0,0
44,Shakib Al Hasan,10,9,31,243,5,1/14,48.6,7.83,37.2,0,0
45,Imran Tahir,4,4,16,138,5,3/24,27.6,8.62,19.2,0,0
46,Pravin Tambe,7,7,16,143,5,2/12,28.6,8.93,19.2,0,0
47,Mohammad Shami,8,8,25.1,244,5,2/34,48.8,9.69,30.2,0,0
48,Mitchell Marsh,3,3,9,45,4,2/14,11.25,5,13.5,0,0
49,Brad Hogg,5,5,16,142,4,3/19,35.5,8.87,24,0,0
50,Vinay Kumar,3,3,9,64,3,2/17,21.33,7.11,18,0,0
51,Deepak Hooda,17,6,13,97,3,2/16,32.33,7.46,26,0,0
52,Nathan Coulter-Nile,4,4,15,114,3,2/25,38,7.6,30,0,0
53,Pradeep Sahu,5,5,17.3,146,3,2/18,48.66,8.34,35,0,0
54,Bipul Sharma,7,6,14,121,3,1/10,40.33,8.64,28,0,0
55,Ankit Rajpoot,4,4,11,98,3,1/14,32.66,8.9,22,0,0
56,Hardik Pandya,11,10,16.4,153,3,1/7,51,9.18,33.33,0,0
57,Tabraiz Shamsi,4,4,16,147,3,1/21,49,9.18,32,0,0
58,RP Singh,4,4,12,111,3,1/23,37,9.25,24,0,0
59,KC Cariappa,5,5,17,159,3,2/16,53,9.35,34,0,0
60,Ishant Sharma,4,4,15,148,3,2/36,49.33,9.86,30,0,0
61,Sachin Baby,11,2,1.4,8,2,2/4,4,4.8,5,0,0
62,John Hastings,2,2,6.4,37,2,2/6,18.5,5.55,20,0,0
63,Chris Gayle,10,4,10,63,2,2/11,31.5,6.3,30,0,0
64,Jayant Yadav,5,5,17,125,2,1/23,62.5,7.35,51,0,0
65,Scott Boland,2,2,7,54,2,2/31,27,7.71,21,0,0
66,Gurkeerat Mann Singh,7,3,4,31,2,2/15,15.5,7.75,12,0,0
67,JP Duminy,10,5,7,55,2,1/4,27.5,7.85,21,0,0
68,Jason Holder,4,4,13,103,2,2/33,51.5,7.92,39,0,0
69,Rishi Dhawan,2,2,7,56,2,1/21,28,8,21,0,0
70,Shahbaz Nadeem,4,4,15,127,2,2/23,63.5,8.46,45,0,0
71,Shadab Jakati,6,6,20,178,2,1/13,89,8.9,60,0,0
72,Varun Aaron,8,8,23.4,227,2,2/37,113.5,9.59,71,0,0
73,Mitchell Johnson,3,3,11,106,2,1/35,53,9.63,33,0,0
74,James Faulkner,7,7,17,167,2,1/23,83.5,9.82,51,0,0
75,Kyle Abbott,5,5,16,177,2,1/38,88.5,11.06,48,0,0
76,Albie Morkel,2,2,5,66,2,2/36,33,13.2,15,0,0
77,Yusuf Pathan,15,4,6,33,1,1/6,33,5.5,36,0,0
78,Ankit Sharma,3,3,11,84,1,1/27,84,7.63,66,0,0
79,Stuart Binny,14,11,17,134,1,1/17,134,7.88,102,0,0
80,Parveez Rasool,4,4,14,129,1,1/31,129,9.21,84,0,0
81,Pawan Negi,8,5,9,84,1,1/19,84,9.33,54,0,0
82,Trent Boult,1,1,4,39,1,1/39,39,9.75,24,0,0
83,Rajagopal Sathish,4,3,6,59,1,1/20,59,9.83,36,0,0
84,Ashish Reddy,4,2,3.5,39,1,1/14,39,10.17,23,0,0
85,Harshal Patel,5,5,14,147,1,1/46,147,10.5,84,0,0
86,Adam Milne,1,1,4,43,1,1/43,43,10.75,24,0,0
87,Nitish Rana,4,1,1,3,0,0/3,0,3,0,0,0
88,Shreyas Gopal,1,1,3,18,0,0/18,0,6,0,0,0
89,Kane Williamson,6,1,1,7,0,0/7,0,7,0,0,0
90,Anureet Singh,2,2,6,43,0,0/15,0,7.16,0,0,0
91,Colin Munro,4,2,2,15,0,0/7,0,7.5,0,0,0
92,Irfan Pathan,4,3,8,61,0,0/7,0,7.62,0,0,0
93,Murali Vijay,14,1,1,8,0,0/8,0,8,0,0,0
94,Deepak Chahar,2,2,5,41,0,0/13,0,8.2,0,0,0
95,Suresh Raina,15,4,10,82,0,0/15,0,8.2,0,0,0
96,Yuvraj Singh,10,5,6.1,52,0,0/7,0,8.43,0,0,0
97,Dale Steyn,1,1,2,17,0,0/17,0,8.5,0,0,0
98,Glenn Maxwell,11,7,9,80,0,0/3,0,8.88,0,0,0
99,Swapnil Singh,1,1,3,29,0,0/29,0,9.66,0,0,0
100,Karn Sharma,5,5,16.2,171,0,0/24,0,10.46,0,0,0
101,Sarabjit Ladda,1,1,2,21,0,0/21,0,10.5,0,0,0
102,David Wiese,1,1,4,49,0,0/49,0,12.25,0,0,0
103,Pradeep Sangwan,2,2,4,49,0,0/21,0,12.25,0,0,0
104,Virat Kohli,16,1,1,13,0,0/13,0,13,0,0,0
105,Kieron Pollard,13,4,6,81,0,0/11,0,13.5,0,0,0
106,Jagadeesha Suchith,1,1,2,31,0,0/31,0,15.5,0,0,0
107,Jaydev Unadkat,1,1,3,49,0,0/49,0,16.33,0,0,0
