POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
48,Kevin Pietersen,44,31,141.93,6,1,MI,Wankhede Stadium,23 May 2014
49,Kieron Pollard,43,31,138.7,6,0,RCB,Wankhede Stadium,06 May 2014
50,Robin Uthappa,55,41,134.14,6,1,DC,Dubai International Stadium,19 April 2014
51,Suresh Raina,62,48,129.16,6,1,RCB,JSCA Stadium,18 May 2014
52,Manan Vohra,67,52,128.84,6,2,KKR,M. Chinnaswamy Stadium,01 June 2014
53,Ajinkya Rahane,72,59,122.03,6,1,KKR,Zayed Cricket Stadium,29 April 2014
54,Lendl Simmons,62,51,121.56,6,2,RR,Narendra Modi Stadium,19 May 2014
55,Manish Pandey,64,53,120.75,6,2,MI,Zayed Cricket Stadium,16 April 2014
56,Ajinkya Rahane,59,53,111.32,6,0,SRH,Zayed Cricket Stadium,18 April 2014
57,Cheteshwar Pujara,35,32,109.37,6,0,SRH,Sharjah Cricket Stadium,22 April 2014
58,Yusuf Pathan,72,22,327.27,5,7,SRH,Eden Gardens,24 May 2014
59,Ambati Rayudu,30,10,300,5,1,RR,Wankhede Stadium,25 May 2014
60,Manan Vohra,47,20,235,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
61,Glenn Maxwell,95,43,220.93,5,9,SRH,Sharjah Cricket Stadium,22 April 2014
62,David Miller,38,19,200,5,1,CSK,Wankhede Stadium,30 May 2014
63,Steve Smith,27,15,180,5,0,PBKS,Sharjah Cricket Stadium,20 April 2014
64,Faf du Plessis,35,20,175,5,1,MI,Brabourne Stadium,28 May 2014
65,Shane Watson,50,29,172.41,5,3,PBKS,Sharjah Cricket Stadium,20 April 2014
66,Glenn Maxwell,45,27,166.66,5,2,MI,Wankhede Stadium,03 May 2014
67,JP Duminy,28,17,164.7,5,0,CSK,Arun Jaitley Stadium,05 May 2014
68,Shakib Al Hasan,60,38,157.89,5,3,RCB,Eden Gardens,22 May 2014
69,Jacques Kallis,72,46,156.52,5,3,MI,Zayed Cricket Stadium,16 April 2014
70,Lendl Simmons,67,44,152.27,5,4,CSK,Brabourne Stadium,28 May 2014
71,David Hussey,50,33,151.51,5,2,SRH,JSCA Stadium,22 May 2014
72,Shikhar Dhawan,33,22,150,5,1,DC,Dubai International Stadium,25 April 2014
73,David Miller,47,32,146.87,5,2,CSK,Barabati Stadium,07 May 2014
74,Lendl Simmons,35,25,140,5,0,DC,Wankhede Stadium,23 May 2014
75,Brendon McCullum,56,40,140,5,2,KKR,JSCA Stadium,02 May 2014
76,Dinesh Karthik,56,40,140,5,2,KKR,Dubai International Stadium,19 April 2014
77,Manoj Tiwary,61,44,138.63,5,2,RR,Narendra Modi Stadium,15 May 2014
78,Robin Uthappa,47,34,138.23,5,1,DC,Arun Jaitley Stadium,07 May 2014
79,Shane Watson,33,24,137.5,5,0,KKR,Zayed Cricket Stadium,29 April 2014
80,Parthiv Patel,26,19,136.84,5,0,MI,Wankhede Stadium,06 May 2014
81,Suresh Raina,56,41,136.58,5,1,DC,Zayed Cricket Stadium,21 April 2014
82,Lendl Simmons,68,50,136,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
83,Manoj Tiwary,41,31,132.25,5,1,MI,Wankhede Stadium,23 May 2014
84,Parthiv Patel,37,28,132.14,5,1,DC,Sharjah Cricket Stadium,17 April 2014
85,Virender Sehwag,30,23,130.43,5,1,CSK,Barabati Stadium,07 May 2014
86,Ambati Rayudu,35,27,129.62,5,0,SRH,Dubai International Stadium,30 April 2014
87,Quinton de Kock,42,33,127.27,5,1,RR,Arun Jaitley Stadium,03 May 2014
88,Dwayne Smith,44,35,125.71,5,2,RR,JSCA Stadium,13 May 2014
89,Yogesh Takawale,45,36,125,5,1,KKR,Eden Gardens,22 May 2014
90,Virender Sehwag,30,24,125,5,0,RCB,M. Chinnaswamy Stadium,09 May 2014
91,Robin Uthappa,65,52,125,5,3,RR,Narendra Modi Stadium,05 May 2014
92,Robin Uthappa,47,38,123.68,5,1,CSK,JSCA Stadium,02 May 2014
93,Gautam Gambhir,69,56,123.21,5,2,DC,Arun Jaitley Stadium,07 May 2014
94,Shikhar Dhawan,45,37,121.62,5,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
95,Robin Uthappa,40,33,121.21,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
96,Axar Patel,42,35,120,5,1,DC,Arun Jaitley Stadium,19 May 2014
97,Shaun Marsh,40,35,114.28,5,1,RR,IS Bindra Stadium,23 May 2014
98,Manish Pandey,48,42,114.28,5,0,DC,Dubai International Stadium,19 April 2014
99,Naman Ojha,26,23,113.04,5,1,KKR,Eden Gardens,24 May 2014
100,Dwayne Smith,57,51,111.76,5,3,MI,Wankhede Stadium,10 May 2014
101,Aaron Finch,44,45,97.77,5,0,CSK,Sharjah Cricket Stadium,27 April 2014
102,Shikhar Dhawan,29,31,93.54,5,0,KKR,Eden Gardens,24 May 2014
103,Brendon McCullum,32,35,91.42,5,0,DC,Arun Jaitley Stadium,05 May 2014
104,Steve Smith,48,21,228.57,4,4,RCB,M. Chinnaswamy Stadium,11 May 2014
105,Manan Vohra,42,19,221.05,4,3,DC,Arun Jaitley Stadium,19 May 2014
106,Naman Ojha,79,36,219.44,4,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
107,Karun Nair,48,24,200,4,3,MI,Narendra Modi Stadium,19 May 2014
108,Dwayne Smith,34,17,200,4,1,RCB,M. Chinnaswamy Stadium,24 May 2014
109,AB de Villiers,33,17,194.11,4,1,DC,M. Chinnaswamy Stadium,13 May 2014
110,Virender Sehwag,19,10,190,4,0,CSK,Zayed Cricket Stadium,18 April 2014
111,Kevin Pietersen,35,19,184.21,4,2,SRH,Arun Jaitley Stadium,10 May 2014
112,MS Dhoni,49,28,175,4,3,RCB,M. Chinnaswamy Stadium,24 May 2014
113,Faf du Plessis,19,11,172.72,4,0,SRH,JSCA Stadium,22 May 2014
114,Suresh Raina,54,32,168.75,4,2,MI,Brabourne Stadium,28 May 2014
115,Dwayne Smith,47,28,167.85,4,4,SRH,JSCA Stadium,22 May 2014
116,Dinesh Karthik,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,07 May 2014
117,Virat Kohli,67,41,163.41,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
118,Gautam Gambhir,28,18,155.55,4,1,SRH,Eden Gardens,24 May 2014
119,Dwayne Smith,79,51,154.9,4,8,DC,Arun Jaitley Stadium,05 May 2014
120,Stuart Binny,48,32,150,4,1,SRH,Zayed Cricket Stadium,18 April 2014
121,Brendon McCullum,67,45,148.88,4,5,PBKS,Zayed Cricket Stadium,18 April 2014
122,Dwayne Smith,66,46,143.47,4,5,SRH,Sharjah Cricket Stadium,27 April 2014
123,Rohit Sharma,30,21,142.85,4,0,DC,Wankhede Stadium,23 May 2014
124,Dinesh Karthik,51,36,141.66,4,3,CSK,Arun Jaitley Stadium,05 May 2014
125,Robin Uthappa,42,30,140,4,2,PBKS,Eden Gardens,28 May 2014
126,JP Duminy,67,48,139.58,4,3,RCB,Sharjah Cricket Stadium,17 April 2014
127,Mayank Agarwal,25,18,138.88,4,0,SRH,Arun Jaitley Stadium,10 May 2014
128,David Miller,47,34,138.23,4,2,DC,IS Bindra Stadium,25 May 2014
129,Robin Uthappa,41,30,136.66,4,2,SRH,Eden Gardens,24 May 2014
130,Shikhar Dhawan,19,14,135.71,4,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
131,Wriddhiman Saha,27,20,135,4,0,RR,IS Bindra Stadium,23 May 2014
132,Virat Kohli,31,23,134.78,4,0,KKR,Sharjah Cricket Stadium,24 April 2014
133,Shikhar Dhawan,64,49,130.61,4,2,CSK,JSCA Stadium,22 May 2014
134,David Miller,26,20,130,4,0,RCB,Dubai International Stadium,28 April 2014
135,Mitchell Starc,29,23,126.08,4,0,PBKS,M. Chinnaswamy Stadium,09 May 2014
136,JP Duminy,39,31,125.8,4,1,RR,Arun Jaitley Stadium,03 May 2014
137,Karun Nair,44,35,125.71,4,1,KKR,Narendra Modi Stadium,05 May 2014
138,Wriddhiman Saha,59,47,125.53,4,3,MI,Wankhede Stadium,03 May 2014
139,David Warner,61,49,124.48,4,3,RCB,M. Chinnaswamy Stadium,04 May 2014
140,Suresh Raina,31,25,124,4,1,KKR,JSCA Stadium,02 May 2014
141,Manan Vohra,47,38,123.68,4,2,DC,IS Bindra Stadium,25 May 2014
142,Virender Sehwag,32,26,123.07,4,0,RCB,Dubai International Stadium,28 April 2014
143,Aditya Tare,23,19,121.05,4,0,CSK,Dubai International Stadium,25 April 2014
144,Ajinkya Rahane,23,19,121.05,4,0,RCB,Zayed Cricket Stadium,26 April 2014
145,Ambati Rayudu,48,40,120,4,0,KKR,Zayed Cricket Stadium,16 April 2014
146,Dwayne Smith,24,20,120,4,0,MI,Brabourne Stadium,28 May 2014
147,Michael Hussey,39,33,118.18,4,1,CSK,Brabourne Stadium,28 May 2014
148,Murali Vijay,40,34,117.64,4,1,MI,Sharjah Cricket Stadium,27 April 2014
149,Ben Dunk,20,17,117.64,4,0,SRH,Dubai International Stadium,30 April 2014
150,Rohit Sharma,39,34,114.7,4,2,PBKS,Wankhede Stadium,03 May 2014
