POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
49,Trent Boult,4,23,0,0,13,0,DC,Chidambaram,20 April 2021
50,Josh Hazlewood,4,24,3,0,13,8,SRH,Sharjah Cricket Stadium,30 September 2021
51,Varun Chakaravarthy,4,26,2,0,13,12,SRH,Dubai International Stadium,03 October 2021
52,Kagiso Rabada,4,26,1,0,13,24,RR,Zayed Cricket Stadium,25 September 2021
53,Kyle Jamieson,4,27,1,0,13,24,MI,Chidambaram,09 April 2021
54,Umran Malik,4,27,0,0,13,0,KKR,Dubai International Stadium,03 October 2021
55,Avesh Khan,4,27,0,0,13,0,SRH,Dubai International Stadium,22 September 2021
56,Josh Hazlewood,4,29,2,0,13,12,DC,Dubai International Stadium,10 October 2021
57,Jason Holder,4,30,3,0,13,8,RCB,Chidambaram,14 April 2021
58,Chetan Sakariya,4,31,3,0,13,8,PBKS,Wankhede Stadium,12 April 2021
59,Kartik Tyagi,4,32,1,0,13,24,SRH,Arun Jaitley Stadium,02 May 2021
60,Mohammad Shami,4,33,2,0,13,12,RR,Wankhede Stadium,12 April 2021
61,Trent Boult,4,35,2,1,13,12,CSK,Dubai International Stadium,19 September 2021
62,Kagiso Rabada,4,37,3,0,13,8,SRH,Dubai International Stadium,22 September 2021
63,Sunil Narine,4,12,0,0,12,0,SRH,Dubai International Stadium,03 October 2021
64,Shardul Thakur,4,13,2,0,12,12,DC,Dubai International Stadium,04 October 2021
65,Jasprit Bumrah,4,14,1,0,12,24,SRH,Chidambaram,17 April 2021
66,Jasprit Bumrah,4,15,1,0,12,24,RR,Arun Jaitley Stadium,29 April 2021
67,Sam Curran,3,12,1,0,12,18,PBKS,Wankhede Stadium,16 April 2021
68,Anrich Nortje,4,18,2,0,12,12,RR,Zayed Cricket Stadium,25 September 2021
69,Nathan Coulter-Nile,4,19,1,0,12,24,DC,Sharjah Cricket Stadium,02 October 2021
70,Mustafizur Rahman,4,20,3,0,12,8,SRH,Arun Jaitley Stadium,02 May 2021
71,Sandeep Sharma,4,20,1,0,12,24,PBKS,Sharjah Cricket Stadium,25 September 2021
72,Mohammed Siraj,3,15,1,0,12,18,MI,Dubai International Stadium,26 September 2021
73,Sunil Narine,4,20,0,0,12,0,RCB,Zayed Cricket Stadium,20 September 2021
74,Kagiso Rabada,4,21,0,0,12,0,CSK,Dubai International Stadium,04 October 2021
75,Deepak Hooda,4,22,0,0,12,0,SRH,Chidambaram,21 April 2021
76,Mohammed Siraj,4,22,0,0,12,0,MI,Chidambaram,09 April 2021
77,Harpreet Brar,4,22,0,0,12,0,CSK,Dubai International Stadium,07 October 2021
78,Chetan Sakariya,4,23,1,0,12,24,KKR,Sharjah Cricket Stadium,07 October 2021
79,Pat Cummins,4,24,2,0,12,12,MI,Chidambaram,13 April 2021
80,Khaleel Ahmed,4,24,1,0,12,24,MI,Chidambaram,17 April 2021
81,Siddarth Kaul,4,24,1,1,12,24,RCB,Zayed Cricket Stadium,06 October 2021
82,Harshal Patel,4,27,5,0,12,4.8,MI,Chidambaram,09 April 2021
83,Trent Boult,4,27,2,0,12,12,KKR,Chidambaram,13 April 2021
84,Rashid Khan,4,27,1,0,12,24,CSK,Sharjah Cricket Stadium,30 September 2021
85,Ravichandran Ashwin,4,27,0,0,12,0,SRH,Chidambaram,25 April 2021
86,Chris Morris,4,28,1,0,12,24,KKR,Sharjah Cricket Stadium,07 October 2021
87,Kartik Tyagi,4,29,2,0,12,12,PBKS,Dubai International Stadium,21 September 2021
88,Shivam Mavi,4,29,2,0,12,12,SRH,Dubai International Stadium,03 October 2021
89,Prasidh Krishna,4,30,3,0,12,8,PBKS,Narendra Modi Stadium,26 April 2021
90,Kagiso Rabada,4,30,2,0,12,12,RR,Wankhede Stadium,15 April 2021
91,Sunil Narine,4,30,0,0,12,0,RR,Sharjah Cricket Stadium,07 October 2021
92,Trent Boult,3.4,28,3,0,12,7.33,SRH,Chidambaram,17 April 2021
93,Shivam Mavi,4,31,1,0,12,24,PBKS,Dubai International Stadium,01 October 2021
94,Ravichandran Ashwin,4,31,0,0,12,0,MI,Chidambaram,20 April 2021
95,Bhuvneshwar Kumar,4,34,0,0,12,0,CSK,Sharjah Cricket Stadium,30 September 2021
96,Avesh Khan,4,35,1,0,12,24,CSK,Dubai International Stadium,04 October 2021
97,Jasprit Bumrah,4,36,3,0,12,8,RCB,Dubai International Stadium,26 September 2021
98,Trent Boult,4,36,1,0,12,24,RCB,Chidambaram,09 April 2021
99,Moeen Ali,3,7,3,0,11,6,RR,Wankhede Stadium,19 April 2021
100,Rashid Khan,4,17,1,0,11,24,PBKS,Chidambaram,21 April 2021
101,Rashid Khan,4,17,1,0,11,24,PBKS,Sharjah Cricket Stadium,25 September 2021
102,Yuzvendra Chahal,4,18,2,0,11,12,RR,Dubai International Stadium,29 September 2021
103,Siddarth Kaul,3.4,17,1,0,11,22,KKR,Dubai International Stadium,03 October 2021
104,Sunil Narine,4,20,0,0,11,0,RR,Wankhede Stadium,24 April 2021
105,Sunil Narine,4,21,4,0,11,6,RCB,Sharjah Cricket Stadium,11 October 2021
106,Mohammad Shami,4,21,2,0,11,12,CSK,Wankhede Stadium,16 April 2021
107,Axar Patel,4,21,1,0,11,24,PBKS,Narendra Modi Stadium,02 May 2021
108,Umran Malik,4,21,1,0,11,24,RCB,Zayed Cricket Stadium,06 October 2021
109,Rashid Khan,4,22,0,0,11,0,MI,Chidambaram,17 April 2021
110,Mohammed Siraj,3,17,0,0,11,0,KKR,Chidambaram,18 April 2021
111,Mohammed Siraj,3,17,0,0,11,0,SRH,Zayed Cricket Stadium,06 October 2021
112,Avesh Khan,4,23,2,0,11,12,CSK,Wankhede Stadium,10 April 2021
113,Amit Mishra,4,24,4,0,11,6,MI,Chidambaram,20 April 2021
114,Lockie Ferguson,4,24,2,0,11,12,RCB,Zayed Cricket Stadium,20 September 2021
115,Jasprit Bumrah,4,24,2,0,11,12,PBKS,Zayed Cricket Stadium,28 September 2021
116,Chris Woakes,3,18,2,0,11,9,CSK,Wankhede Stadium,10 April 2021
117,Avesh Khan,4,24,1,0,11,24,RCB,Narendra Modi Stadium,27 April 2021
118,Daniel Sams,4,24,1,0,11,24,PBKS,Narendra Modi Stadium,30 April 2021
119,Dwayne Bravo,4,25,3,0,11,8,MI,Dubai International Stadium,19 September 2021
120,Mohammed Siraj,4,25,2,0,11,12,DC,Dubai International Stadium,08 October 2021
121,Bhuvneshwar Kumar,4,25,1,0,11,24,RCB,Zayed Cricket Stadium,06 October 2021
122,Jaydev Unadkat,4,25,1,0,11,24,KKR,Wankhede Stadium,24 April 2021
123,Axar Patel,4,26,2,0,11,12,SRH,Chidambaram,25 April 2021
124,Ishant Sharma,4,26,1,1,11,24,RCB,Narendra Modi Stadium,27 April 2021
125,Lockie Ferguson,4,26,1,0,11,24,DC,Sharjah Cricket Stadium,13 October 2021
126,Rahul Chahar,4,27,4,0,11,6,KKR,Chidambaram,13 April 2021
127,Jason Holder,4,27,1,0,11,24,RCB,Zayed Cricket Stadium,06 October 2021
128,Kyle Jamieson,4,28,1,0,11,24,RR,Wankhede Stadium,22 April 2021
129,Jhye Richardson,3,21,0,0,11,0,CSK,Wankhede Stadium,16 April 2021
130,Mustafizur Rahman,4,29,2,0,11,12,DC,Wankhede Stadium,15 April 2021
131,Mustafizur Rahman,3.3,26,1,0,11,21,SRH,Dubai International Stadium,27 September 2021
132,Shardul Thakur,4,30,2,0,11,12,RR,Zayed Cricket Stadium,02 October 2021
133,Avesh Khan,4,31,0,0,11,0,RCB,Dubai International Stadium,08 October 2021
134,Arshdeep Singh,4,32,5,0,11,4.8,RR,Dubai International Stadium,21 September 2021
135,Avesh Khan,4,32,3,0,11,8,RR,Wankhede Stadium,15 April 2021
136,Axar Patel,4,32,2,0,11,12,KKR,Narendra Modi Stadium,29 April 2021
137,Kyle Jamieson,4,32,1,0,11,24,DC,Narendra Modi Stadium,27 April 2021
138,Chris Morris,4,33,2,0,11,12,CSK,Wankhede Stadium,19 April 2021
139,Jasprit Bumrah,4,33,2,0,11,12,CSK,Dubai International Stadium,19 September 2021
140,Rahul Chahar,4,33,1,0,11,24,RCB,Dubai International Stadium,26 September 2021
141,Sam Curran,4,34,3,0,11,8,MI,Arun Jaitley Stadium,01 May 2021
142,Prasidh Krishna,4,35,2,0,11,12,SRH,Chidambaram,11 April 2021
143,Ravi Bishnoi,4,35,0,0,11,0,RCB,Sharjah Cricket Stadium,03 October 2021
144,Shardul Thakur,4,38,3,0,11,8,KKR,Dubai International Stadium,15 October 2021
145,Andre Russell,3,9,3,0,10,6,RCB,Zayed Cricket Stadium,20 September 2021
146,Ravi Bishnoi,4,17,2,0,10,12,RCB,Narendra Modi Stadium,30 April 2021
147,Dwayne Bravo,4,17,2,0,10,12,SRH,Sharjah Cricket Stadium,30 September 2021
148,Axar Patel,3,13,0,0,10,0,KKR,Sharjah Cricket Stadium,28 September 2021
149,Rashid Khan,4,18,2,0,10,12,RCB,Chidambaram,14 April 2021
150,Sunil Narine,4,18,2,0,10,12,DC,Sharjah Cricket Stadium,28 September 2021
