POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
118,Shane Watson,4,29,0,0,12,0,PWI,Sawai Mansingh Stadium,05 May 2013
119,Kane Richardson,3.5,28,1,0,12,23,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
120,Ravi Rampaul,4,31,3,0,12,8,CSK,Chidambaram,13 April 2013
121,Ashish Nehra,4,31,1,0,12,24,RCB,M. Chinnaswamy Stadium,16 April 2013
122,Mitchell Johnson,4,33,3,0,12,8,PWI,Wankhede Stadium,13 April 2013
123,Sunil Narine,4,33,3,0,12,8,PBKS,IS Bindra Stadium,16 April 2013
124,Mohit Sharma,4,33,2,0,12,12,SRH,Chidambaram,25 April 2013
125,Harmeet Singh,4,34,1,0,12,24,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
126,Mohit Sharma,3.4,32,2,0,12,11,MI,Arun Jaitley Stadium,21 May 2013
127,Ashish Nehra,4,38,2,0,12,12,PBKS,HPCA Stadium,16 May 2013
128,Parvinder Awana,4,38,1,0,12,24,PWI,IS Bindra Stadium,21 April 2013
129,Parvinder Awana,4,39,3,0,12,8,RCB,M. Chinnaswamy Stadium,14 May 2013
130,Mohit Sharma,3,10,3,0,11,6,DC,Arun Jaitley Stadium,18 April 2013
131,Jacques Kallis,4,14,2,0,11,12,PBKS,Eden Gardens,26 April 2013
132,Kevon Cooper,4,15,3,0,11,8,KKR,Sawai Mansingh Stadium,08 April 2013
133,Albie Morkel,3,12,2,0,11,9,MI,Eden Gardens,26 May 2013
134,Amit Mishra,4,16,1,0,11,24,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
135,Praveen Kumar,3,12,1,1,11,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
136,Sunil Narine,4,17,3,0,11,8,MI,Eden Gardens,24 April 2013
137,Shahbaz Nadeem,4,17,2,0,11,12,SRH,Arun Jaitley Stadium,12 April 2013
138,Bhuvneshwar Kumar,4,17,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
139,Albie Morkel,3,13,1,0,11,18,DC,Arun Jaitley Stadium,18 April 2013
140,Ravichandran Ashwin,4,18,2,0,11,12,DC,Arun Jaitley Stadium,18 April 2013
141,Harbhajan Singh,3,14,2,0,11,9,CSK,Eden Gardens,26 May 2013
142,Chris Morris,3,14,0,0,11,0,MI,Wankhede Stadium,05 May 2013
143,Piyush Chawla,4,19,1,0,11,24,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
144,James Faulkner,3.2,16,3,1,11,6.66,MI,Sawai Mansingh Stadium,17 April 2013
145,Mitchell Johnson,3,15,1,0,11,18,RCB,M. Chinnaswamy Stadium,04 April 2013
146,Anand Rajan,4,20,1,0,11,24,DC,Arun Jaitley Stadium,12 April 2013
147,Vinay Kumar,3.2,17,2,0,11,10,KKR,JSCA Stadium,12 May 2013
148,Azhar Mahmood,4,21,3,0,11,8,KKR,IS Bindra Stadium,16 April 2013
149,Mohit Sharma,4,21,3,0,11,8,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
150,Yuvraj Singh,4,21,1,0,11,24,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
