POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
54,Karn Sharma,4,19,2,0,12,12,CSK,JSCA Stadium,22 May 2014
55,Sandeep Sharma,3,15,3,1,12,6,RCB,Dubai International Stadium,28 April 2014
56,Ankit Sharma,4,20,2,0,12,12,CSK,JSCA Stadium,13 May 2014
57,Albie Morkel,4,20,1,0,12,24,PBKS,M. Chinnaswamy Stadium,09 May 2014
58,Dale Steyn,4,20,0,0,12,0,CSK,Sharjah Cricket Stadium,27 April 2014
59,Axar Patel,4,20,0,0,12,0,KKR,Barabati Stadium,11 May 2014
60,Shane Watson,4,21,3,0,12,8,KKR,Narendra Modi Stadium,05 May 2014
61,Zaheer Khan,4,21,2,0,12,12,RCB,Dubai International Stadium,19 April 2014
62,Bhuvneshwar Kumar,4,21,2,0,12,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
63,Ishwar Pandey,4,21,0,0,12,0,MI,Dubai International Stadium,25 April 2014
64,Jasprit Bumrah,4,22,2,0,12,12,RCB,Wankhede Stadium,06 May 2014
65,Rishi Dhawan,4,23,2,0,12,12,MI,Wankhede Stadium,03 May 2014
66,Shahbaz Nadeem,4,24,1,0,12,24,SRH,Dubai International Stadium,25 April 2014
67,Shakib Al Hasan,4,25,2,0,12,12,CSK,JSCA Stadium,02 May 2014
68,Mitchell Johnson,4,25,1,0,12,24,RCB,M. Chinnaswamy Stadium,09 May 2014
69,Shakib Al Hasan,4,25,1,1,12,24,SRH,Eden Gardens,24 May 2014
70,Shivam Sharma,4,26,2,0,12,12,RCB,M. Chinnaswamy Stadium,09 May 2014
71,Mitchell Johnson,4,26,2,0,12,12,SRH,Sharjah Cricket Stadium,22 April 2014
72,Ravichandran Ashwin,4,26,1,0,12,24,MI,Brabourne Stadium,28 May 2014
73,Nathan Coulter-Nile,4,27,2,0,12,12,KKR,Dubai International Stadium,19 April 2014
74,Pravin Tambe,4,27,1,0,12,24,CSK,Dubai International Stadium,23 April 2014
75,Harbhajan Singh,4,27,0,0,12,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
76,Axar Patel,4,28,2,0,12,12,DC,IS Bindra Stadium,25 May 2014
77,Pat Cummins,4,29,1,1,12,24,CSK,Eden Gardens,20 May 2014
78,Ravindra Jadeja,4,31,1,0,12,24,RCB,JSCA Stadium,18 May 2014
79,Vinay Kumar,4,32,1,0,12,24,SRH,Eden Gardens,24 May 2014
80,Rajat Bhatia,4,13,2,0,11,12,CSK,Dubai International Stadium,23 April 2014
81,Rishi Dhawan,4,14,2,0,11,12,RCB,Dubai International Stadium,28 April 2014
82,Axar Patel,4,16,2,0,11,12,KKR,Zayed Cricket Stadium,26 April 2014
83,Lakshmipathy Balaji,4,17,1,0,11,24,RCB,Dubai International Stadium,28 April 2014
84,Kane Richardson,4,18,2,0,11,12,RCB,Zayed Cricket Stadium,26 April 2014
85,Yuzvendra Chahal,4,18,1,0,11,24,DC,Sharjah Cricket Stadium,17 April 2014
86,Parvinder Awana,3,15,2,1,11,9,DC,IS Bindra Stadium,25 May 2014
87,Dale Steyn,4,20,2,0,11,12,DC,Arun Jaitley Stadium,10 May 2014
88,Wayne Parnell,4,21,2,0,11,12,KKR,Arun Jaitley Stadium,07 May 2014
89,Mitchell Starc,4,21,2,0,11,12,MI,Dubai International Stadium,19 April 2014
90,Mitchell Starc,4,21,2,0,11,12,SRH,M. Chinnaswamy Stadium,04 May 2014
91,Ravichandran Ashwin,4,21,1,0,11,24,KKR,JSCA Stadium,02 May 2014
92,Imran Tahir,4,22,3,0,11,8,PBKS,Arun Jaitley Stadium,19 May 2014
93,Rishi Dhawan,4,22,1,0,11,24,DC,IS Bindra Stadium,25 May 2014
94,Lasith Malinga,4,22,0,0,11,0,CSK,Dubai International Stadium,25 April 2014
95,Dhawal Kulkarni,4,23,2,0,11,12,SRH,Zayed Cricket Stadium,18 April 2014
96,Zaheer Khan,4,23,1,0,11,24,KKR,Zayed Cricket Stadium,16 April 2014
97,Sunil Narine,4,24,3,0,11,8,PBKS,Zayed Cricket Stadium,26 April 2014
98,Sunil Narine,4,24,1,0,11,24,CSK,Eden Gardens,20 May 2014
99,Dhawal Kulkarni,3,18,0,0,11,0,CSK,Dubai International Stadium,23 April 2014
100,Lasith Malinga,4,25,1,0,11,24,PBKS,Wankhede Stadium,03 May 2014
101,Wayne Parnell,4,25,1,0,11,24,CSK,Arun Jaitley Stadium,05 May 2014
102,Mitchell Johnson,4,26,0,0,11,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
103,Dale Steyn,4,26,0,0,11,0,PBKS,Sharjah Cricket Stadium,22 April 2014
104,Mitchell Johnson,3.2,22,2,0,11,10,KKR,Zayed Cricket Stadium,26 April 2014
105,Axar Patel,4,27,1,0,11,24,MI,IS Bindra Stadium,21 May 2014
106,Kane Richardson,4,28,1,0,11,24,KKR,Zayed Cricket Stadium,29 April 2014
107,Dale Steyn,4,29,2,0,11,12,RR,Zayed Cricket Stadium,18 April 2014
108,Mitchell Johnson,4,29,1,0,11,24,RR,Sharjah Cricket Stadium,20 April 2014
109,Jasprit Bumrah,4,30,1,1,11,24,RR,Wankhede Stadium,25 May 2014
110,Dale Steyn,4,31,2,0,11,12,RR,Narendra Modi Stadium,08 May 2014
111,Praveen Kumar,4,31,2,0,11,12,CSK,Wankhede Stadium,10 May 2014
112,Laxmi Ratan Shukla,4,31,1,0,11,24,CSK,Arun Jaitley Stadium,05 May 2014
113,Shivam Sharma,4,31,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
114,Ben Hilfenhaus,4,32,2,0,11,12,SRH,Sharjah Cricket Stadium,27 April 2014
115,Ben Hilfenhaus,4,32,1,0,11,24,RR,Dubai International Stadium,23 April 2014
116,Sandeep Sharma,4,32,0,0,11,0,KKR,Barabati Stadium,11 May 2014
117,Lasith Malinga,3.4,30,1,0,11,22,KKR,Barabati Stadium,14 May 2014
118,Sandeep Sharma,4,35,3,0,11,8,DC,Arun Jaitley Stadium,19 May 2014
119,Sandeep Sharma,3.1,29,2,0,11,9.5,MI,Wankhede Stadium,03 May 2014
120,Ishant Sharma,4,37,2,0,11,12,CSK,Sharjah Cricket Stadium,27 April 2014
121,Siddarth Kaul,4,37,1,0,11,24,RCB,M. Chinnaswamy Stadium,13 May 2014
122,Mitchell Johnson,4,37,0,0,11,0,MI,Wankhede Stadium,03 May 2014
123,Mohit Sharma,4,38,2,0,11,12,PBKS,Barabati Stadium,07 May 2014
124,Mohammad Shami,4,39,1,0,11,24,PBKS,Arun Jaitley Stadium,19 May 2014
125,Varun Aaron,4,41,1,0,11,24,MI,Wankhede Stadium,06 May 2014
126,Kane Richardson,4,43,2,0,11,12,RCB,M. Chinnaswamy Stadium,11 May 2014
127,Dale Steyn,4,43,0,0,11,0,KKR,Eden Gardens,24 May 2014
128,Dale Steyn,4,43,0,0,11,0,CSK,JSCA Stadium,22 May 2014
129,Dhawal Kulkarni,4,50,1,0,11,24,PBKS,Sharjah Cricket Stadium,20 April 2014
130,Ravichandran Ashwin,2,3,2,0,10,6,DC,Zayed Cricket Stadium,21 April 2014
131,Jaydev Unadkat,2,3,1,0,10,12,PBKS,IS Bindra Stadium,25 May 2014
132,Lasith Malinga,4,15,2,0,10,12,CSK,Wankhede Stadium,10 May 2014
133,Ravindra Jadeja,4,18,2,0,10,12,RR,JSCA Stadium,13 May 2014
134,Sunil Narine,4,18,1,0,10,24,MI,Barabati Stadium,14 May 2014
135,Piyush Chawla,4,19,3,0,10,8,PBKS,Zayed Cricket Stadium,26 April 2014
136,Sunil Narine,4,19,0,0,10,0,SRH,Eden Gardens,24 May 2014
137,Axar Patel,4,20,2,0,10,12,SRH,Sharjah Cricket Stadium,22 April 2014
138,Axar Patel,4,21,0,0,10,0,KKR,M. Chinnaswamy Stadium,01 June 2014
139,Harbhajan Singh,4,22,2,0,10,12,KKR,Barabati Stadium,14 May 2014
140,Mohammad Shami,4,22,1,0,10,24,RR,Arun Jaitley Stadium,03 May 2014
141,Harbhajan Singh,4,22,0,0,10,0,CSK,Wankhede Stadium,10 May 2014
142,Lasith Malinga,4,23,4,0,10,6,KKR,Zayed Cricket Stadium,16 April 2014
143,Ankit Sharma,4,23,2,0,10,12,MI,Narendra Modi Stadium,19 May 2014
144,Bhuvneshwar Kumar,4,23,2,0,10,12,CSK,Sharjah Cricket Stadium,27 April 2014
145,Ravindra Jadeja,4,23,1,0,10,24,DC,Arun Jaitley Stadium,05 May 2014
146,Karn Sharma,4,23,1,0,10,24,DC,Dubai International Stadium,25 April 2014
147,Bhuvneshwar Kumar,4,23,1,0,10,24,DC,Arun Jaitley Stadium,10 May 2014
148,Harbhajan Singh,4,23,0,1,10,0,DC,Sharjah Cricket Stadium,27 April 2014
149,Dhawal Kulkarni,4,24,1,1,10,24,DC,Narendra Modi Stadium,15 May 2014
150,Piyush Chawla,4,24,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
