POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
24,Ankit Soni,4,16,1,0,13,24,MI,Saurashtra Cricket Association Stadium,29 April 2017
25,Aniket Choudhary,4,17,2,1,13,12,PBKS,M. Chinnaswamy Stadium,05 May 2017
26,Chris Woakes,4,18,3,0,13,8,RPS,Eden Gardens,03 May 2017
27,Amit Mishra,4,18,2,1,13,12,MI,Wankhede Stadium,22 April 2017
28,Sunil Narine,4,20,0,0,13,0,SRH,M. Chinnaswamy Stadium,17 May 2017
29,Sunil Narine,4,21,0,0,13,0,MI,M. Chinnaswamy Stadium,19 May 2017
30,Praveen Kumar,4,22,2,0,13,12,SRH,Green Park,13 May 2017
31,Mitchell Johnson,4,28,2,0,13,12,KKR,M. Chinnaswamy Stadium,19 May 2017
32,Varun Aaron,4,28,0,0,13,0,RCB,M. Chinnaswamy Stadium,05 May 2017
33,Tymal Mills,4,31,2,0,13,12,KKR,Eden Gardens,23 April 2017
34,Ankit Rajpoot,4,37,3,0,13,8,MI,Wankhede Stadium,09 April 2017
35,Andrew Tye,4,12,3,0,12,8,RCB,M. Chinnaswamy Stadium,27 April 2017
36,Shahbaz Nadeem,4,13,1,0,12,24,RCB,M. Chinnaswamy Stadium,08 April 2017
37,Ben Stokes,3,10,0,0,12,0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
38,Rashid Khan,4,16,1,0,12,24,PBKS,IS Bindra Stadium,28 April 2017
39,Ankit Soni,4,16,0,0,12,0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
40,Imran Tahir,4,18,3,0,12,8,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
41,Pawan Negi,4,18,1,0,12,24,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
42,Karn Sharma,4,18,0,0,12,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
43,Umesh Yadav,4,21,2,0,12,12,SRH,M. Chinnaswamy Stadium,17 May 2017
44,Yuzvendra Chahal,4,21,2,0,12,12,PBKS,M. Chinnaswamy Stadium,05 May 2017
45,Shane Watson,4,21,1,0,12,24,DC,M. Chinnaswamy Stadium,08 April 2017
46,Nathan Coulter-Nile,4,22,3,0,12,8,DC,Arun Jaitley Stadium,17 April 2017
47,Axar Patel,4,22,2,0,12,12,DC,IS Bindra Stadium,30 April 2017
48,Sunil Narine,4,22,1,0,12,24,MI,Wankhede Stadium,09 April 2017
49,Kuldeep Yadav,4,23,1,0,12,24,SRH,Eden Gardens,15 April 2017
50,Mitchell McClenaghan,4,24,2,0,12,12,GL,Wankhede Stadium,16 April 2017
51,Jaydev Unadkat,4,25,2,0,12,12,RCB,M. Chinnaswamy Stadium,16 April 2017
52,Mohammed Siraj,4,26,2,0,12,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
53,Billy Stanlake,4,29,2,0,12,12,DC,M. Chinnaswamy Stadium,08 April 2017
54,Jaydev Unadkat,4,30,5,1,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
55,Trent Boult,4,30,2,0,12,12,MI,Eden Gardens,13 May 2017
56,Kagiso Rabada,4,30,1,0,12,24,MI,Wankhede Stadium,22 April 2017
57,Imran Tahir,4,32,1,0,12,24,MI,Wankhede Stadium,24 April 2017
58,Umesh Yadav,4,36,3,0,12,8,RCB,M. Chinnaswamy Stadium,07 May 2017
59,Yuzvendra Chahal,4,39,1,0,12,24,KKR,M. Chinnaswamy Stadium,07 May 2017
60,Karn Sharma,4,16,4,0,11,6,KKR,M. Chinnaswamy Stadium,19 May 2017
61,Shane Watson,4,16,1,0,11,24,DC,Arun Jaitley Stadium,14 May 2017
62,Ben Stokes,4,18,3,0,11,8,RCB,M. Chinnaswamy Stadium,16 April 2017
63,Rashid Khan,4,19,3,0,11,8,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
64,Rashid Khan,4,19,1,0,11,24,MI,Wankhede Stadium,12 April 2017
65,Bhuvneshwar Kumar,4,20,3,0,11,8,KKR,Eden Gardens,15 April 2017
66,Mitchell McClenaghan,4,20,2,0,11,12,RCB,M. Chinnaswamy Stadium,14 April 2017
67,Chris Woakes,4,20,2,0,11,12,PBKS,IS Bindra Stadium,09 May 2017
68,Umesh Yadav,3,15,1,0,11,18,RCB,Eden Gardens,23 April 2017
69,Bhuvneshwar Kumar,4,21,3,0,11,8,MI,Wankhede Stadium,12 April 2017
70,Varun Aaron,4,21,2,0,11,12,RCB,Holkar Cricket Stadium,10 April 2017
71,Jasprit Bumrah,4,21,2,0,11,12,DC,Wankhede Stadium,22 April 2017
72,Lasith Malinga,4,21,0,0,11,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
73,Rashid Khan,4,22,1,0,11,24,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
74,Harbhajan Singh,4,23,1,0,11,24,GL,Saurashtra Cricket Association Stadium,29 April 2017
75,Avesh Khan,4,23,1,0,11,24,DC,Arun Jaitley Stadium,14 May 2017
76,Harbhajan Singh,4,23,0,0,11,0,RCB,M. Chinnaswamy Stadium,14 April 2017
77,Mitchell McClenaghan,4,24,3,0,11,8,DC,Wankhede Stadium,22 April 2017
78,Imran Tahir,4,24,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
79,Siddarth Kaul,4,26,2,0,11,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
80,Jayant Yadav,4,26,0,0,11,0,SRH,Arun Jaitley Stadium,02 May 2017
81,Bhuvneshwar Kumar,4,27,2,0,11,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
82,Nathan Coulter-Nile,3,21,3,0,11,6,RCB,Eden Gardens,23 April 2017
83,Kagiso Rabada,4,28,2,0,11,12,GL,Arun Jaitley Stadium,04 May 2017
84,Shahbaz Nadeem,3,21,1,0,11,18,RPS,Arun Jaitley Stadium,12 May 2017
85,Mohammad Nabi,4,28,1,0,11,24,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
86,Ben Stokes,4,30,3,0,11,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
87,Mitchell Johnson,4,30,1,0,11,24,KKR,Eden Gardens,13 May 2017
88,Basil Thampi,4,31,1,0,11,24,RCB,Saurashtra Cricket Association Stadium,18 April 2017
89,Pat Cummins,4,31,1,0,11,24,RPS,Arun Jaitley Stadium,12 May 2017
90,Mohammad Shami,4,31,0,0,11,0,RCB,Arun Jaitley Stadium,14 May 2017
91,Umesh Yadav,4,33,4,0,11,6,PBKS,Eden Gardens,13 April 2017
92,Nathan Coulter-Nile,4,34,3,0,11,8,DC,Eden Gardens,28 April 2017
93,Ashish Nehra,4,35,1,0,11,24,KKR,Eden Gardens,15 April 2017
94,Chris Woakes,2,6,3,0,10,4,RCB,Eden Gardens,23 April 2017
95,Amit Mishra,3,11,3,0,10,6,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
96,Yuzvendra Chahal,4,16,3,0,10,8,KKR,Eden Gardens,23 April 2017
97,Andrew Tye,4,17,5,0,10,4.8,RPS,Saurashtra Cricket Association Stadium,14 April 2017
98,Rashid Khan,4,17,1,0,10,24,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
99,Sunil Narine,4,18,1,0,10,24,SRH,Eden Gardens,15 April 2017
100,Rahul Tewatia,3,14,0,0,10,0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017
101,Jaydev Unadkat,4,19,2,0,10,12,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
102,Yuzvendra Chahal,4,19,1,0,10,24,DC,M. Chinnaswamy Stadium,08 April 2017
103,Jaydev Unadkat,4,19,1,0,10,24,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
104,Nathan Coulter-Nile,4,20,3,0,10,8,SRH,M. Chinnaswamy Stadium,17 May 2017
105,Pawan Negi,3,15,2,0,10,9,KKR,Eden Gardens,23 April 2017
106,Dan Christian,4,20,1,0,10,24,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
107,Sreenath Aravind,4,21,0,0,10,0,MI,M. Chinnaswamy Stadium,14 April 2017
108,Shahbaz Nadeem,4,23,1,0,10,24,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
109,Umesh Yadav,4,23,1,0,10,24,RPS,Eden Gardens,03 May 2017
110,Jaydev Unadkat,4,24,1,0,10,24,MI,Wankhede Stadium,16 May 2017
111,Mohit Sharma,4,25,2,0,10,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
112,Dan Christian,4,25,1,0,10,24,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
113,Chris Morris,4,26,4,0,10,6,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
114,Aniket Choudhary,2.5,19,1,1,10,17,KKR,M. Chinnaswamy Stadium,07 May 2017
115,Jaydev Unadkat,4,29,2,0,10,12,DC,Arun Jaitley Stadium,12 May 2017
116,Dhawal Kulkarni,4,30,1,0,10,24,DC,Green Park,10 May 2017
117,Karn Sharma,4,30,1,0,10,24,RPS,Wankhede Stadium,16 May 2017
118,Umesh Yadav,4,30,0,0,10,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
119,Jasprit Bumrah,4,31,2,0,10,12,GL,Saurashtra Cricket Association Stadium,29 April 2017
120,Tymal Mills,4,31,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
121,Ravindra Jadeja,4,31,0,0,10,0,DC,Green Park,10 May 2017
122,Mohammed Siraj,4,32,4,0,10,6,GL,Green Park,13 May 2017
123,Ben Stokes,4,32,0,0,10,0,PBKS,Holkar Cricket Stadium,08 April 2017
124,Lasith Malinga,4,33,2,0,10,12,GL,Saurashtra Cricket Association Stadium,29 April 2017
125,Trent Boult,4,33,1,0,10,24,SRH,Eden Gardens,15 April 2017
126,Samuel Badree,4,33,1,0,10,24,KKR,Eden Gardens,23 April 2017
127,Chris Morris,4,33,0,0,10,0,MI,Wankhede Stadium,22 April 2017
128,Rashid Khan,4,34,3,0,10,8,GL,Green Park,13 May 2017
129,Basil Thampi,4,34,1,0,10,24,RCB,M. Chinnaswamy Stadium,27 April 2017
130,Shardul Thakur,4,35,3,0,10,8,RCB,M. Chinnaswamy Stadium,16 April 2017
131,Kuldeep Yadav,4,35,1,0,10,24,RPS,Eden Gardens,03 May 2017
132,Adam Milne,4,35,0,0,10,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
133,Mohammad Shami,4,36,1,0,10,24,GL,Green Park,10 May 2017
134,Ben Stokes,4,36,1,0,10,24,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
135,Trent Boult,4,36,0,0,10,0,PBKS,Eden Gardens,13 April 2017
136,Pradeep Sangwan,4,37,0,0,10,0,SRH,Green Park,13 May 2017
137,Pradeep Sangwan,4,38,2,0,10,12,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
138,Ben Cutting,3.4,35,0,0,10,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
139,Tim Southee,4,39,2,1,10,12,KKR,Eden Gardens,13 May 2017
140,James Faulkner,4,39,2,0,10,12,DC,Green Park,10 May 2017
141,Sandeep Sharma,4,41,1,0,10,24,DC,Arun Jaitley Stadium,15 April 2017
142,Mitchell McClenaghan,4,46,2,0,10,12,PBKS,Holkar Cricket Stadium,20 April 2017
143,Mohit Sharma,4,47,0,0,10,0,RCB,Holkar Cricket Stadium,10 April 2017
