POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
72,Pankaj Singh,4,27,2,1,12,12,RR,Sawai Mansingh Stadium,14 April 2010
73,Shalabh Srivastava,4,27,1,0,12,24,MI,Brabourne Stadium,30 March 2010
74,Ryan Harris,4,27,1,0,12,24,PBKS,HPCA Stadium,16 April 2010
75,Piyush Chawla,4,27,0,0,12,0,RR,Sawai Mansingh Stadium,07 April 2010
76,Muttiah Muralitharan,4,28,0,0,12,0,DEC,Chidambaram,14 March 2010
77,Anil Kumble,4,33,1,0,12,24,DC,Arun Jaitley Stadium,04 April 2010
78,RP Singh,4,35,1,0,12,24,KKR,DY Patil Stadium,12 March 2010
79,Lasith Malinga,4,36,2,0,12,12,PBKS,IS Bindra Stadium,09 April 2010
80,Yuvraj Singh,4,14,1,0,11,24,DC,Arun Jaitley Stadium,11 April 2010
81,Amit Mishra,4,15,1,0,11,24,PBKS,Arun Jaitley Stadium,11 April 2010
82,Shane Warne,4,15,1,0,11,24,DEC,Narendra Modi Stadium,26 March 2010
83,Anil Kumble,4,15,1,0,11,24,CSK,M. Chinnaswamy Stadium,23 March 2010
84,Pragyan Ojha,4,16,2,0,11,12,DC,Arun Jaitley Stadium,18 April 2010
85,Anil Kumble,4,16,1,0,11,24,CSK,Chidambaram,31 March 2010
86,Ryan Harris,4,18,3,0,11,8,CSK,Vidarbha Cricket Association Stadium,10 April 2010
87,Anil Kumble,4,18,1,0,11,24,MI,Brabourne Stadium,20 March 2010
88,Zaheer Khan,4,18,1,0,11,24,RCB,Brabourne Stadium,20 March 2010
89,Paul Collingwood,4,19,2,0,11,12,PBKS,Arun Jaitley Stadium,11 April 2010
90,Tillakaratne Dilshan,4,19,1,0,11,24,CSK,Chidambaram,15 April 2010
91,Jacques Kallis,4,19,1,0,11,24,RR,Sawai Mansingh Stadium,14 April 2010
92,Ashok Dinda,4,20,1,0,11,24,MI,Eden Gardens,19 April 2010
93,Ravichandran Ashwin,4,20,1,0,11,24,PBKS,HPCA Stadium,18 April 2010
94,Yuvraj Singh,4,21,2,0,11,12,DEC,Barabati Stadium,19 March 2010
95,Praveen Kumar,4,21,1,0,11,24,CSK,M. Chinnaswamy Stadium,23 March 2010
96,Pragyan Ojha,4,22,2,0,11,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
97,Shaun Tait,4,22,2,0,11,12,CSK,Narendra Modi Stadium,28 March 2010
98,Ravichandran Ashwin,4,22,1,0,11,24,KKR,Eden Gardens,16 March 2010
99,Dirk Nannes,4,22,0,0,11,0,DEC,Arun Jaitley Stadium,18 April 2010
100,Ryan McLaren,4,23,1,0,11,24,CSK,Brabourne Stadium,25 March 2010
101,Harbhajan Singh,4,23,1,0,11,24,CSK,Chidambaram,06 April 2010
102,Lasith Malinga,3.2,20,1,0,11,20,DEC,Brabourne Stadium,03 April 2010
103,Pragyan Ojha,4,26,3,0,11,8,MI,Brabourne Stadium,03 April 2010
104,Andrew Symonds,4,26,2,0,11,12,KKR,Eden Gardens,01 April 2010
105,Shaun Tait,4,26,0,0,11,0,DC,Narendra Modi Stadium,15 March 2010
106,Irfan Pathan,3.4,24,3,0,11,7.33,DC,Arun Jaitley Stadium,11 April 2010
107,Dirk Nannes,4,27,1,0,11,24,RR,Narendra Modi Stadium,15 March 2010
108,Ishant Sharma,4,27,0,0,11,0,RCB,Eden Gardens,14 March 2010
109,Ali Murtaza,4,27,0,0,11,0,KKR,Eden Gardens,19 April 2010
110,Ramesh Powar,4,28,2,0,11,12,CSK,HPCA Stadium,18 April 2010
111,Thilan Thushara,4,28,2,0,11,12,RR,Narendra Modi Stadium,28 March 2010
112,Piyush Chawla,4,28,1,0,11,24,CSK,HPCA Stadium,18 April 2010
113,Dilhara Fernando,4,28,1,0,11,24,RCB,DY Patil Stadium,21 April 2010
114,Shane Bond,4,28,1,0,11,24,DEC,Eden Gardens,01 April 2010
115,Albie Morkel,4,28,1,0,11,24,RCB,M. Chinnaswamy Stadium,23 March 2010
116,Sarabjit Ladda,4,28,0,0,11,0,RR,Narendra Modi Stadium,15 March 2010
117,Irfan Pathan,3.5,27,1,0,11,23,DC,IS Bindra Stadium,13 March 2010
118,Shadab Jakati,4,29,1,0,11,24,DEC,Vidarbha Cricket Association Stadium,10 April 2010
119,Pradeep Sangwan,4,32,1,0,11,24,PBKS,IS Bindra Stadium,13 March 2010
120,Lasith Malinga,4,33,0,0,11,0,CSK,DY Patil Stadium,25 April 2010
121,Ryan Harris,4,34,2,0,11,12,RR,Vidarbha Cricket Association Stadium,05 April 2010
122,Pradeep Sangwan,4,35,2,0,11,12,MI,Brabourne Stadium,13 April 2010
123,MF Maharoof,4,37,2,0,11,12,PBKS,IS Bindra Stadium,13 March 2010
124,Ryan Harris,4,37,2,0,11,12,RCB,M. Chinnaswamy Stadium,08 April 2010
125,Doug Bollinger,4,39,1,0,11,24,MI,Chidambaram,06 April 2010
126,Amit Mishra,4,41,0,0,11,0,KKR,Eden Gardens,07 April 2010
127,RP Singh,4,43,1,0,11,24,PBKS,Barabati Stadium,19 March 2010
128,Kieron Pollard,4,15,0,0,10,0,DC,Brabourne Stadium,13 April 2010
129,Amit Mishra,3,12,1,0,10,18,DEC,Barabati Stadium,21 March 2010
130,Kieron Pollard,4,17,3,0,10,8,RCB,DY Patil Stadium,21 April 2010
131,Andrew Symonds,4,18,1,0,10,24,CSK,DY Patil Stadium,22 April 2010
132,Amit Mishra,4,18,1,0,10,24,KKR,Arun Jaitley Stadium,29 March 2010
133,Siddharth Trivedi,4,18,0,0,10,0,CSK,Narendra Modi Stadium,28 March 2010
134,Dale Steyn,4,18,0,0,10,0,MI,M. Chinnaswamy Stadium,17 April 2010
135,Ashok Dinda,3.1,15,2,0,10,9.5,RCB,M. Chinnaswamy Stadium,10 April 2010
136,Angelo Mathews,4,19,4,0,10,6,RCB,Eden Gardens,14 March 2010
137,RP Singh,4,21,2,0,10,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
138,Harmeet Singh Bansal,4,21,1,0,10,24,CSK,Vidarbha Cricket Association Stadium,10 April 2010
139,Lasith Malinga,4,22,4,0,10,6,PBKS,Brabourne Stadium,30 March 2010
140,Shaun Tait,4,22,3,0,10,8,DEC,Narendra Modi Stadium,26 March 2010
141,Ravichandran Ashwin,4,22,2,0,10,12,MI,Chidambaram,06 April 2010
142,Yusuf Pathan,4,23,2,0,10,12,KKR,Narendra Modi Stadium,20 March 2010
143,Andrew Symonds,4,23,1,0,10,24,CSK,Vidarbha Cricket Association Stadium,10 April 2010
144,Amit Mishra,4,23,1,0,10,24,PBKS,IS Bindra Stadium,13 March 2010
145,Shadab Jakati,4,23,1,0,10,24,KKR,Chidambaram,13 April 2010
146,Ramesh Powar,4,23,0,0,10,0,KKR,Eden Gardens,04 April 2010
147,Lasith Malinga,4,23,0,0,10,0,RR,Sawai Mansingh Stadium,11 April 2010
148,Ashok Dinda,4,24,2,0,10,12,RR,Eden Gardens,17 April 2010
149,Shanthakumaran Sreesanth,4,24,2,0,10,12,DC,IS Bindra Stadium,13 March 2010
150,Kieron Pollard,4,24,1,0,10,24,DC,Arun Jaitley Stadium,17 March 2010
