POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
70,Varun Aaron,4,20,2,17,5,12,KKR,Eden Gardens,25 April 2019
71,Imran Tahir,4,20,2,13,5,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
72,Mohammad Shami,3,15,1,9,5,18,KKR,IS Bindra Stadium,03 May 2019
73,Rashid Khan,4,20,1,9,5,24,PBKS,IS Bindra Stadium,08 April 2019
74,Ravichandran Ashwin,4,20,1,6,5,24,RR,Sawai Mansingh Stadium,25 March 2019
75,Ravindra Jadeja,2,10,1,6,5,12,MI,Wankhede Stadium,03 April 2019
76,Trent Boult,4,20,1,11,5,24,CSK,ACA-VDCA Stadium,10 May 2019
77,Deepak Chahar,4,20,1,12,5,24,DC,Arun Jaitley Stadium,26 March 2019
78,Imran Tahir,4,20,0,7,5,0,PBKS,Chidambaram,06 April 2019
79,Kagiso Rabada,4,21,4,9,5.25,6,RCB,M. Chinnaswamy Stadium,07 April 2019
80,Rashid Khan,4,21,3,12,5.25,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
81,Mohammad Shami,4,21,3,13,5.25,8,MI,Wankhede Stadium,10 April 2019
82,Shreyas Gopal,4,21,2,8,5.25,12,MI,Sawai Mansingh Stadium,20 April 2019
83,Mohammad Nabi,4,21,2,7,5.25,12,DC,Arun Jaitley Stadium,04 April 2019
84,Rahul Chahar,4,21,2,13,5.25,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
85,Sandeep Sharma,4,21,2,9,5.25,12,PBKS,IS Bindra Stadium,08 April 2019
86,Shreyas Gopal,4,21,2,13,5.25,12,DC,Arun Jaitley Stadium,04 May 2019
87,Imran Tahir,4,21,2,15,5.25,12,KKR,Chidambaram,09 April 2019
88,Amit Mishra,4,21,1,9,5.25,24,CSK,ACA-VDCA Stadium,10 May 2019
89,Jasprit Bumrah,4,21,1,8,5.25,24,RR,Sawai Mansingh Stadium,20 April 2019
90,Ishant Sharma,4,21,1,14,5.25,24,KKR,Eden Gardens,12 April 2019
91,Mohammad Shami,4,21,1,11,5.25,24,DC,Arun Jaitley Stadium,20 April 2019
92,Krunal Pandya,4,21,1,13,5.25,24,CSK,Chidambaram,07 May 2019
93,Rahul Chahar,4,21,0,7,5.25,0,CSK,Chidambaram,26 April 2019
94,Shreyas Gopal,4,21,0,10,5.25,0,MI,Wankhede Stadium,13 April 2019
95,Bhuvneshwar Kumar,4,21,0,12,5.25,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
96,Ankit Rajpoot,4,21,0,10,5.25,0,SRH,IS Bindra Stadium,08 April 2019
97,Rashid Khan,4,21,0,11,5.25,0,MI,Wankhede Stadium,02 May 2019
98,Rahul Chahar,4,21,0,10,5.25,0,SRH,Wankhede Stadium,02 May 2019
99,Jasprit Bumrah,3,16,1,9,5.33,18,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
100,Siddarth Kaul,3,16,0,11,5.33,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
101,Amit Mishra,3,16,0,6,5.33,0,CSK,Chidambaram,01 May 2019
102,Krunal Pandya,4,22,2,6,5.5,12,SRH,Wankhede Stadium,02 May 2019
103,Jason Behrendorff,4,22,2,15,5.5,12,CSK,Wankhede Stadium,03 April 2019
104,Vijay Shankar,2,11,1,5,5.5,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
105,Anukul Roy,2,11,1,4,5.5,12,CSK,Chidambaram,26 April 2019
106,Moeen Ali,4,22,1,10,5.5,24,DC,M. Chinnaswamy Stadium,07 April 2019
107,Axar Patel,4,22,1,8,5.5,24,RCB,M. Chinnaswamy Stadium,07 April 2019
108,Rashid Khan,4,22,1,11,5.5,24,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
109,Khaleel Ahmed,4,22,1,14,5.5,24,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
110,Jofra Archer,4,22,1,14,5.5,24,MI,Sawai Mansingh Stadium,20 April 2019
111,Rahul Chahar,2,11,0,5,5.5,0,CSK,Wankhede Stadium,03 April 2019
112,Jasprit Bumrah,4,22,0,14,5.5,0,RCB,Wankhede Stadium,15 April 2019
113,Bhuvneshwar Kumar,4,22,0,14,5.5,0,RR,Sawai Mansingh Stadium,27 April 2019
114,Sunil Narine,4,22,0,13,5.5,0,RR,Sawai Mansingh Stadium,07 April 2019
115,Ravindra Jadeja,4,22,0,8,5.5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
116,Mohammad Shami,3,17,2,8,5.66,9,CSK,IS Bindra Stadium,05 May 2019
117,Andre Russell,3,17,1,8,5.66,18,RCB,Eden Gardens,19 April 2019
118,Ishant Sharma,3,17,0,5,5.66,0,MI,Arun Jaitley Stadium,18 April 2019
119,Kagiso Rabada,3.5,22,4,11,5.73,5.75,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
120,Ravichandran Ashwin,4,23,3,10,5.75,8,CSK,Chidambaram,06 April 2019
121,Jasprit Bumrah,4,23,2,12,5.75,12,RR,Wankhede Stadium,13 April 2019
122,Kagiso Rabada,4,23,2,13,5.75,12,PBKS,Arun Jaitley Stadium,20 April 2019
123,Kagiso Rabada,4,23,2,10,5.75,12,MI,Wankhede Stadium,24 March 2019
124,Imran Tahir,4,23,2,8,5.75,12,RR,Chidambaram,31 March 2019
125,Rashid Khan,4,23,1,12,5.75,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
126,Ravindra Jadeja,4,23,1,8,5.75,24,DC,Arun Jaitley Stadium,26 March 2019
127,Harbhajan Singh,4,23,0,13,5.75,0,MI,Chidambaram,26 April 2019
128,Murugan Ashwin,4,23,0,8,5.75,0,CSK,Chidambaram,06 April 2019
129,Navdeep Saini,4,23,0,13,5.75,0,PBKS,IS Bindra Stadium,13 April 2019
130,Ravichandran Ashwin,4,23,0,7,5.75,0,CSK,IS Bindra Stadium,05 May 2019
131,Prasidh Krishna,4,23,0,12,5.75,0,CSK,Chidambaram,09 April 2019
132,Bhuvneshwar Kumar,4,24,2,12,6,12,RCB,M. Chinnaswamy Stadium,04 May 2019
133,Ravichandran Ashwin,4,24,2,6,6,12,RR,IS Bindra Stadium,16 April 2019
134,Navdeep Saini,4,24,2,13,6,12,DC,M. Chinnaswamy Stadium,07 April 2019
135,Yuzvendra Chahal,4,24,1,10,6,24,SRH,M. Chinnaswamy Stadium,04 May 2019
136,Navdeep Saini,4,24,1,15,6,24,CSK,M. Chinnaswamy Stadium,21 April 2019
137,Rashid Khan,4,24,1,10,6,24,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
138,Murugan Ashwin,4,24,1,6,6,24,RR,IS Bindra Stadium,16 April 2019
139,Yuzvendra Chahal,4,24,1,8,6,24,KKR,M. Chinnaswamy Stadium,05 April 2019
140,Amit Mishra,3,18,1,7,6,18,MI,Arun Jaitley Stadium,18 April 2019
141,Yuzvendra Chahal,4,24,1,7,6,24,CSK,M. Chinnaswamy Stadium,21 April 2019
142,Mohammad Nabi,4,24,1,9,6,24,MI,Wankhede Stadium,02 May 2019
143,Ishant Sharma,4,24,1,10,6,24,CSK,ACA-VDCA Stadium,10 May 2019
144,Nitish Rana,2,12,1,2,6,12,DC,Eden Gardens,12 April 2019
145,Krunal Pandya,2,12,0,6,6,0,CSK,Wankhede Stadium,03 April 2019
146,Ravindra Jadeja,4,24,0,7,6,0,PBKS,Chidambaram,06 April 2019
147,Ravindra Jadeja,2,12,0,3,6,0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
148,Mitchell McClenaghan,4,24,0,12,6,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
149,Navdeep Saini,4,24,0,16,6,0,CSK,Chidambaram,23 March 2019
150,Dwayne Bravo,3,18,0,6,6,0,DC,Chidambaram,01 May 2019
