POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
44,Rashid Khan,4,18,1,8,4.5,24,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
45,Sunil Narine,4,18,1,10,4.5,24,SRH,Eden Gardens,15 April 2017
46,Hardik Pandya,2,9,1,3,4.5,12,RCB,M. Chinnaswamy Stadium,14 April 2017
47,Karn Sharma,4,18,0,12,4.5,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
48,Rajat Bhatia,3,14,2,5,4.66,9,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
49,Lasith Malinga,3,14,1,8,4.66,18,RPS,Wankhede Stadium,16 May 2017
50,Shardul Thakur,3,14,1,9,4.66,18,GL,Saurashtra Cricket Association Stadium,14 April 2017
51,Ankit Rajpoot,3,14,1,7,4.66,18,MI,Eden Gardens,13 May 2017
52,Samuel Badree,3,14,0,8,4.66,0,PBKS,M. Chinnaswamy Stadium,05 May 2017
53,Rahul Tewatia,3,14,0,10,4.66,0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017
54,Bhuvneshwar Kumar,4,19,5,14,4.75,4.8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
55,Shardul Thakur,4,19,3,16,4.75,8,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
56,Rashid Khan,4,19,3,11,4.75,8,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
57,Jaydev Unadkat,4,19,2,10,4.75,12,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
58,Rashid Khan,4,19,1,11,4.75,24,MI,Wankhede Stadium,12 April 2017
59,Jaydev Unadkat,4,19,1,10,4.75,24,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
60,Sunil Narine,4,19,1,14,4.75,24,PBKS,Eden Gardens,13 April 2017
61,Yuzvendra Chahal,4,19,1,10,4.75,24,DC,M. Chinnaswamy Stadium,08 April 2017
62,Sandeep Sharma,4,20,4,14,5,6,DC,IS Bindra Stadium,30 April 2017
63,Nathan Coulter-Nile,4,20,3,10,5,8,SRH,M. Chinnaswamy Stadium,17 May 2017
64,Pawan Negi,2,10,3,7,5,4,DC,Arun Jaitley Stadium,14 May 2017
65,Bhuvneshwar Kumar,4,20,3,11,5,8,KKR,Eden Gardens,15 April 2017
66,Pawan Negi,3,15,2,10,5,9,KKR,Eden Gardens,23 April 2017
67,Glenn Maxwell,3,15,2,5,5,9,RCB,M. Chinnaswamy Stadium,05 May 2017
68,Chris Woakes,4,20,2,11,5,12,PBKS,IS Bindra Stadium,09 May 2017
69,Pat Cummins,4,20,2,9,5,12,MI,Wankhede Stadium,22 April 2017
70,Dan Christian,2,10,2,4,5,6,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
71,Mitchell McClenaghan,4,20,2,11,5,12,RCB,M. Chinnaswamy Stadium,14 April 2017
72,Dan Christian,4,20,1,10,5,24,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
73,Harbhajan Singh,4,20,1,7,5,24,RPS,Wankhede Stadium,24 April 2017
74,Dwayne Smith,2,10,1,6,5,12,RPS,Saurashtra Cricket Association Stadium,14 April 2017
75,Nathan Coulter-Nile,3,15,1,6,5,18,MI,M. Chinnaswamy Stadium,19 May 2017
76,Sunil Narine,4,20,1,8,5,24,DC,Arun Jaitley Stadium,17 April 2017
77,James Faulkner,3,15,1,4,5,18,RCB,M. Chinnaswamy Stadium,27 April 2017
78,Umesh Yadav,3,15,1,11,5,18,RCB,Eden Gardens,23 April 2017
79,Sunil Narine,4,20,0,13,5,0,SRH,M. Chinnaswamy Stadium,17 May 2017
80,Chris Morris,4,21,3,16,5.25,8,RCB,M. Chinnaswamy Stadium,08 April 2017
81,Bhuvneshwar Kumar,4,21,3,11,5.25,8,MI,Wankhede Stadium,12 April 2017
82,Ben Stokes,4,21,2,8,5.25,12,MI,Wankhede Stadium,24 April 2017
83,Pat Cummins,4,21,2,9,5.25,12,RCB,Arun Jaitley Stadium,14 May 2017
84,Yuzvendra Chahal,4,21,2,12,5.25,12,PBKS,M. Chinnaswamy Stadium,05 May 2017
85,Varun Aaron,4,21,2,11,5.25,12,RCB,Holkar Cricket Stadium,10 April 2017
86,Jasprit Bumrah,4,21,2,11,5.25,12,DC,Wankhede Stadium,22 April 2017
87,Umesh Yadav,4,21,2,12,5.25,12,SRH,M. Chinnaswamy Stadium,17 May 2017
88,Bhuvneshwar Kumar,4,21,2,8,5.25,12,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
89,Pawan Negi,4,21,1,17,5.25,24,GL,Saurashtra Cricket Association Stadium,18 April 2017
90,Shane Watson,4,21,1,12,5.25,24,DC,M. Chinnaswamy Stadium,08 April 2017
91,Krunal Pandya,4,21,1,8,5.25,24,RCB,M. Chinnaswamy Stadium,14 April 2017
92,Lasith Malinga,4,21,0,11,5.25,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
93,Sreenath Aravind,4,21,0,10,5.25,0,MI,M. Chinnaswamy Stadium,14 April 2017
94,Sunil Narine,4,21,0,13,5.25,0,MI,M. Chinnaswamy Stadium,19 May 2017
95,Moises Henriques,2.5,15,0,7,5.29,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
96,Amit Mishra,3,16,1,9,5.33,18,PBKS,Arun Jaitley Stadium,15 April 2017
97,Sandeep Sharma,4,22,3,15,5.5,8,RCB,M. Chinnaswamy Stadium,05 May 2017
98,Nathan Coulter-Nile,4,22,3,12,5.5,8,DC,Arun Jaitley Stadium,17 April 2017
99,Harbhajan Singh,4,22,3,15,5.5,8,DC,Arun Jaitley Stadium,06 May 2017
100,Hardik Pandya,4,22,2,9,5.5,12,KKR,Eden Gardens,13 May 2017
101,Axar Patel,4,22,2,12,5.5,12,DC,IS Bindra Stadium,30 April 2017
102,Praveen Kumar,4,22,2,13,5.5,12,SRH,Green Park,13 May 2017
103,Sunil Narine,4,22,1,12,5.5,24,MI,Wankhede Stadium,09 April 2017
104,Yuzvendra Chahal,4,22,1,5,5.5,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
105,Rashid Khan,4,22,1,11,5.5,24,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
106,Suresh Raina,2,11,1,4,5.5,12,KKR,Eden Gardens,21 April 2017
107,Harbhajan Singh,4,22,1,9,5.5,24,GL,Wankhede Stadium,16 April 2017
108,Rashid Khan,2,11,0,5,5.5,0,KKR,M. Chinnaswamy Stadium,17 May 2017
109,Krunal Pandya,4,22,0,9,5.5,0,RPS,Wankhede Stadium,16 May 2017
110,Mohammad Nabi,3,17,0,8,5.66,0,GL,Green Park,13 May 2017
111,Adam Zampa,3.5,22,2,8,5.73,11.5,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
112,Chris Morris,4,23,3,8,5.75,8,PBKS,Arun Jaitley Stadium,15 April 2017
113,Harbhajan Singh,4,23,2,14,5.75,12,SRH,Wankhede Stadium,12 April 2017
114,Pat Cummins,4,23,2,9,5.75,12,PBKS,Arun Jaitley Stadium,15 April 2017
115,Harbhajan Singh,4,23,1,11,5.75,24,GL,Saurashtra Cricket Association Stadium,29 April 2017
116,Avesh Khan,4,23,1,11,5.75,24,DC,Arun Jaitley Stadium,14 May 2017
117,Kuldeep Yadav,4,23,1,12,5.75,24,SRH,Eden Gardens,15 April 2017
118,Amit Mishra,4,23,1,9,5.75,24,SRH,Arun Jaitley Stadium,02 May 2017
119,Shahbaz Nadeem,4,23,1,10,5.75,24,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
120,Umesh Yadav,4,23,1,10,5.75,24,RPS,Eden Gardens,03 May 2017
121,Harbhajan Singh,4,23,0,8,5.75,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
122,Ishant Sharma,4,23,0,9,5.75,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
123,Harbhajan Singh,4,23,0,11,5.75,0,RCB,M. Chinnaswamy Stadium,14 April 2017
124,Mitchell Johnson,4,23,0,14,5.75,0,DC,Wankhede Stadium,22 April 2017
125,Mitchell McClenaghan,4,24,3,11,6,8,DC,Wankhede Stadium,22 April 2017
126,Jasprit Bumrah,4,24,3,9,6,8,SRH,Wankhede Stadium,12 April 2017
127,Krunal Pandya,4,24,3,8,6,8,KKR,Wankhede Stadium,09 April 2017
128,Siddarth Kaul,4,24,3,8,6,8,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
129,Kagiso Rabada,3.2,20,2,8,6,10,KKR,Eden Gardens,28 April 2017
130,Mitchell McClenaghan,4,24,2,12,6,12,GL,Wankhede Stadium,16 April 2017
131,KC Cariappa,4,24,2,8,6,12,GL,Saurashtra Cricket Association Stadium,23 April 2017
132,Mohit Sharma,4,24,2,8,6,12,RCB,M. Chinnaswamy Stadium,05 May 2017
133,Jaydev Unadkat,4,24,1,10,6,24,MI,Wankhede Stadium,16 May 2017
134,Dhawal Kulkarni,4,24,1,9,6,24,PBKS,IS Bindra Stadium,07 May 2017
135,Jasprit Bumrah,4,24,1,9,6,24,PBKS,Wankhede Stadium,11 May 2017
136,Shahbaz Nadeem,2,12,1,4,6,12,RCB,Arun Jaitley Stadium,14 May 2017
137,Ben Stokes,4,24,1,9,6,24,KKR,Eden Gardens,03 May 2017
138,Imran Tahir,4,24,1,11,6,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
139,Imran Tahir,4,24,1,7,6,24,DC,Maharashtra Cricket Association's International Stadium,11 April 2017
140,Krunal Pandya,3,18,0,4,6,0,GL,Wankhede Stadium,16 April 2017
141,Sandeep Sharma,2,12,0,5,6,0,RPS,Maharashtra Cricket Association's International Stadium,14 May 2017
142,Harbhajan Singh,2,12,0,4,6,0,PBKS,Holkar Cricket Stadium,20 April 2017
143,Rashid Khan,4,24,0,7,6,0,DC,Arun Jaitley Stadium,02 May 2017
144,Washington Sundar,2,12,0,8,6,0,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
145,Shardul Thakur,2,12,0,6,6,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
146,Bipul Sharma,4,24,0,7,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
147,Ben Stokes,3,18,0,8,6,0,GL,Saurashtra Cricket Association Stadium,14 April 2017
148,Zaheer Khan,4,25,2,7,6.25,12,RPS,Arun Jaitley Stadium,12 May 2017
149,Mohit Sharma,4,25,2,10,6.25,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
150,Jaydev Unadkat,4,25,2,12,6.25,12,RCB,M. Chinnaswamy Stadium,16 April 2017
