POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
24,Sanath Jayasuriya,4,14,3,14,3.5,8,KKR,Eden Gardens,29 April 2008
25,Anil Kumble,4,14,3,13,3.5,8,CSK,Chidambaram,21 May 2008
26,Manpreet Gony,4,14,2,16,3.5,12,PBKS,Wankhede Stadium,31 May 2008
27,Ashok Dinda,2,7,1,7,3.5,12,RCB,M. Chinnaswamy Stadium,18 April 2008
28,Dale Steyn,4,14,1,17,3.5,24,MI,M. Chinnaswamy Stadium,28 May 2008
29,Shoaib Akhtar,3,11,4,12,3.66,4.5,DC,Eden Gardens,13 May 2008
30,Glenn McGrath,4,15,2,16,3.75,12,RCB,M. Chinnaswamy Stadium,19 May 2008
31,RP Singh,4,15,2,14,3.75,12,MI,DY Patil Stadium,27 April 2008
32,Vikram Singh,4,15,1,10,3.75,24,RCB,IS Bindra Stadium,12 May 2008
33,Jacques Kallis,4,15,0,13,3.75,0,CSK,Chidambaram,21 May 2008
34,Irfan Pathan,3.2,13,1,14,3.9,20,RCB,M. Chinnaswamy Stadium,05 May 2008
35,Shanthakumaran Sreesanth,4,16,2,17,4,12,RCB,M. Chinnaswamy Stadium,05 May 2008
36,Munaf Patel,4,16,2,12,4,12,CSK,Sawai Mansingh Stadium,04 May 2008
37,Piyush Chawla,4,16,2,15,4,12,MI,IS Bindra Stadium,25 April 2008
38,RP Singh,3,12,2,10,4,9,CSK,Chidambaram,06 May 2008
39,Shaun Pollock,4,16,2,15,4,12,DC,DY Patil Stadium,04 May 2008
40,Dale Steyn,4,16,0,14,4,0,PBKS,M. Chinnaswamy Stadium,05 May 2008
41,Sanath Jayasuriya,2,8,0,5,4,0,RR,Sawai Mansingh Stadium,26 May 2008
42,Sohail Tanvir,3.1,13,0,13,4.1,0,MI,DY Patil Stadium,07 May 2008
43,Amit Mishra,4,17,5,11,4.25,4.8,DEC,Arun Jaitley Stadium,15 May 2008
44,Munaf Patel,4,17,3,16,4.25,8,DC,Wankhede Stadium,30 May 2008
45,Zaheer Khan,4,17,2,13,4.25,12,MI,Wankhede Stadium,20 April 2008
46,Rajat Bhatia,4,17,2,12,4.25,12,RR,Arun Jaitley Stadium,19 April 2008
47,Shaun Pollock,4,17,0,10,4.25,0,RCB,Wankhede Stadium,20 April 2008
48,Manpreet Gony,4,17,0,13,4.25,0,KKR,Eden Gardens,18 May 2008
49,Ashish Nehra,3,13,3,12,4.33,6,RR,DY Patil Stadium,07 May 2008
50,Dwayne Bravo,3,13,2,12,4.33,9,KKR,Wankhede Stadium,16 May 2008
51,Amit Mishra,3,13,0,7,4.33,0,KKR,Eden Gardens,13 May 2008
52,Dilhara Fernando,4,18,4,16,4.5,6,RCB,M. Chinnaswamy Stadium,28 May 2008
53,Pragyan Ojha,4,18,2,11,4.5,12,KKR,Eden Gardens,20 April 2008
54,Anil Kumble,4,18,2,12,4.5,12,DC,M. Chinnaswamy Stadium,19 May 2008
55,Irfan Pathan,4,18,2,15,4.5,12,KKR,IS Bindra Stadium,03 May 2008
56,Manpreet Gony,4,18,1,14,4.5,24,MI,Chidambaram,23 April 2008
57,Yusuf Pathan,2,9,0,6,4.5,0,CSK,Sawai Mansingh Stadium,04 May 2008
58,Lakshmipathy Balaji,2,9,0,9,4.5,0,MI,Wankhede Stadium,14 May 2008
59,Murali Kartik,3.4,17,3,14,4.63,7.33,DEC,Eden Gardens,20 April 2008
60,Shaun Pollock,3,14,1,10,4.66,18,PBKS,Wankhede Stadium,21 May 2008
61,Jacques Kallis,3,14,0,5,4.66,0,PBKS,M. Chinnaswamy Stadium,05 May 2008
62,Shane Warne,4,19,3,11,4.75,8,PBKS,Sawai Mansingh Stadium,21 April 2008
63,Dale Steyn,4,19,2,12,4.75,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
64,Mohammad Asif,4,19,2,16,4.75,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
65,Irfan Pathan,4,19,2,15,4.75,12,MI,IS Bindra Stadium,25 April 2008
66,Daniel Vettori,4,19,1,8,4.75,24,RCB,Arun Jaitley Stadium,30 April 2008
67,Muttiah Muralitharan,4,19,1,12,4.75,24,PBKS,Wankhede Stadium,31 May 2008
68,Shane Watson,4,19,1,17,4.75,24,CSK,Sawai Mansingh Stadium,04 May 2008
69,Muttiah Muralitharan,4,19,1,11,4.75,24,RCB,Chidambaram,21 May 2008
70,Scott Styris,4,19,0,14,4.75,0,KKR,Eden Gardens,20 April 2008
71,Shane Warne,4,20,2,9,5,12,DEC,Sawai Mansingh Stadium,09 May 2008
72,Shane Watson,4,20,2,15,5,12,RCB,M. Chinnaswamy Stadium,26 April 2008
73,Muttiah Muralitharan,4,20,1,13,5,24,RR,Sawai Mansingh Stadium,04 May 2008
74,Manpreet Gony,3,15,1,9,5,18,DEC,Chidambaram,06 May 2008
75,RP Singh,3,15,1,9,5,18,KKR,Eden Gardens,20 April 2008
76,Ramesh Powar,4,20,1,12,5,24,DEC,IS Bindra Stadium,23 May 2008
77,RP Singh,3,15,0,9,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
78,Ashok Dinda,2,10,0,5,5,0,CSK,Eden Gardens,18 May 2008
79,Dhawal Kulkarni,3,15,0,7,5,0,KKR,Eden Gardens,29 April 2008
80,Shahid Afridi,2,10,0,5,5,0,RR,Sawai Mansingh Stadium,09 May 2008
81,Vinay Kumar,3,15,0,8,5,0,KKR,Eden Gardens,08 May 2008
82,Dale Steyn,4,20,0,13,5,0,DEC,M. Chinnaswamy Stadium,03 May 2008
83,Sunil Joshi,2,10,0,5,5,0,MI,Wankhede Stadium,20 April 2008
84,Dwayne Bravo,2.2,12,2,6,5.14,7,RR,DY Patil Stadium,07 May 2008
85,Makhaya Ntini,4,21,4,14,5.25,6,KKR,Eden Gardens,18 May 2008
86,Shane Watson,4,21,2,11,5.25,12,DC,Sawai Mansingh Stadium,11 May 2008
87,Shane Warne,4,21,2,11,5.25,12,DC,Wankhede Stadium,30 May 2008
88,Munaf Patel,4,21,2,12,5.25,12,RCB,Sawai Mansingh Stadium,17 May 2008
89,Sourav Ganguly,4,21,2,11,5.25,12,RCB,M. Chinnaswamy Stadium,18 April 2008
90,Glenn McGrath,4,21,1,11,5.25,24,CSK,Chidambaram,02 May 2008
91,Irfan Pathan,4,21,1,11,5.25,24,RR,Sawai Mansingh Stadium,21 April 2008
92,Glenn McGrath,4,21,1,16,5.25,24,RR,Arun Jaitley Stadium,19 April 2008
93,Pradeep Sangwan,4,21,1,9,5.25,24,MI,DY Patil Stadium,04 May 2008
94,Manpreet Gony,4,21,1,12,5.25,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
95,Makhaya Ntini,4,21,0,11,5.25,0,RR,DY Patil Stadium,01 June 2008
96,Scott Styris,3,16,0,6,5.33,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
97,Yusuf Pathan,4,22,3,10,5.5,8,CSK,DY Patil Stadium,01 June 2008
98,Praveen Kumar,4,22,2,13,5.5,12,PBKS,M. Chinnaswamy Stadium,05 May 2008
99,Munaf Patel,4,22,2,14,5.5,12,KKR,Eden Gardens,20 May 2008
100,Vinay Kumar,2,11,1,6,5.5,12,PBKS,IS Bindra Stadium,12 May 2008
101,Muttiah Muralitharan,4,22,1,8,5.5,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
102,Pragyan Ojha,4,22,1,10,5.5,24,CSK,Chidambaram,06 May 2008
103,MF Maharoof,4,22,1,13,5.5,24,RR,Sawai Mansingh Stadium,11 May 2008
104,Piyush Chawla,4,22,1,13,5.5,24,MI,Wankhede Stadium,21 May 2008
105,Yuvraj Singh,2,11,1,5,5.5,12,DC,IS Bindra Stadium,27 April 2008
106,Glenn McGrath,4,22,0,15,5.5,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
107,Anil Kumble,4,22,0,10,5.5,0,RR,M. Chinnaswamy Stadium,26 April 2008
108,Glenn McGrath,4,22,0,8,5.5,0,KKR,Eden Gardens,13 May 2008
109,Praveen Kumar,2.4,15,0,6,5.62,0,PBKS,IS Bindra Stadium,12 May 2008
110,Balachandra Akhil,3,17,2,6,5.66,9,MI,Wankhede Stadium,20 April 2008
111,Paidikalva Vijaykumar,3,17,1,11,5.66,18,CSK,Chidambaram,06 May 2008
112,Makhaya Ntini,3,17,0,9,5.66,0,RR,Sawai Mansingh Stadium,04 May 2008
113,Ashish Nehra,3,17,0,11,5.66,0,KKR,Wankhede Stadium,16 May 2008
114,Umar Gul,4,23,4,13,5.75,6,PBKS,Eden Gardens,25 May 2008
115,Shane Warne,4,23,3,9,5.75,8,RCB,Sawai Mansingh Stadium,17 May 2008
116,Praveen Kumar,4,23,3,11,5.75,8,DEC,M. Chinnaswamy Stadium,03 May 2008
117,Shahid Afridi,4,23,2,9,5.75,12,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
118,Makhaya Ntini,4,23,2,14,5.75,12,PBKS,Wankhede Stadium,31 May 2008
119,Shane Warne,4,23,1,14,5.75,24,RCB,M. Chinnaswamy Stadium,26 April 2008
120,Ajit Agarkar,4,23,1,13,5.75,24,MI,Eden Gardens,29 April 2008
121,Shahid Afridi,4,23,1,6,5.75,24,RCB,M. Chinnaswamy Stadium,03 May 2008
122,Yo Mahesh,4,23,1,9,5.75,24,PBKS,IS Bindra Stadium,27 April 2008
123,Irfan Pathan,4,23,1,9,5.75,24,RCB,IS Bindra Stadium,12 May 2008
124,Glenn McGrath,4,23,0,8,5.75,0,CSK,Arun Jaitley Stadium,08 May 2008
125,Pragyan Ojha,4,23,0,8,5.75,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
126,Shaun Pollock,4,23,0,9,5.75,0,RCB,M. Chinnaswamy Stadium,28 May 2008
127,Sourav Ganguly,4,23,0,8,5.75,0,DC,Eden Gardens,13 May 2008
128,Lakshmipathy Balaji,4,24,5,12,6,4.8,PBKS,Chidambaram,10 May 2008
129,Dwayne Bravo,4,24,3,12,6,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
130,Zaheer Khan,4,24,2,9,6,12,DEC,M. Chinnaswamy Stadium,03 May 2008
131,Yuvraj Singh,2,12,2,5,6,6,MI,Wankhede Stadium,21 May 2008
132,Irfan Pathan,4,24,1,13,6,24,CSK,Wankhede Stadium,31 May 2008
133,Abhishek Nayar,3,18,1,8,6,18,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
134,Ajantha Mendis,4,24,1,9,6,24,PBKS,Eden Gardens,25 May 2008
135,RP Singh,4,24,1,13,6,24,RR,Sawai Mansingh Stadium,09 May 2008
136,Zaheer Khan,4,24,1,14,6,24,RR,M. Chinnaswamy Stadium,26 April 2008
137,Makhaya Ntini,4,24,1,12,6,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
138,Muttiah Muralitharan,4,24,1,11,6,24,DEC,Chidambaram,06 May 2008
139,Ashok Dinda,3,18,1,9,6,18,DEC,Eden Gardens,20 April 2008
140,Paidikalva Vijaykumar,4,24,1,11,6,24,DC,Arun Jaitley Stadium,15 May 2008
141,Praveen Kumar,4,24,0,7,6,0,DC,Arun Jaitley Stadium,30 April 2008
142,Paidikalva Vijaykumar,3,18,0,8,6,0,RCB,M. Chinnaswamy Stadium,03 May 2008
143,Venugopal Rao,4,24,0,10,6,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
144,Ashish Nehra,3,18,0,10,6,0,RR,Sawai Mansingh Stadium,26 May 2008
145,Munaf Patel,4,24,0,8,6,0,DC,Sawai Mansingh Stadium,11 May 2008
146,Ishant Sharma,3,18,0,6,6,0,DC,Eden Gardens,13 May 2008
147,Piyush Chawla,4,25,3,12,6.25,8,RCB,M. Chinnaswamy Stadium,05 May 2008
148,Ashish Nehra,4,25,3,10,6.25,8,DC,DY Patil Stadium,04 May 2008
149,Ajit Agarkar,4,25,3,15,6.25,8,RCB,M. Chinnaswamy Stadium,18 April 2008
150,Albie Morkel,4,25,2,9,6.25,12,RR,DY Patil Stadium,01 June 2008
