POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
67,Axar Patel,4,20,2,10,5,12,SRH,Sharjah Cricket Stadium,22 April 2014
68,Piyush Chawla,3,15,1,7,5,18,MI,Zayed Cricket Stadium,16 April 2014
69,Albie Morkel,4,20,1,12,5,24,PBKS,M. Chinnaswamy Stadium,09 May 2014
70,Karn Sharma,4,20,1,6,5,24,RR,Narendra Modi Stadium,08 May 2014
71,Praveen Kumar,4,20,1,16,5,24,PBKS,IS Bindra Stadium,21 May 2014
72,Dale Steyn,4,20,0,12,5,0,CSK,Sharjah Cricket Stadium,27 April 2014
73,Ravichandran Ashwin,4,20,0,9,5,0,MI,Dubai International Stadium,25 April 2014
74,James Faulkner,4,20,0,9,5,0,SRH,Narendra Modi Stadium,08 May 2014
75,Suresh Raina,4,20,0,9,5,0,RCB,JSCA Stadium,18 May 2014
76,Axar Patel,4,20,0,12,5,0,KKR,Barabati Stadium,11 May 2014
77,JP Duminy,2,10,0,6,5,0,RCB,Sharjah Cricket Stadium,17 April 2014
78,Samuel Badree,3,15,0,7,5,0,RCB,JSCA Stadium,18 May 2014
79,Shane Watson,4,21,3,12,5.25,8,KKR,Narendra Modi Stadium,05 May 2014
80,Sandeep Sharma,4,21,3,16,5.25,8,KKR,Zayed Cricket Stadium,26 April 2014
81,Wayne Parnell,4,21,2,11,5.25,12,KKR,Arun Jaitley Stadium,07 May 2014
82,Mitchell Starc,4,21,2,11,5.25,12,SRH,M. Chinnaswamy Stadium,04 May 2014
83,Bhuvneshwar Kumar,4,21,2,12,5.25,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
84,Mitchell Starc,4,21,2,11,5.25,12,MI,Dubai International Stadium,19 April 2014
85,Zaheer Khan,4,21,2,12,5.25,12,RCB,Dubai International Stadium,19 April 2014
86,Pravin Tambe,4,21,1,7,5.25,24,SRH,Narendra Modi Stadium,08 May 2014
87,Sunil Narine,4,21,1,13,5.25,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
88,Ravichandran Ashwin,4,21,1,11,5.25,24,KKR,JSCA Stadium,02 May 2014
89,Shakib Al Hasan,4,21,1,13,5.25,24,MI,Barabati Stadium,14 May 2014
90,Axar Patel,4,21,0,10,5.25,0,KKR,M. Chinnaswamy Stadium,01 June 2014
91,Ishwar Pandey,4,21,0,12,5.25,0,MI,Dubai International Stadium,25 April 2014
92,Morne Morkel,4,21,0,14,5.25,0,RCB,Eden Gardens,22 May 2014
93,Mohit Sharma,3,16,1,9,5.33,18,RCB,M. Chinnaswamy Stadium,24 May 2014
94,Tim Southee,3,16,0,9,5.33,0,RCB,Zayed Cricket Stadium,26 April 2014
95,James Faulkner,2,11,3,7,5.5,4,KKR,Zayed Cricket Stadium,29 April 2014
96,Imran Tahir,4,22,3,11,5.5,8,PBKS,Arun Jaitley Stadium,19 May 2014
97,Harbhajan Singh,4,22,2,10,5.5,12,KKR,Barabati Stadium,14 May 2014
98,Karanveer Singh,4,22,2,8,5.5,12,DC,IS Bindra Stadium,25 May 2014
99,Jasprit Bumrah,4,22,2,12,5.5,12,RCB,Wankhede Stadium,06 May 2014
100,Rajat Bhatia,4,22,2,7,5.5,12,SRH,Zayed Cricket Stadium,18 April 2014
101,Dwayne Smith,2,11,1,4,5.5,12,SRH,Sharjah Cricket Stadium,27 April 2014
102,Moises Henriques,2,11,1,5,5.5,12,RR,Narendra Modi Stadium,08 May 2014
103,Ishwar Pandey,4,22,1,14,5.5,24,RR,Dubai International Stadium,23 April 2014
104,Axar Patel,4,22,1,14,5.5,24,RR,Sharjah Cricket Stadium,20 April 2014
105,Rishi Dhawan,4,22,1,11,5.5,24,DC,IS Bindra Stadium,25 May 2014
106,Mohammad Shami,4,22,1,10,5.5,24,RR,Arun Jaitley Stadium,03 May 2014
107,Axar Patel,4,22,1,7,5.5,24,RCB,M. Chinnaswamy Stadium,09 May 2014
108,Axar Patel,2,11,0,5,5.5,0,RCB,Dubai International Stadium,28 April 2014
109,Lasith Malinga,4,22,0,11,5.5,0,CSK,Dubai International Stadium,25 April 2014
110,Harbhajan Singh,4,22,0,10,5.5,0,CSK,Wankhede Stadium,10 May 2014
111,Mohit Sharma,3,17,1,6,5.66,18,DC,Zayed Cricket Stadium,21 April 2014
112,Rahul Tewatia,3,17,1,9,5.66,18,RCB,M. Chinnaswamy Stadium,11 May 2014
113,Yuzvendra Chahal,3,17,1,13,5.66,18,RR,Zayed Cricket Stadium,26 April 2014
114,Lasith Malinga,4,23,4,10,5.75,6,KKR,Zayed Cricket Stadium,16 April 2014
115,Rajat Bhatia,4,23,3,6,5.75,8,SRH,Narendra Modi Stadium,08 May 2014
116,Ankit Sharma,4,23,2,10,5.75,12,MI,Narendra Modi Stadium,19 May 2014
117,Dhawal Kulkarni,4,23,2,11,5.75,12,SRH,Zayed Cricket Stadium,18 April 2014
118,Yuzvendra Chahal,4,23,2,8,5.75,12,PBKS,Dubai International Stadium,28 April 2014
119,Rishi Dhawan,4,23,2,12,5.75,12,MI,Wankhede Stadium,03 May 2014
120,Bhuvneshwar Kumar,4,23,2,10,5.75,12,CSK,Sharjah Cricket Stadium,27 April 2014
121,Yuzvendra Chahal,4,23,2,7,5.75,12,PBKS,M. Chinnaswamy Stadium,09 May 2014
122,Morne Morkel,4,23,2,14,5.75,12,PBKS,Eden Gardens,28 May 2014
123,Ishwar Pandey,4,23,2,13,5.75,12,DC,Zayed Cricket Stadium,21 April 2014
124,Zaheer Khan,4,23,1,11,5.75,24,KKR,Zayed Cricket Stadium,16 April 2014
125,Piyush Chawla,4,23,1,7,5.75,24,PBKS,Eden Gardens,28 May 2014
126,Ravindra Jadeja,4,23,1,10,5.75,24,DC,Arun Jaitley Stadium,05 May 2014
127,Shakib Al Hasan,4,23,1,8,5.75,24,RR,Zayed Cricket Stadium,29 April 2014
128,Karn Sharma,4,23,1,10,5.75,24,DC,Dubai International Stadium,25 April 2014
129,Axar Patel,4,23,1,8,5.75,24,CSK,Wankhede Stadium,30 May 2014
130,Bhuvneshwar Kumar,4,23,1,10,5.75,24,DC,Arun Jaitley Stadium,10 May 2014
131,Mitchell Starc,4,23,0,9,5.75,0,CSK,JSCA Stadium,18 May 2014
132,Mohammad Shami,4,23,0,8,5.75,0,KKR,Arun Jaitley Stadium,07 May 2014
133,Pravin Tambe,4,23,0,8,5.75,0,SRH,Zayed Cricket Stadium,18 April 2014
134,Harbhajan Singh,4,23,0,10,5.75,0,DC,Sharjah Cricket Stadium,27 April 2014
135,Dale Steyn,4,23,0,9,5.75,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
136,Sunil Narine,4,24,3,11,6,8,PBKS,Zayed Cricket Stadium,26 April 2014
137,Axar Patel,4,24,3,6,6,8,RR,IS Bindra Stadium,23 May 2014
138,Rajat Bhatia,3,18,2,7,6,9,DC,Narendra Modi Stadium,15 May 2014
139,Bhuvneshwar Kumar,3.3,21,1,9,6,21,RR,Zayed Cricket Stadium,18 April 2014
140,Albie Morkel,3,18,1,7,6,18,DC,Sharjah Cricket Stadium,17 April 2014
141,Shahbaz Nadeem,4,24,1,12,6,24,SRH,Dubai International Stadium,25 April 2014
142,Dale Steyn,4,24,1,10,6,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
143,Rishi Dhawan,4,24,1,7,6,24,KKR,Zayed Cricket Stadium,26 April 2014
144,Sunil Narine,4,24,1,11,6,24,CSK,Eden Gardens,20 May 2014
145,Piyush Chawla,4,24,1,10,6,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
146,Rahul Tewatia,4,24,1,10,6,24,PBKS,IS Bindra Stadium,23 May 2014
147,Yuzvendra Chahal,4,24,1,8,6,24,RR,M. Chinnaswamy Stadium,11 May 2014
148,Dhawal Kulkarni,4,24,1,10,6,24,DC,Narendra Modi Stadium,15 May 2014
149,Ravichandran Ashwin,4,24,0,9,6,0,KKR,Eden Gardens,20 May 2014
150,Yuzvendra Chahal,4,24,0,8,6,0,CSK,M. Chinnaswamy Stadium,24 May 2014
