POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
65,Murali Kartik,4,17,1,15,4.25,24,KKR,JSCA Stadium,12 May 2013
66,Bhuvneshwar Kumar,4,17,1,11,4.25,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
67,Siddharth Trivedi,4,17,1,14,4.25,24,MI,Sawai Mansingh Stadium,17 April 2013
68,Roelof van der Merwe,4,17,1,13,4.25,24,PBKS,Arun Jaitley Stadium,23 April 2013
69,Ravi Rampaul,4,17,1,13,4.25,24,KKR,JSCA Stadium,12 May 2013
70,Dale Steyn,4,17,0,13,4.25,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
71,Sunil Narine,4,17,0,13,4.25,0,RCB,M. Chinnaswamy Stadium,11 April 2013
72,Ajit Chandila,3,13,2,13,4.33,9,SRH,Sawai Mansingh Stadium,27 April 2013
73,Karn Sharma,3,13,1,8,4.33,18,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
74,Albie Morkel,3,13,1,11,4.33,18,DC,Arun Jaitley Stadium,18 April 2013
75,Mohit Sharma,3,13,0,12,4.33,0,KKR,Eden Gardens,20 April 2013
76,Dirk Nannes,3.5,17,2,14,4.43,11.5,PBKS,IS Bindra Stadium,10 April 2013
77,Vinay Kumar,4,18,3,13,4.5,8,RR,M. Chinnaswamy Stadium,20 April 2013
78,Bhuvneshwar Kumar,4,18,3,16,4.5,8,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
79,Ravichandran Ashwin,4,18,2,11,4.5,12,DC,Arun Jaitley Stadium,18 April 2013
80,Manpreet Gony,4,18,1,15,4.5,24,KKR,IS Bindra Stadium,16 April 2013
81,Lasith Malinga,3.2,15,1,9,4.5,20,KKR,Wankhede Stadium,07 May 2013
82,Sachithra Senanayake,4,18,1,16,4.5,24,CSK,Eden Gardens,20 April 2013
83,Shanthakumaran Sreesanth,4,18,1,14,4.5,24,DC,Arun Jaitley Stadium,06 April 2013
84,Muttiah Muralitharan,4,18,1,8,4.5,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
85,Karn Sharma,2,9,1,5,4.5,12,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
86,Sachithra Senanayake,4,18,1,6,4.5,24,SRH,Eden Gardens,14 April 2013
87,Dwayne Bravo,4,18,1,10,4.5,24,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
88,Sachithra Senanayake,4,18,1,10,4.5,24,RCB,JSCA Stadium,12 May 2013
89,Siddharth Trivedi,4,18,1,9,4.5,24,SRH,Arun Jaitley Stadium,22 May 2013
90,Dirk Nannes,4,18,1,8,4.5,24,MI,Chidambaram,06 April 2013
91,Yuvraj Singh,2,9,0,3,4.5,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
92,Pragyan Ojha,4,18,0,10,4.5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
93,Angelo Mathews,3,14,3,9,4.66,6,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
94,Moises Henriques,3,14,2,9,4.66,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
95,Vikramjeet Malik,3,14,2,12,4.66,9,SRH,Arun Jaitley Stadium,22 May 2013
96,Stuart Binny,3,14,2,8,4.66,9,MI,Sawai Mansingh Stadium,17 April 2013
97,Harbhajan Singh,3,14,2,11,4.66,9,CSK,Eden Gardens,26 May 2013
98,Thisara Perera,3,14,0,9,4.66,0,RR,Arun Jaitley Stadium,22 May 2013
99,Chris Morris,3,14,0,11,4.66,0,MI,Wankhede Stadium,05 May 2013
100,Ajit Chandila,3,14,0,12,4.66,0,PBKS,Sawai Mansingh Stadium,14 April 2013
101,Pragyan Ojha,2.2,11,3,8,4.71,4.66,CSK,Wankhede Stadium,05 May 2013
102,Amit Mishra,4,19,4,10,4.75,6,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
103,Dhawal Kulkarni,4,19,3,15,4.75,8,RCB,Wankhede Stadium,27 April 2013
104,Amit Mishra,4,19,3,10,4.75,8,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
105,Azhar Mahmood,4,19,2,10,4.75,12,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
106,Dwayne Bravo,4,19,2,8,4.75,12,DC,Chidambaram,14 May 2013
107,Mitchell Johnson,4,19,2,13,4.75,12,CSK,Eden Gardens,26 May 2013
108,Ravichandran Ashwin,4,19,2,8,4.75,12,DC,Chidambaram,14 May 2013
109,Praveen Kumar,4,19,1,13,4.75,24,DC,HPCA Stadium,16 May 2013
110,Piyush Chawla,4,19,1,11,4.75,24,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
111,Thisara Perera,4,19,1,10,4.75,24,PBKS,IS Bindra Stadium,11 May 2013
112,Shane Watson,4,19,1,7,4.75,24,PBKS,IS Bindra Stadium,09 May 2013
113,James Faulkner,3.2,16,3,11,4.8,6.66,MI,Sawai Mansingh Stadium,17 April 2013
114,James Faulkner,4,20,5,13,5,4.8,SRH,Sawai Mansingh Stadium,27 April 2013
115,Thisara Perera,4,20,3,13,5,8,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
116,James Faulkner,4,20,3,8,5,8,CSK,Chidambaram,22 April 2013
117,Ravindra Jadeja,4,20,3,10,5,8,KKR,Eden Gardens,20 April 2013
118,Dale Steyn,4,20,2,13,5,12,PBKS,IS Bindra Stadium,11 May 2013
119,Shanthakumaran Sreesanth,4,20,2,13,5,12,PBKS,Sawai Mansingh Stadium,14 April 2013
120,Syed Mohammad,3,15,2,6,5,9,CSK,Chidambaram,13 April 2013
121,Ravichandran Ashwin,4,20,2,7,5,12,RR,Chidambaram,22 April 2013
122,Jason Holder,4,20,2,14,5,12,RR,Sawai Mansingh Stadium,12 May 2013
123,Piyush Chawla,4,20,2,15,5,12,MI,HPCA Stadium,18 May 2013
124,Sunil Narine,4,20,1,10,5,24,RR,Eden Gardens,03 May 2013
125,Brett Lee,4,20,1,14,5,24,RR,Sawai Mansingh Stadium,08 April 2013
126,Lakshmipathy Balaji,4,20,1,10,5,24,DC,Eden Gardens,03 April 2013
127,Lasith Malinga,4,20,1,12,5,24,DC,Wankhede Stadium,09 April 2013
128,Piyush Chawla,4,20,1,10,5,24,SRH,IS Bindra Stadium,11 May 2013
129,Sunil Narine,4,20,1,8,5,24,CSK,Eden Gardens,20 April 2013
130,Praveen Kumar,3,15,1,10,5,18,MI,HPCA Stadium,18 May 2013
131,Mitchell Johnson,3,15,1,11,5,18,RCB,M. Chinnaswamy Stadium,04 April 2013
132,Siddharth Trivedi,4,20,1,6,5,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
133,Amit Mishra,4,20,1,8,5,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
134,RP Singh,4,20,1,14,5,24,PWI,M. Chinnaswamy Stadium,23 April 2013
135,Karn Sharma,3,15,1,10,5,18,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
136,Anand Rajan,4,20,1,11,5,24,DC,Arun Jaitley Stadium,12 April 2013
137,Mohit Sharma,4,20,0,16,5,0,MI,Wankhede Stadium,05 May 2013
138,Shahbaz Nadeem,4,20,0,8,5,0,MI,Arun Jaitley Stadium,21 April 2013
139,Albie Morkel,4,20,0,9,5,0,PBKS,Chidambaram,02 May 2013
140,Vinay Kumar,3.2,17,2,11,5.1,10,KKR,JSCA Stadium,12 May 2013
141,Ravi Rampaul,3.4,19,2,15,5.18,11,RR,M. Chinnaswamy Stadium,20 April 2013
142,Mohit Sharma,4,21,3,11,5.25,8,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
143,Azhar Mahmood,4,21,3,11,5.25,8,KKR,IS Bindra Stadium,16 April 2013
144,Sandeep Sharma,4,21,3,12,5.25,8,SRH,IS Bindra Stadium,11 May 2013
145,Rahul Sharma,4,21,2,12,5.25,12,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
146,Pragyan Ojha,4,21,2,9,5.25,12,KKR,Eden Gardens,24 April 2013
147,Dale Steyn,4,21,2,14,5.25,12,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
148,Dhawal Kulkarni,4,21,2,12,5.25,12,RR,Wankhede Stadium,15 May 2013
149,Ravi Rampaul,4,21,2,14,5.25,12,PWI,M. Chinnaswamy Stadium,23 April 2013
150,Harbhajan Singh,4,21,2,10,5.25,12,RCB,Wankhede Stadium,27 April 2013
