POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
80,Zaheer Khan,2,10,2,5,5,6,DEC,Brabourne Stadium,03 April 2010
81,Albie Morkel,3,15,1,9,5,18,DEC,DY Patil Stadium,22 April 2010
82,Ravichandran Ashwin,4,20,1,11,5,24,PBKS,HPCA Stadium,18 April 2010
83,Dale Steyn,4,20,1,8,5,24,CSK,Chidambaram,31 March 2010
84,Pradeep Sangwan,4,20,1,13,5,24,RR,Narendra Modi Stadium,15 March 2010
85,Shane Bond,4,20,1,15,5,24,RR,Eden Gardens,17 April 2010
86,Ashok Dinda,4,20,1,11,5,24,MI,Eden Gardens,19 April 2010
87,Kevin Pietersen,4,20,1,8,5,24,MI,DY Patil Stadium,21 April 2010
88,JP Duminy,3,15,1,8,5,18,PBKS,IS Bindra Stadium,09 April 2010
89,Suresh Raina,3,15,0,9,5,0,DC,Chidambaram,15 April 2010
90,Shane Warne,4,21,4,13,5.25,6,DEC,Vidarbha Cricket Association Stadium,05 April 2010
91,Chaminda Vaas,4,21,3,13,5.25,8,CSK,Chidambaram,14 March 2010
92,Andrew Symonds,4,21,3,9,5.25,8,DC,Barabati Stadium,21 March 2010
93,RP Singh,4,21,2,10,5.25,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
94,Ashok Dinda,4,21,2,12,5.25,12,DC,Eden Gardens,07 April 2010
95,Yuvraj Singh,4,21,2,11,5.25,12,DEC,Barabati Stadium,19 March 2010
96,Ryan McLaren,4,21,1,8,5.25,24,RCB,M. Chinnaswamy Stadium,17 April 2010
97,Praveen Kumar,4,21,1,11,5.25,24,CSK,M. Chinnaswamy Stadium,23 March 2010
98,Harmeet Singh Bansal,4,21,1,10,5.25,24,CSK,Vidarbha Cricket Association Stadium,10 April 2010
99,Chaminda Vaas,4,21,1,12,5.25,24,DC,Barabati Stadium,21 March 2010
100,Harbhajan Singh,4,21,1,8,5.25,24,RR,Sawai Mansingh Stadium,11 April 2010
101,Murali Kartik,4,21,1,8,5.25,24,MI,Brabourne Stadium,22 March 2010
102,Murali Kartik,4,21,0,9,5.25,0,CSK,Eden Gardens,16 March 2010
103,Muttiah Muralitharan,4,21,0,9,5.25,0,RCB,Chidambaram,31 March 2010
104,Harbhajan Singh,3,16,2,9,5.33,9,DEC,Brabourne Stadium,03 April 2010
105,Irfan Pathan,3,16,1,7,5.33,18,DEC,Barabati Stadium,19 March 2010
106,Lasith Malinga,4,22,4,10,5.5,6,PBKS,Brabourne Stadium,30 March 2010
107,Pradeep Sangwan,4,22,3,7,5.5,8,RCB,Arun Jaitley Stadium,04 April 2010
108,Shaun Tait,4,22,3,10,5.5,8,DEC,Narendra Modi Stadium,26 March 2010
109,Shaun Tait,4,22,2,11,5.5,12,CSK,Narendra Modi Stadium,28 March 2010
110,Pragyan Ojha,4,22,2,11,5.5,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
111,Dwayne Bravo,2,11,2,6,5.5,6,DC,Arun Jaitley Stadium,17 March 2010
112,Ajantha Mendis,4,22,2,6,5.5,12,DC,Eden Gardens,07 April 2010
113,Ravichandran Ashwin,4,22,2,10,5.5,12,MI,Chidambaram,06 April 2010
114,Siddharth Trivedi,4,22,2,9,5.5,12,PBKS,Sawai Mansingh Stadium,07 April 2010
115,Lasith Malinga,4,22,2,9,5.5,12,RR,Brabourne Stadium,13 March 2010
116,Murali Kartik,4,22,2,9,5.5,12,RCB,Eden Gardens,14 March 2010
117,Ravichandran Ashwin,4,22,1,11,5.5,24,KKR,Eden Gardens,16 March 2010
118,Shane Warne,4,22,1,6,5.5,24,DC,Narendra Modi Stadium,15 March 2010
119,Juan Theron,2,11,1,2,5.5,12,DC,Arun Jaitley Stadium,11 April 2010
120,Andrew Symonds,4,22,1,9,5.5,24,PBKS,Barabati Stadium,19 March 2010
121,Ramesh Powar,4,22,1,14,5.5,24,CSK,Chidambaram,21 March 2010
122,Harmeet Singh Bansal,4,22,1,9,5.5,24,CSK,DY Patil Stadium,22 April 2010
123,Rajagopal Sathish,2,11,1,6,5.5,12,KKR,Eden Gardens,19 April 2010
124,Dirk Nannes,4,22,0,11,5.5,0,DEC,Arun Jaitley Stadium,18 April 2010
125,Angelo Mathews,2,11,0,4,5.5,0,DC,Arun Jaitley Stadium,29 March 2010
126,Siddharth Trivedi,2.5,16,3,8,5.64,5.66,DEC,Vidarbha Cricket Association Stadium,05 April 2010
127,Murali Kartik,3,17,1,8,5.66,18,DEC,DY Patil Stadium,12 March 2010
128,Shane Watson,3,17,0,13,5.66,0,KKR,Eden Gardens,17 April 2010
129,Andrew Symonds,3,17,0,7,5.66,0,RCB,DY Patil Stadium,24 April 2010
130,Pragyan Ojha,3.5,22,0,12,5.73,0,RCB,DY Patil Stadium,24 April 2010
131,Albie Morkel,4,23,2,13,5.75,12,PBKS,Chidambaram,21 March 2010
132,Yusuf Pathan,4,23,2,10,5.75,12,KKR,Narendra Modi Stadium,20 March 2010
133,Dilhara Fernando,4,23,2,12,5.75,12,CSK,DY Patil Stadium,25 April 2010
134,Amit Mishra,4,23,2,6,5.75,12,RCB,M. Chinnaswamy Stadium,25 March 2010
135,Andrew Symonds,4,23,1,10,5.75,24,CSK,Vidarbha Cricket Association Stadium,10 April 2010
136,Amit Mishra,4,23,1,10,5.75,24,PBKS,IS Bindra Stadium,13 March 2010
137,Ryan McLaren,4,23,1,11,5.75,24,CSK,Brabourne Stadium,25 March 2010
138,Shadab Jakati,4,23,1,10,5.75,24,KKR,Chidambaram,13 April 2010
139,Harbhajan Singh,4,23,1,11,5.75,24,CSK,Chidambaram,06 April 2010
140,Ramesh Powar,4,23,0,10,5.75,0,KKR,Eden Gardens,04 April 2010
141,Lasith Malinga,4,23,0,10,5.75,0,RR,Sawai Mansingh Stadium,11 April 2010
142,Piyush Chawla,4,24,3,9,6,8,MI,IS Bindra Stadium,09 April 2010
143,Harmeet Singh Bansal,4,24,2,9,6,12,RCB,Vidarbha Cricket Association Stadium,12 April 2010
144,Shanthakumaran Sreesanth,4,24,2,10,6,12,DC,IS Bindra Stadium,13 March 2010
145,Shane Bond,4,24,2,8,6,12,MI,Eden Gardens,19 April 2010
146,Shane Bond,4,24,2,13,6,12,PBKS,IS Bindra Stadium,27 March 2010
147,Jaskaran Singh,3,18,2,8,6,9,KKR,Eden Gardens,01 April 2010
148,Umesh Yadav,4,24,2,12,6,12,DEC,Arun Jaitley Stadium,18 April 2010
149,Pragyan Ojha,4,24,2,12,6,12,MI,DY Patil Stadium,28 March 2010
150,Ashok Dinda,4,24,2,10,6,12,RR,Eden Gardens,17 April 2010
