POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
94,Wriddhiman Saha,15,5,300,2,1,KKR,M. Chinnaswamy Stadium,01 June 2014
95,Kevin Pietersen,15,4,375,2,1,MI,Sharjah Cricket Stadium,27 April 2014
96,Sanju Samson,15,4,375,0,2,DC,Narendra Modi Stadium,15 May 2014
97,Steve Smith,15,6,250,3,0,PBKS,Sharjah Cricket Stadium,20 April 2014
98,Karun Nair,15,5,300,1,1,DC,Narendra Modi Stadium,15 May 2014
99,Glenn Maxwell,15,4,375,0,2,RR,Sharjah Cricket Stadium,20 April 2014
100,Dwayne Smith,15,4,375,2,1,DC,Arun Jaitley Stadium,05 May 2014
101,Jason Holder,15,4,375,2,1,KKR,Eden Gardens,24 May 2014
102,Shikhar Dhawan,15,4,375,2,1,DC,Dubai International Stadium,25 April 2014
103,Wriddhiman Saha,15,5,300,2,1,KKR,M. Chinnaswamy Stadium,01 June 2014
104,Glenn Maxwell,15,5,300,0,2,SRH,Sharjah Cricket Stadium,22 April 2014
105,Karun Nair,15,5,300,2,1,MI,Wankhede Stadium,25 May 2014
106,Yusuf Pathan,15,4,375,0,2,SRH,Eden Gardens,24 May 2014
107,Dinesh Karthik,15,5,300,2,1,KKR,Arun Jaitley Stadium,07 May 2014
108,Wriddhiman Saha,15,4,375,2,1,MI,Wankhede Stadium,03 May 2014
109,Shakib Al Hasan,15,4,375,2,1,CSK,Eden Gardens,20 May 2014
110,George Bailey,15,5,300,1,1,RR,IS Bindra Stadium,23 May 2014
111,Faf du Plessis,14,5,280,3,0,PBKS,Barabati Stadium,07 May 2014
112,Steve Smith,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,11 May 2014
113,MS Dhoni,14,5,280,1,1,DC,Zayed Cricket Stadium,21 April 2014
114,Lendl Simmons,14,5,280,3,0,DC,Wankhede Stadium,23 May 2014
115,AB de Villiers,14,4,350,0,2,PBKS,M. Chinnaswamy Stadium,09 May 2014
116,David Warner,14,4,350,0,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
117,Manan Vohra,14,4,350,0,2,KKR,Eden Gardens,28 May 2014
118,Glenn Maxwell,14,5,280,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
119,Shane Watson,14,4,350,3,0,KKR,Zayed Cricket Stadium,29 April 2014
120,Dwayne Smith,14,4,350,2,1,MI,Wankhede Stadium,10 May 2014
121,JP Duminy,14,4,350,0,2,RCB,M. Chinnaswamy Stadium,13 May 2014
122,Chris Lynn,14,5,280,0,2,RCB,Sharjah Cricket Stadium,24 April 2014
123,Albie Morkel,14,4,350,0,2,PBKS,M. Chinnaswamy Stadium,09 May 2014
124,Lendl Simmons,14,4,350,2,1,CSK,Brabourne Stadium,28 May 2014
125,David Miller,14,6,233.33,3,0,RCB,M. Chinnaswamy Stadium,09 May 2014
126,Manan Vohra,14,6,233.33,2,1,DC,Arun Jaitley Stadium,19 May 2014
127,Virender Sehwag,14,6,233.33,2,1,RR,IS Bindra Stadium,23 May 2014
128,AB de Villiers,14,4,350,0,2,RR,M. Chinnaswamy Stadium,11 May 2014
129,Yogesh Takawale,14,5,280,3,0,KKR,Sharjah Cricket Stadium,24 April 2014
130,Karn Sharma,14,3,466.66,0,2,CSK,Sharjah Cricket Stadium,27 April 2014
131,MS Dhoni,14,5,280,2,1,PBKS,Wankhede Stadium,30 May 2014
132,David Miller,14,6,233.33,3,0,RCB,Dubai International Stadium,28 April 2014
133,Manan Vohra,14,6,233.33,2,1,DC,IS Bindra Stadium,25 May 2014
134,Brendon McCullum,14,6,233.33,3,0,MI,Dubai International Stadium,25 April 2014
135,Corey Anderson,14,5,280,1,1,RR,Wankhede Stadium,25 May 2014
136,David Warner,13,5,260,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
137,Lendl Simmons,13,6,216.66,3,0,PBKS,IS Bindra Stadium,21 May 2014
138,Naman Ojha,13,4,325,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
139,Glenn Maxwell,13,4,325,1,1,CSK,Barabati Stadium,07 May 2014
140,David Miller,13,4,325,3,0,RCB,M. Chinnaswamy Stadium,09 May 2014
141,Suresh Raina,13,5,260,3,0,DC,Zayed Cricket Stadium,21 April 2014
142,Virender Sehwag,13,3,433.33,0,2,CSK,Wankhede Stadium,30 May 2014
143,James Faulkner,13,5,260,0,2,PBKS,IS Bindra Stadium,23 May 2014
144,JP Duminy,13,4,325,1,1,RCB,Sharjah Cricket Stadium,17 April 2014
145,Lendl Simmons,13,5,260,0,2,CSK,Wankhede Stadium,10 May 2014
146,Brendon McCullum,13,6,216.66,2,0,KKR,JSCA Stadium,02 May 2014
147,Shikhar Dhawan,13,6,216.66,3,0,KKR,Eden Gardens,24 May 2014
148,Dwayne Smith,13,6,216.66,0,2,MI,Dubai International Stadium,25 April 2014
149,Dwayne Smith,13,5,260,3,0,MI,Brabourne Stadium,28 May 2014
150,Shaun Marsh,13,4,325,1,1,MI,IS Bindra Stadium,21 May 2014
