,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
0,Virender Sehwag,30,6,500,3,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
1,Sanath Jayasuriya,26,5,520,2,3,CSK,Wankhede Stadium,14-May-08
2,MF Maharoof,26,5,520,0,4,RR,Sawai Mansingh Stadium,11-May-08
3,Rohit Sharma,26,6,433.33,3,2,DC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
4,Shane Watson,26,6,433.33,5,1,RCB,M. Chinnaswamy Stadium,26-Apr-08
5,Misbah-ul-Haq,24,6,400,1,3,DC,M. Chinnaswamy Stadium,19-May-08
6,MS Dhoni,23,6,383.33,4,1,RCB,M. Chinnaswamy Stadium,28-Apr-08
7,Kamran Akmal,23,6,383.33,1,3,PBKS,IS Bindra Stadium,28-May-08
8,Albie Morkel,23,6,383.33,1,3,DC,Arun Jaitley Stadium,08-May-08
9,Brendon McCullum,22,6,366.66,0,3,RCB,M. Chinnaswamy Stadium,18-Apr-08
10,Adam Gilchrist,22,5,440,1,3,MI,DY Patil Stadium,27-Apr-08
11,Venugopal Rao,22,6,366.66,1,3,KKR,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
12,Sanath Jayasuriya,22,5,440,2,2,KKR,Wankhede Stadium,16-May-08
13,Rohit Sharma,21,6,350,1,2,PBKS,IS Bindra Stadium,23-May-08
14,Virender Sehwag,21,5,420,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
15,Adam Gilchrist,20,6,333.33,2,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
16,Sanath Jayasuriya,20,6,333.33,2,2,CSK,Wankhede Stadium,14-May-08
17,David Hussey,20,6,333.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
18,Shahid Afridi,20,5,400,2,2,CSK,Chidambaram,06-May-08
19,Piyush Chawla,20,5,400,3,1,KKR,IS Bindra Stadium,03-May-08
20,Shaun Pollock,19,4,475,0,3,DC,DY Patil Stadium,04-May-08
21,Shane Watson,19,5,380,1,2,DC,Wankhede Stadium,30-May-08
22,Mohammad Kaif,19,5,380,0,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
23,Adam Gilchrist,19,4,475,0,3,MI,DY Patil Stadium,27-Apr-08
24,Adam Gilchrist,19,5,380,1,2,CSK,Chidambaram,06-May-08
25,Balachandra Akhil,19,4,475,0,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
26,Robin Uthappa,19,6,316.66,3,1,CSK,Chidambaram,23-Apr-08
27,Shaun Marsh,19,5,380,3,1,RCB,IS Bindra Stadium,12-May-08
28,Rohit Sharma,19,5,380,1,2,DC,Arun Jaitley Stadium,15-May-08
29,Sanath Jayasuriya,19,6,316.66,0,3,CSK,Wankhede Stadium,14-May-08
30,Rahul Dravid,18,6,300,0,3,RR,Sawai Mansingh Stadium,17-May-08
31,Brendon McCullum,18,6,300,3,1,RCB,M. Chinnaswamy Stadium,18-Apr-08
32,Virender Sehwag,18,5,360,3,1,MI,Arun Jaitley Stadium,24-May-08
33,Yuvraj Singh,18,3,600,0,3,RR,IS Bindra Stadium,28-May-08
34,Shane Watson,18,8,225,2,1,DC,Sawai Mansingh Stadium,11-May-08
35,Shreevats Goswami,18,6,300,3,1,DC,M. Chinnaswamy Stadium,19-May-08
36,Virender Sehwag,18,5,360,3,1,RCB,M. Chinnaswamy Stadium,19-May-08
37,Sanath Jayasuriya,18,5,360,3,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
38,Mark Boucher,18,5,360,1,2,DC,Arun Jaitley Stadium,30-Apr-08
39,Sanath Jayasuriya,18,6,300,3,1,RCB,Wankhede Stadium,20-Apr-08
40,Mahela Jayawardena,17,5,340,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
41,Brendon McCullum,17,5,340,1,2,RCB,M. Chinnaswamy Stadium,18-Apr-08
42,Misbah-ul-Haq,17,5,340,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
43,Kumar Sangakkara,17,6,283.33,3,0,MI,IS Bindra Stadium,25-Apr-08
44,Venugopal Rao,17,5,340,1,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
45,Subramaniam Badrinath,17,4,425,1,2,PBKS,IS Bindra Stadium,19-Apr-08
46,Andrew Symonds,17,6,283.33,2,1,RR,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
47,Niraj Patel,17,6,283.33,4,0,PBKS,IS Bindra Stadium,28-May-08
48,Sourav Ganguly,17,5,340,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
49,Sanath Jayasuriya,17,5,340,1,2,PBKS,Wankhede Stadium,21-May-08
50,Virender Sehwag,17,4,425,1,2,PBKS,Arun Jaitley Stadium,17-May-08
51,Sourav Ganguly,17,4,425,1,2,PBKS,Eden Gardens,25-May-08
52,Venugopal Rao,17,4,425,1,2,DC,Arun Jaitley Stadium,15-May-08
53,Virender Sehwag,17,6,283.33,2,1,CSK,Chidambaram,02-May-08
54,Yusuf Pathan,17,4,425,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
55,Wriddhiman Saha,16,6,266.66,0,2,PBKS,IS Bindra Stadium,03-May-08
56,Virender Sehwag,16,5,320,2,1,RCB,Arun Jaitley Stadium,30-Apr-08
57,Gautam Gambhir,16,4,400,1,2,DEC,Arun Jaitley Stadium,15-May-08
58,Rohit Sharma,16,5,320,3,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
59,Albie Morkel,16,5,320,2,1,RR,Sawai Mansingh Stadium,04-May-08
60,Kumar Sangakkara,16,6,266.66,2,1,MI,IS Bindra Stadium,25-Apr-08
61,David Hussey,16,5,320,2,1,PBKS,IS Bindra Stadium,03-May-08
62,Sanath Jayasuriya,16,6,266.66,1,2,RCB,M. Chinnaswamy Stadium,28-May-08
63,Shane Warne,16,3,533.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
64,Cameron White,16,6,266.66,2,1,MI,M. Chinnaswamy Stadium,28-May-08
65,Dwayne Smith,16,6,266.66,2,1,PBKS,Wankhede Stadium,21-May-08
66,Brendon McCullum,16,3,533.33,1,2,RCB,M. Chinnaswamy Stadium,18-Apr-08
67,Kamran Akmal,16,4,400,2,1,CSK,Chidambaram,24-May-08
68,Sanath Jayasuriya,16,5,320,1,2,DC,Arun Jaitley Stadium,24-May-08
69,Adam Gilchrist,16,6,266.66,1,2,KKR,Eden Gardens,20-Apr-08
70,Piyush Chawla,15,6,250,3,0,RR,Sawai Mansingh Stadium,21-Apr-08
71,Sanath Jayasuriya,15,5,300,2,1,DC,DY Patil Stadium,04-May-08
72,MS Dhoni,15,5,300,0,2,PBKS,Chidambaram,10-May-08
73,Graeme Smith,15,4,375,2,1,CSK,Chidambaram,24-May-08
74,Michael Hussey,15,4,375,2,1,PBKS,IS Bindra Stadium,19-Apr-08
75,Kumar Sangakkara,15,5,300,2,1,RR,Sawai Mansingh Stadium,21-Apr-08
76,Mark Boucher,15,5,300,2,1,KKR,Eden Gardens,08-May-08
77,Mohammad Kaif,15,6,250,3,0,KKR,Eden Gardens,20-May-08
78,Yusuf Pathan,15,5,300,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
79,Yusuf Pathan,15,4,375,2,1,DC,Wankhede Stadium,30-May-08
80,Yusuf Pathan,15,4,375,2,1,DEC,Sawai Mansingh Stadium,09-May-08
81,Suresh Raina,15,4,375,2,1,PBKS,Wankhede Stadium,31-May-08
82,Shaun Marsh,15,6,250,0,2,CSK,Chidambaram,10-May-08
83,Sourav Ganguly,15,4,375,0,2,PBKS,Eden Gardens,25-May-08
84,Rahul Dravid,15,4,375,2,1,RR,Sawai Mansingh Stadium,17-May-08
85,Suresh Raina,15,5,300,2,1,RR,Chidambaram,24-May-08
86,Brendon McCullum,15,7,214.28,2,1,CSK,Chidambaram,26-Apr-08
87,Manpreet Gony,15,4,375,0,2,DEC,Chidambaram,06-May-08
88,Swapnil Asnodkar,15,6,250,2,1,DC,Wankhede Stadium,30-May-08
89,Graeme Smith,15,6,250,2,1,RCB,Sawai Mansingh Stadium,17-May-08
90,Mark Boucher,15,5,300,2,1,PBKS,IS Bindra Stadium,12-May-08
91,Luke Pomersbach,15,5,300,2,1,MI,Wankhede Stadium,21-May-08
92,James Hopes,15,5,300,3,0,RR,IS Bindra Stadium,28-May-08
93,Albie Morkel,15,4,375,2,1,RR,Chidambaram,24-May-08
94,Virender Sehwag,15,5,300,0,2,CSK,Chidambaram,02-May-08
95,Andrew Symonds,14,4,350,0,2,RR,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
96,Abhishek Nayar,14,4,350,0,2,PBKS,Wankhede Stadium,21-May-08
97,Robin Uthappa,14,5,280,3,0,DC,Arun Jaitley Stadium,24-May-08
98,Yuvraj Singh,14,6,233.33,2,1,KKR,IS Bindra Stadium,03-May-08
99,Virender Sehwag,14,4,350,0,2,MI,DY Patil Stadium,04-May-08
100,Parthiv Patel,14,6,233.33,3,0,PBKS,IS Bindra Stadium,19-Apr-08
101,MS Dhoni,14,5,280,1,1,PBKS,Chidambaram,10-May-08
102,Shaun Marsh,14,6,233.33,3,0,RCB,M. Chinnaswamy Stadium,05-May-08
103,Laxmi Ratan Shukla,14,3,466.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
104,MS Dhoni,14,5,280,2,1,RCB,M. Chinnaswamy Stadium,28-Apr-08
105,Swapnil Asnodkar,14,6,233.33,3,0,DC,Wankhede Stadium,30-May-08
106,Adam Gilchrist,14,6,233.33,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
107,Ross Taylor,14,3,466.66,2,1,RR,M. Chinnaswamy Stadium,26-Apr-08
108,Robin Uthappa,14,4,350,0,2,DC,Arun Jaitley Stadium,24-May-08
109,James Hopes,14,5,280,3,0,CSK,IS Bindra Stadium,19-Apr-08
110,VVS Laxman,14,5,280,3,0,RCB,M. Chinnaswamy Stadium,03-May-08
111,Sanjay Bangar,14,4,350,0,2,RCB,M. Chinnaswamy Stadium,03-May-08
112,Parthiv Patel,14,7,200,3,0,RCB,Chidambaram,21-May-08
113,Matthew Hayden,14,6,233.33,2,1,MI,Chidambaram,23-Apr-08
114,Rahul Dravid,14,6,233.33,2,1,RR,Sawai Mansingh Stadium,17-May-08
115,Abhishek Nayar,14,3,466.66,2,1,CSK,Chidambaram,23-Apr-08
116,Swapnil Asnodkar,14,5,280,3,0,KKR,Sawai Mansingh Stadium,01-May-08
117,Suresh Raina,14,5,280,2,1,RR,Chidambaram,24-May-08
118,Herschelle Gibbs,14,6,233.33,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
119,Yusuf Pathan,14,3,466.66,2,1,KKR,Eden Gardens,20-May-08
120,Graeme Smith,14,6,233.33,3,0,DC,Wankhede Stadium,30-May-08
121,Dwayne Bravo,14,5,280,2,1,KKR,Eden Gardens,29-Apr-08
122,Shaun Marsh,13,5,260,1,1,DEC,IS Bindra Stadium,23-May-08
123,Yusuf Pathan,13,3,433.33,0,2,PBKS,IS Bindra Stadium,28-May-08
124,Sourav Ganguly,13,4,325,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
125,Rahul Dravid,13,5,260,0,2,DEC,M. Chinnaswamy Stadium,03-May-08
126,Rahul Dravid,13,6,216.66,3,0,PBKS,M. Chinnaswamy Stadium,05-May-08
127,David Hussey,13,4,325,0,2,RCB,Eden Gardens,08-May-08
128,Virender Sehwag,13,5,260,3,0,RCB,M. Chinnaswamy Stadium,19-May-08
129,Venugopal Rao,13,5,260,0,2,MI,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
130,Stephen Fleming,13,6,216.66,1,1,RCB,Chidambaram,21-May-08
131,Mahela Jayawardena,13,4,325,3,0,DC,Arun Jaitley Stadium,17-May-08
132,Herschelle Gibbs,13,5,260,0,2,DC,Arun Jaitley Stadium,15-May-08
133,MS Dhoni,13,5,260,2,0,KKR,Chidambaram,26-Apr-08
134,Yuvraj Singh,13,4,325,0,2,RR,Sawai Mansingh Stadium,21-Apr-08
135,James Hopes,13,3,433.33,0,2,CSK,IS Bindra Stadium,19-Apr-08
136,Sourav Ganguly,13,4,325,1,1,RR,Sawai Mansingh Stadium,01-May-08
137,Michael Hussey,13,5,260,0,2,RCB,M. Chinnaswamy Stadium,28-Apr-08
138,Cameron White,13,4,325,1,1,KKR,Eden Gardens,08-May-08
139,Yusuf Pathan,13,4,325,0,2,CSK,DY Patil Stadium,01-Jun-08
140,Shane Watson,13,4,325,3,0,DC,Arun Jaitley Stadium,19-Apr-08
141,Ross Taylor,13,4,325,0,2,MI,Wankhede Stadium,20-Apr-08
142,Gautam Gambhir,13,4,325,3,0,CSK,Arun Jaitley Stadium,08-May-08
143,Andrew Symonds,13,4,325,0,2,KKR,Eden Gardens,20-Apr-08
144,Misbah-ul-Haq,13,5,260,1,1,DC,M. Chinnaswamy Stadium,19-May-08
145,Gautam Gambhir,13,5,260,3,0,RCB,Arun Jaitley Stadium,30-Apr-08
146,Subramaniam Badrinath,13,5,260,0,2,PBKS,Chidambaram,10-May-08
147,Michael Hussey,13,4,325,1,1,PBKS,IS Bindra Stadium,19-Apr-08
148,Yusuf Pathan,13,4,325,3,0,PBKS,IS Bindra Stadium,28-May-08
149,Stephen Fleming,13,5,260,1,1,RCB,Chidambaram,21-May-08
150,David Hussey,25,7,357.14,2,2,DEC,New Wanderers Stadium,16-May-09
151,MS Dhoni,24,6,400,2,2,PBKS,Supersport Park,07-May-09
152,Adam Gilchrist,23,6,383.33,1,3,DC,Supersport Park,22-May-09
153,Rohit Sharma,22,6,366.66,2,2,KKR,New Wanderers Stadium,16-May-09
154,Brendon McCullum,22,6,366.66,4,1,CSK,Supersport Park,18-May-09
155,Dwayne Bravo,21,6,350,2,2,PBKS,Supersport Park,12-May-09
156,Abhishek Nayar,21,5,420,0,3,CSK,Newlands,18-Apr-09
157,Naman Ojha,21,5,420,0,3,KKR,Kingsmead,20-May-09
158,Adam Gilchrist,20,6,333.33,5,0,DC,Supersport Park,22-May-09
159,Subramaniam Badrinath,20,6,333.33,3,1,RR,De Beers Diamond Oval,09-May-09
160,Matthew Hayden,19,5,380,3,1,RCB,St George's Park,20-Apr-09
161,Andrew Symonds,19,5,380,1,2,PBKS,De Beers Diamond Oval,09-May-09
162,Dwayne Smith,19,5,380,1,2,DC,Supersport Park,30-Apr-09
163,Rohit Sharma,19,5,380,0,3,RCB,Newlands,22-Apr-09
164,Ravindra Jadeja,19,6,316.66,2,1,PBKS,Kingsmead,05-May-09
165,Ravi Bopara,19,6,316.66,1,2,RCB,Kingsmead,24-Apr-09
166,Adam Gilchrist,18,6,300,3,1,PBKS,New Wanderers Stadium,17-May-09
167,Abhishek Raut,18,6,300,1,2,KKR,Newlands,23-Apr-09
168,Yusuf Pathan,18,5,360,1,2,DC,Supersport Park,28-Apr-09
169,Brendon McCullum,18,5,360,1,2,DC,Kingsmead,05-May-09
170,Simon Katich,18,6,300,3,1,DC,OUTsurance Oval,15-May-09
171,Simon Katich,18,5,360,0,3,CSK,Supersport Park,07-May-09
172,Herschelle Gibbs,18,5,360,3,1,CSK,Kingsmead,27-Apr-09
173,Matthew Hayden,18,5,360,1,2,DC,Kingsmead,23-Apr-09
174,Matthew Hayden,18,6,300,0,3,PBKS,Supersport Park,07-May-09
175,Jesse Ryder,18,6,300,4,0,PBKS,Kingsmead,24-Apr-09
176,Manish Pandey,18,6,300,0,2,DEC,Supersport Park,21-May-09
177,Yuvraj Singh,17,5,340,2,1,CSK,Supersport Park,07-May-09
178,Rahul Dravid,17,6,283.33,2,1,DEC,Newlands,22-Apr-09
179,Albie Morkel,17,5,340,1,2,KKR,Supersport Park,18-May-09
180,Rohit Sharma,17,5,340,1,2,PBKS,New Wanderers Stadium,17-May-09
181,Herschelle Gibbs,17,4,425,1,2,RCB,Supersport Park,21-May-09
182,Jacob Oram,17,4,425,1,2,DEC,Kingsmead,27-Apr-09
183,Dwayne Bravo,17,5,340,0,2,RCB,New Wanderers Stadium,03-May-09
184,Adam Gilchrist,17,5,340,4,0,DC,Kingsmead,13-May-09
185,Yuvraj Singh,17,5,340,1,2,RR,Kingsmead,05-May-09
186,Suresh Raina,17,4,425,1,2,DEC,Buffalo Park,04-May-09
187,Ravi Bopara,16,5,320,0,2,RCB,Kingsmead,24-Apr-09
188,Manish Pandey,16,6,266.66,2,1,DEC,Supersport Park,21-May-09
189,Adam Gilchrist,16,6,266.66,1,2,CSK,Kingsmead,27-Apr-09
190,Roelof van der Merwe,16,4,400,1,2,PBKS,Kingsmead,01-May-09
191,Dwayne Smith,16,6,266.66,1,2,CSK,Buffalo Park,04-May-09
192,Naman Ojha,16,6,266.66,1,2,PBKS,Kingsmead,05-May-09
193,Matthew Hayden,16,6,266.66,1,2,PBKS,Supersport Park,07-May-09
194,Kumar Sangakkara,15,5,300,2,0,DEC,New Wanderers Stadium,17-May-09
195,Brendon McCullum,15,5,300,3,0,RCB,Supersport Park,12-May-09
196,Rohit Sharma,15,5,300,2,1,KKR,Newlands,19-Apr-09
197,Ross Taylor,15,5,300,0,2,KKR,Supersport Park,12-May-09
198,Sourav Ganguly,15,4,375,0,2,RR,Newlands,23-Apr-09
199,Sachin Tendulkar,15,4,375,2,1,DEC,Kingsmead,25-Apr-09
200,Chris Gayle,15,5,300,2,1,PBKS,Kingsmead,21-Apr-09
201,Dwayne Smith,15,6,250,3,0,DC,Supersport Park,30-Apr-09
202,Brad Hodge,15,5,300,3,0,PBKS,St George's Park,03-May-09
203,Adam Gilchrist,15,4,375,2,1,DC,Supersport Park,22-May-09
204,Ross Taylor,15,5,300,3,0,KKR,Supersport Park,12-May-09
205,Mahela Jayawardena,15,4,375,0,2,DEC,De Beers Diamond Oval,09-May-09
206,Brendon McCullum,15,4,375,0,2,RCB,Supersport Park,12-May-09
207,Suresh Raina,15,5,300,2,1,PBKS,Supersport Park,07-May-09
208,Harbhajan Singh,14,4,350,0,2,KKR,St George's Park,27-Apr-09
209,Sanath Jayasuriya,14,5,280,2,1,CSK,St George's Park,16-May-09
210,JP Duminy,14,4,350,0,2,KKR,Buffalo Park,01-May-09
211,Mahela Jayawardena,14,5,280,1,1,CSK,Supersport Park,07-May-09
212,Brendon McCullum,14,5,280,2,1,CSK,Supersport Park,18-May-09
213,Suresh Raina,14,4,350,0,2,KKR,Supersport Park,18-May-09
214,JP Duminy,14,4,350,0,2,KKR,Buffalo Park,01-May-09
215,Matthew Hayden,14,5,280,3,0,RCB,Kingsmead,14-May-09
216,Sanath Jayasuriya,14,5,280,0,2,KKR,St George's Park,27-Apr-09
217,Naman Ojha,14,3,466.66,2,1,RCB,Supersport Park,07-May-09
218,Mahela Jayawardena,14,5,280,1,1,KKR,Kingsmead,21-Apr-09
219,Brad Hodge,14,4,350,0,2,CSK,Supersport Park,18-May-09
220,Tirumalasetti Suman,14,4,350,1,1,DC,Supersport Park,30-Apr-09
221,Virat Kohli,14,3,466.66,0,2,DEC,Supersport Park,21-May-09
222,Adam Gilchrist,14,5,280,2,1,RCB,Newlands,22-Apr-09
223,Sachin Tendulkar,14,5,280,3,0,RR,Kingsmead,14-May-09
224,Subramaniam Badrinath,14,5,280,2,1,DC,New Wanderers Stadium,02-May-09
225,Sanath Jayasuriya,14,5,280,1,1,CSK,St George's Park,16-May-09
226,Mark Boucher,14,5,280,1,1,MI,St George's Park,10-May-09
227,Brad Hodge,14,6,233.33,2,1,RCB,Kingsmead,29-Apr-09
228,Matthew Hayden,14,5,280,3,0,MI,Newlands,18-Apr-09
229,Adam Gilchrist,13,5,260,0,2,RCB,Newlands,22-Apr-09
230,Luke Pomersbach,13,6,216.66,1,1,CSK,Kingsmead,20-May-09
231,Tirumalasetti Suman,13,4,325,0,2,MI,Supersport Park,06-May-09
232,Adam Gilchrist,13,5,260,0,2,KKR,New Wanderers Stadium,16-May-09
233,Robin Uthappa,13,4,325,3,0,MI,New Wanderers Stadium,03-May-09
234,Andrew Flintoff,13,6,216.66,1,1,MI,Newlands,18-Apr-09
235,Yusuf Pathan,13,4,325,0,2,DEC,St George's Park,02-May-09
236,Irfan Pathan,13,5,260,1,1,KKR,Kingsmead,21-Apr-09
237,Shane Warne,13,4,325,0,2,DEC,St George's Park,02-May-09
238,Lee Carseldine,13,6,216.66,3,0,DEC,St George's Park,02-May-09
239,Jacques Kallis,13,4,325,0,2,MI,New Wanderers Stadium,03-May-09
240,Robin Uthappa,13,4,325,1,1,MI,New Wanderers Stadium,03-May-09
241,Wriddhiman Saha,13,5,260,1,1,CSK,Supersport Park,18-May-09
242,Chris Gayle,13,4,325,0,2,RR,Newlands,23-Apr-09
243,Andrew Symonds,13,6,216.66,0,1,DC,Kingsmead,13-May-09
244,Munaf Patel,13,5,260,3,0,DC,OUTsurance Oval,17-May-09
245,Karan Goel,13,5,260,0,2,DC,Newlands,19-Apr-09
246,Ross Taylor,13,5,260,0,2,KKR,Supersport Park,12-May-09
247,Yusuf Pathan,13,3,433.33,0,2,DC,Supersport Park,28-Apr-09
248,Herschelle Gibbs,13,5,260,0,2,RCB,Supersport Park,21-May-09
249,Herschelle Gibbs,13,4,325,1,1,KKR,Newlands,19-Apr-09
250,Sunny Sohal,13,3,433.33,0,2,KKR,St George's Park,03-May-09
251,Jacques Kallis,13,5,260,1,1,DC,New Wanderers Stadium,19-May-09
252,Manish Pandey,13,5,260,3,0,CSK,New Wanderers Stadium,23-May-09
253,Sanath Jayasuriya,13,3,433.33,1,1,RCB,New Wanderers Stadium,03-May-09
254,Abhishek Nayar,13,5,260,2,0,RR,Kingsmead,14-May-09
255,Suresh Raina,13,3,433.33,0,2,RR,Supersport Park,30-Apr-09
256,Adam Gilchrist,13,4,325,1,1,DC,Supersport Park,22-May-09
257,Ajinkya Rahane,13,6,216.66,1,1,DC,Supersport Park,21-May-09
258,Adam Gilchrist,13,5,260,0,2,DC,Kingsmead,13-May-09
259,Yuvraj Singh,13,4,325,1,1,RCB,Kingsmead,24-Apr-09
260,Subramaniam Badrinath,12,6,200,2,0,RR,De Beers Diamond Oval,09-May-09
261,Yusuf Pathan,12,4,300,1,1,DC,Supersport Park,28-Apr-09
262,Moises Henriques,12,4,300,1,1,DC,Kingsmead,05-May-09
263,Shreevats Goswami,12,5,240,2,0,KKR,Kingsmead,29-Apr-09
264,Mark Boucher,12,5,240,0,2,DC,St George's Park,26-Apr-09
265,Rohit Sharma,12,4,300,1,1,PBKS,New Wanderers Stadium,17-May-09
266,Swapnil Asnodkar,12,5,240,1,1,DEC,De Beers Diamond Oval,11-May-09
267,Suresh Raina,12,6,200,1,1,RR,Supersport Park,30-Apr-09
268,Adam Gilchrist,12,5,240,1,1,RCB,Newlands,22-Apr-09
269,Simon Katich,12,6,200,2,0,CSK,Supersport Park,07-May-09
270,Mark Boucher,12,4,300,2,0,KKR,Kingsmead,29-Apr-09
271,Matthew Hayden,12,6,200,1,1,PBKS,Supersport Park,07-May-09
272,Suresh Raina,12,6,200,1,1,RR,De Beers Diamond Oval,09-May-09
273,Amit Mishra,12,3,400,1,1,MI,Supersport Park,21-May-09
274,Yusuf Pathan,12,4,300,3,0,KKR,Newlands,23-Apr-09
275,Adam Gilchrist,12,6,200,3,0,RCB,Newlands,22-Apr-09
276,Mahela Jayawardena,12,5,240,2,0,RCB,Kingsmead,01-May-09
277,Subramaniam Badrinath,12,4,300,1,1,DC,New Wanderers Stadium,02-May-09
278,Parthiv Patel,12,5,240,3,0,RCB,New Wanderers Stadium,23-May-09
279,Ross Taylor,12,4,300,0,2,DC,New Wanderers Stadium,19-May-09
280,Brad Hodge,12,5,240,2,0,CSK,Supersport Park,18-May-09
281,Roelof van der Merwe,12,6,200,0,2,DEC,New Wanderers Stadium,24-May-09
282,Abhishek Nayar,12,5,240,2,0,RCB,New Wanderers Stadium,03-May-09
283,Pinal Shah,12,5,240,0,2,DEC,Supersport Park,06-May-09
284,Ajinkya Rahane,12,6,200,2,0,DC,Supersport Park,21-May-09
285,Robin Uthappa,12,3,400,1,1,MI,New Wanderers Stadium,03-May-09
286,Irfan Pathan,12,3,400,0,2,DC,OUTsurance Oval,15-May-09
287,Kumar Sangakkara,12,5,240,1,1,RCB,Kingsmead,24-Apr-09
288,Andrew Symonds,12,5,240,2,0,DC,Supersport Park,22-May-09
289,Venugopal Rao,12,5,240,2,0,MI,Supersport Park,06-May-09
290,Rahul Dravid,11,5,220,2,0,RR,Newlands,18-Apr-09
291,Rohit Sharma,11,4,275,1,1,RR,St George's Park,02-May-09
292,Jacques Kallis,11,4,275,0,1,PBKS,Kingsmead,24-Apr-09
293,Andrew Symonds,11,5,220,0,1,DC,Kingsmead,13-May-09
294,Ravi Bopara,11,4,275,1,1,RCB,Kingsmead,24-Apr-09
295,Dwayne Bravo,11,5,220,0,1,PBKS,Supersport Park,12-May-09
296,Ravindra Jadeja,11,4,275,1,1,CSK,De Beers Diamond Oval,09-May-09
297,MS Dhoni,11,4,275,2,0,PBKS,Supersport Park,07-May-09
298,Dwaraka Ravi Teja,11,6,183.33,2,0,DC,Kingsmead,13-May-09
299,Ravindra Jadeja,11,6,183.33,2,0,MI,Kingsmead,14-May-09
300,Robin Uthappa,25,6,416.66,1,3,PBKS,M. Chinnaswamy Stadium,16-Mar-10
301,Murali Vijay,24,6,400,3,2,RR,Narendra Modi Stadium,28-Mar-10
302,Yusuf Pathan,24,5,480,3,2,MI,Brabourne Stadium,13-Mar-10
303,Kieron Pollard,24,5,480,1,3,DC,Brabourne Stadium,13-Apr-10
304,Chris Gayle,24,4,600,0,4,PBKS,Eden Gardens,04-Apr-10
305,Murali Vijay,24,6,400,1,3,RCB,Chidambaram,31-Mar-10
306,Robin Uthappa,23,5,460,1,3,CSK,M. Chinnaswamy Stadium,23-Mar-10
307,Adam Gilchrist,22,5,440,2,2,PBKS,Barabati Stadium,19-Mar-10
308,Jacques Kallis,22,5,440,1,3,PBKS,M. Chinnaswamy Stadium,16-Mar-10
309,Kieron Pollard,22,6,366.66,2,2,CSK,DY Patil Stadium,25-Apr-10
310,Shane Watson,22,5,440,1,3,CSK,Chidambaram,03-Apr-10
311,Virat Kohli,22,6,366.66,2,2,DEC,M. Chinnaswamy Stadium,08-Apr-10
312,Manoj Tiwary,21,5,420,2,2,PBKS,IS Bindra Stadium,27-Mar-10
313,Paras Dogra,21,6,350,2,2,MI,Brabourne Stadium,13-Mar-10
314,Sachin Tendulkar,20,6,333.33,1,2,RR,Sawai Mansingh Stadium,11-Apr-10
315,Irfan Pathan,20,4,500,2,2,DEC,Barabati Stadium,19-Mar-10
316,Mahela Jayawardena,20,6,333.33,5,0,DEC,HPCA Stadium,16-Apr-10
317,Matthew Hayden,20,5,400,0,3,DC,Arun Jaitley Stadium,19-Mar-10
318,David Warner,20,6,333.33,2,2,DEC,Barabati Stadium,21-Mar-10
319,Kieron Pollard,20,5,400,0,3,RCB,M. Chinnaswamy Stadium,17-Apr-10
320,JP Duminy,19,6,316.66,1,2,RCB,M. Chinnaswamy Stadium,17-Apr-10
321,Michael Lumb,19,5,380,3,1,PBKS,Sawai Mansingh Stadium,07-Apr-10
322,Robin Uthappa,19,5,380,1,2,PBKS,IS Bindra Stadium,02-Apr-10
323,Murali Vijay,19,4,475,0,3,RR,Chidambaram,03-Apr-10
324,Harbhajan Singh,19,6,316.66,3,1,DEC,DY Patil Stadium,28-Mar-10
325,Albie Morkel,19,4,475,0,3,RR,Narendra Modi Stadium,28-Mar-10
326,Ross Taylor,19,5,380,0,3,DC,Arun Jaitley Stadium,04-Apr-10
