,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
950,Faf du Plessis,17,5,340,2,1,MI,Brabourne Stadium,28-May-14
951,Manish Pandey,17,5,340,1,2,PBKS,M. Chinnaswamy Stadium,01-Jun-14
952,Darren Sammy,17,4,425,1,2,KKR,Eden Gardens,24-May-14
953,Virender Sehwag,17,5,340,1,2,CSK,Wankhede Stadium,30-May-14
954,Corey Anderson,17,5,340,0,2,CSK,Wankhede Stadium,10-May-14
955,Yusuf Pathan,17,5,340,0,2,PBKS,M. Chinnaswamy Stadium,01-Jun-14
956,Kieron Pollard,17,5,340,1,2,SRH,Dubai International Stadium,30-Apr-14
957,Corey Anderson,17,5,340,2,1,RR,Wankhede Stadium,25-May-14
958,Kedar Jadhav,17,4,425,1,2,CSK,Arun Jaitley Stadium,05-May-14
959,Suresh Raina,17,4,425,1,2,KKR,Eden Gardens,20-May-14
960,Aaron Finch,17,5,340,2,1,DC,Dubai International Stadium,25-Apr-14
961,Lendl Simmons,16,6,266.66,1,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
962,Wriddhiman Saha,16,6,266.66,1,2,KKR,M. Chinnaswamy Stadium,01-Jun-14
963,JP Duminy,16,4,400,4,0,CSK,Arun Jaitley Stadium,05-May-14
964,Ankit Sharma,16,5,320,2,1,CSK,JSCA Stadium,13-May-14
965,Rohit Sharma,16,5,320,1,2,RR,Narendra Modi Stadium,19-May-14
966,Glenn Maxwell,16,6,266.66,4,0,RR,Sharjah Cricket Stadium,20-Apr-14
967,Yuvraj Singh,16,4,400,1,2,RR,M. Chinnaswamy Stadium,11-May-14
968,Glenn Maxwell,16,5,320,0,2,RR,Sharjah Cricket Stadium,20-Apr-14
969,Sanju Samson,16,5,320,4,0,KKR,Zayed Cricket Stadium,29-Apr-14
970,George Bailey,16,5,320,4,0,CSK,Barabati Stadium,07-May-14
971,Virender Sehwag,16,6,266.66,4,0,KKR,Barabati Stadium,11-May-14
972,Faf du Plessis,16,5,320,2,1,PBKS,Barabati Stadium,07-May-14
973,Dwayne Smith,16,4,400,4,0,RR,Dubai International Stadium,23-Apr-14
974,Suresh Raina,16,4,400,1,2,PBKS,Wankhede Stadium,30-May-14
975,Brendon McCullum,16,6,266.66,1,2,KKR,Eden Gardens,20-May-14
976,Chris Gayle,16,6,266.66,1,2,SRH,M. Chinnaswamy Stadium,04-May-14
977,David Miller,16,5,320,2,1,CSK,Wankhede Stadium,30-May-14
978,Virender Sehwag,15,5,300,2,1,SRH,Sharjah Cricket Stadium,22-Apr-14
979,Dhawal Kulkarni,15,4,375,0,2,CSK,Dubai International Stadium,23-Apr-14
980,Rohit Sharma,15,5,300,0,2,KKR,Barabati Stadium,14-May-14
981,David Miller,15,4,375,0,2,CSK,Zayed Cricket Stadium,18-Apr-14
982,Manan Vohra,15,3,500,0,2,CSK,Wankhede Stadium,30-May-14
983,Glenn Maxwell,15,4,375,2,1,SRH,Sharjah Cricket Stadium,22-Apr-14
984,Aditya Tare,15,5,300,1,1,PBKS,Wankhede Stadium,03-May-14
985,Piyush Chawla,15,6,250,3,0,PBKS,Eden Gardens,28-May-14
986,Glenn Maxwell,15,6,250,3,0,RR,Sharjah Cricket Stadium,20-Apr-14
987,Brad Hodge,15,5,300,1,1,MI,Wankhede Stadium,25-May-14
988,Wriddhiman Saha,15,6,250,3,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
989,AB de Villiers,15,4,375,2,1,DC,M. Chinnaswamy Stadium,13-May-14
990,David Warner,15,4,375,0,2,RCB,M. Chinnaswamy Stadium,04-May-14
991,Shane Watson,15,4,375,1,1,PBKS,Sharjah Cricket Stadium,20-Apr-14
992,Manish Pandey,15,6,250,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-May-14
993,Wriddhiman Saha,15,5,300,2,1,KKR,M. Chinnaswamy Stadium,01-Jun-14
994,Kevin Pietersen,15,4,375,2,1,MI,Sharjah Cricket Stadium,27-Apr-14
995,Sanju Samson,15,4,375,0,2,DC,Narendra Modi Stadium,15-May-14
996,Steve Smith,15,6,250,3,0,PBKS,Sharjah Cricket Stadium,20-Apr-14
997,Karun Nair,15,5,300,1,1,DC,Narendra Modi Stadium,15-May-14
998,Glenn Maxwell,15,4,375,0,2,RR,Sharjah Cricket Stadium,20-Apr-14
999,Dwayne Smith,15,4,375,2,1,DC,Arun Jaitley Stadium,05-May-14
1000,Jason Holder,15,4,375,2,1,KKR,Eden Gardens,24-May-14
1001,Shikhar Dhawan,15,4,375,2,1,DC,Dubai International Stadium,25-Apr-14
1002,Wriddhiman Saha,15,5,300,2,1,KKR,M. Chinnaswamy Stadium,01-Jun-14
1003,Glenn Maxwell,15,5,300,0,2,SRH,Sharjah Cricket Stadium,22-Apr-14
1004,Karun Nair,15,5,300,2,1,MI,Wankhede Stadium,25-May-14
1005,Yusuf Pathan,15,4,375,0,2,SRH,Eden Gardens,24-May-14
1006,Dinesh Karthik,15,5,300,2,1,KKR,Arun Jaitley Stadium,07-May-14
1007,Wriddhiman Saha,15,4,375,2,1,MI,Wankhede Stadium,03-May-14
1008,Shakib Al Hasan,15,4,375,2,1,CSK,Eden Gardens,20-May-14
1009,George Bailey,15,5,300,1,1,RR,IS Bindra Stadium,23-May-14
1010,Faf du Plessis,14,5,280,3,0,PBKS,Barabati Stadium,07-May-14
1011,Steve Smith,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,11-May-14
1012,MS Dhoni,14,5,280,1,1,DC,Zayed Cricket Stadium,21-Apr-14
1013,Lendl Simmons,14,5,280,3,0,DC,Wankhede Stadium,23-May-14
1014,AB de Villiers,14,4,350,0,2,PBKS,M. Chinnaswamy Stadium,09-May-14
1015,David Warner,14,4,350,0,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
1016,Manan Vohra,14,4,350,0,2,KKR,Eden Gardens,28-May-14
1017,Glenn Maxwell,14,5,280,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
1018,Shane Watson,14,4,350,3,0,KKR,Zayed Cricket Stadium,29-Apr-14
1019,Dwayne Smith,14,4,350,2,1,MI,Wankhede Stadium,10-May-14
1020,JP Duminy,14,4,350,0,2,RCB,M. Chinnaswamy Stadium,13-May-14
1021,Chris Lynn,14,5,280,0,2,RCB,Sharjah Cricket Stadium,24-Apr-14
1022,Albie Morkel,14,4,350,0,2,PBKS,M. Chinnaswamy Stadium,09-May-14
1023,Lendl Simmons,14,4,350,2,1,CSK,Brabourne Stadium,28-May-14
1024,David Miller,14,6,233.33,3,0,RCB,M. Chinnaswamy Stadium,09-May-14
1025,Manan Vohra,14,6,233.33,2,1,DC,Arun Jaitley Stadium,19-May-14
1026,Virender Sehwag,14,6,233.33,2,1,RR,IS Bindra Stadium,23-May-14
1027,AB de Villiers,14,4,350,0,2,RR,M. Chinnaswamy Stadium,11-May-14
1028,Yogesh Takawale,14,5,280,3,0,KKR,Sharjah Cricket Stadium,24-Apr-14
1029,Karn Sharma,14,3,466.66,0,2,CSK,Sharjah Cricket Stadium,27-Apr-14
1030,MS Dhoni,14,5,280,2,1,PBKS,Wankhede Stadium,30-May-14
1031,David Miller,14,6,233.33,3,0,RCB,Dubai International Stadium,28-Apr-14
1032,Manan Vohra,14,6,233.33,2,1,DC,IS Bindra Stadium,25-May-14
1033,Brendon McCullum,14,6,233.33,3,0,MI,Dubai International Stadium,25-Apr-14
1034,Corey Anderson,14,5,280,1,1,RR,Wankhede Stadium,25-May-14
1035,David Warner,13,5,260,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
1036,Lendl Simmons,13,6,216.66,3,0,PBKS,IS Bindra Stadium,21-May-14
1037,Naman Ojha,13,4,325,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
1038,Glenn Maxwell,13,4,325,1,1,CSK,Barabati Stadium,07-May-14
1039,David Miller,13,4,325,3,0,RCB,M. Chinnaswamy Stadium,09-May-14
1040,Suresh Raina,13,5,260,3,0,DC,Zayed Cricket Stadium,21-Apr-14
1041,Virender Sehwag,13,3,433.33,0,2,CSK,Wankhede Stadium,30-May-14
1042,James Faulkner,13,5,260,0,2,PBKS,IS Bindra Stadium,23-May-14
1043,JP Duminy,13,4,325,1,1,RCB,Sharjah Cricket Stadium,17-Apr-14
1044,Lendl Simmons,13,5,260,0,2,CSK,Wankhede Stadium,10-May-14
1045,Brendon McCullum,13,6,216.66,2,0,KKR,JSCA Stadium,02-May-14
1046,Shikhar Dhawan,13,6,216.66,3,0,KKR,Eden Gardens,24-May-14
1047,Dwayne Smith,13,6,216.66,0,2,MI,Dubai International Stadium,25-Apr-14
1048,Dwayne Smith,13,5,260,3,0,MI,Brabourne Stadium,28-May-14
1049,Shaun Marsh,13,4,325,1,1,MI,IS Bindra Stadium,21-May-14
1050,Chris Gayle,24,6,400,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1051,Rohit Sharma,23,5,460,1,3,RCB,M. Chinnaswamy Stadium,19-Apr-15
1052,Kieron Pollard,23,5,460,1,3,CSK,Wankhede Stadium,17-Apr-15
1053,Kieron Pollard,22,5,440,1,3,CSK,Eden Gardens,24-May-15
1054,David Miller,22,6,366.66,1,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1055,Dwayne Smith,22,6,366.66,2,2,PBKS,Chidambaram,25-Apr-15
1056,AB de Villiers,22,5,440,2,2,MI,M. Chinnaswamy Stadium,19-Apr-15
1057,Chris Gayle,21,5,420,2,2,PBKS,M. Chinnaswamy Stadium,06-May-15
1058,David Miller,21,5,420,2,2,KKR,Eden Gardens,09-May-15
1059,Chris Morris,21,5,420,0,3,SRH,Brabourne Stadium,07-May-15
1060,Chris Gayle,20,6,333.33,2,2,PBKS,M. Chinnaswamy Stadium,06-May-15
1061,Kieron Pollard,20,6,333.33,2,2,RR,Narendra Modi Stadium,14-Apr-15
1062,Moises Henriques,20,6,333.33,3,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1063,Mohit Sharma,20,5,400,1,2,MI,Eden Gardens,24-May-15
1064,Karn Sharma,20,5,400,0,3,KKR,Eden Gardens,04-May-15
1065,Dwayne Smith,20,5,400,2,2,MI,Wankhede Stadium,17-Apr-15
1066,Brendon McCullum,19,5,380,1,2,SRH,Chidambaram,11-Apr-15
1067,AB de Villiers,19,5,380,0,3,PBKS,M. Chinnaswamy Stadium,06-May-15
1068,Harbhajan Singh,19,6,316.66,0,3,PBKS,Wankhede Stadium,12-Apr-15
1069,James Faulkner,19,5,380,1,2,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1070,MS Dhoni,19,5,380,0,3,SRH,Chidambaram,11-Apr-15
1071,Angelo Mathews,19,5,380,1,2,KKR,Arun Jaitley Stadium,20-Apr-15
1072,Andre Russell,19,6,316.66,2,1,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
1073,Wriddhiman Saha,19,6,316.66,3,1,RCB,IS Bindra Stadium,13-May-15
1074,David Warner,19,5,380,3,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02-May-15
1075,Shreyas Iyer,18,6,300,1,2,PBKS,Arun Jaitley Stadium,01-May-15
1076,AB de Villiers,18,5,360,1,2,RR,Maharashtra Cricket Association's International Stadium,20-May-15
1077,David Warner,18,6,300,4,0,DC,ACA-VDCA Stadium,18-Apr-15
1078,Hardik Pandya,18,5,360,0,3,CSK,Chidambaram,08-May-15
1079,Moises Henriques,18,5,360,1,2,KKR,Eden Gardens,04-May-15
1080,Suresh Raina,18,4,450,0,3,RCB,M. Chinnaswamy Stadium,22-Apr-15
1081,Umesh Yadav,18,5,360,3,1,RR,Brabourne Stadium,16-May-15
1082,Murali Vijay,18,6,300,3,1,KKR,Eden Gardens,09-May-15
1083,Andre Russell,18,5,360,1,2,PBKS,Eden Gardens,09-May-15
1084,Rohit Sharma,18,4,450,3,1,KKR,Eden Gardens,08-Apr-15
1085,David Warner,18,5,360,3,1,RCB,M. Chinnaswamy Stadium,13-Apr-15
1086,Eoin Morgan,18,6,300,1,2,RR,Brabourne Stadium,07-May-15
1087,Shikhar Dhawan,18,6,300,3,1,MI,Wankhede Stadium,25-Apr-15
1088,Shane Watson,18,4,450,3,1,PBKS,Narendra Modi Stadium,21-Apr-15
1089,JP Duminy,18,5,360,1,2,MI,Arun Jaitley Stadium,23-Apr-15
1090,Mayank Agarwal,18,6,300,4,0,RR,Arun Jaitley Stadium,12-Apr-15
1091,Quinton de Kock,17,5,340,1,2,RCB,M. Chinnaswamy Stadium,17-May-15
1092,Deepak Hooda,17,5,340,2,1,DC,Arun Jaitley Stadium,12-Apr-15
1093,Angelo Mathews,17,6,283.33,2,1,RR,Arun Jaitley Stadium,12-Apr-15
1094,Parthiv Patel,17,5,340,2,1,PBKS,IS Bindra Stadium,03-May-15
1095,Albie Morkel,17,5,340,2,1,CSK,Chidambaram,09-Apr-15
1096,Shaun Marsh,17,6,283.33,0,2,RR,Narendra Modi Stadium,21-Apr-15
1097,Eoin Morgan,17,5,340,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1098,Unmukt Chand,17,5,340,4,0,RCB,M. Chinnaswamy Stadium,19-Apr-15
1099,Eoin Morgan,17,5,340,2,1,RR,Brabourne Stadium,07-May-15
1100,Sarfaraz Khan,17,5,340,2,1,RR,M. Chinnaswamy Stadium,29-Apr-15
1101,Hardik Pandya,17,5,340,4,0,KKR,Wankhede Stadium,14-May-15
1102,Kedar Jadhav,17,4,425,1,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1103,Dwayne Smith,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,22-Apr-15
1104,Johan Botha,17,5,340,4,0,DC,Eden Gardens,07-May-15
1105,Dwayne Bravo,16,5,320,2,1,RR,Narendra Modi Stadium,19-Apr-15
1106,Virat Kohli,16,5,320,2,1,MI,Wankhede Stadium,10-May-15
1107,Virender Sehwag,16,5,320,2,1,MI,Wankhede Stadium,12-Apr-15
1108,Deepak Hooda,16,6,266.66,0,2,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1109,Brendon McCullum,16,6,266.66,2,1,KKR,Eden Gardens,30-Apr-15
1110,Karun Nair,16,4,400,2,1,DC,Brabourne Stadium,03-May-15
1111,Yuvraj Singh,16,5,320,0,2,RR,Arun Jaitley Stadium,12-Apr-15
1112,Mayank Agarwal,16,5,320,2,1,PBKS,Maharashtra Cricket Association's International Stadium,15-Apr-15
1113,Virat Kohli,16,5,320,2,1,PBKS,IS Bindra Stadium,13-May-15
1114,David Warner,16,6,266.66,4,0,PBKS,IS Bindra Stadium,27-Apr-15
1115,Andre Russell,16,5,320,1,2,RCB,M. Chinnaswamy Stadium,02-May-15
1116,Jagadeesha Suchith,16,5,320,2,1,PBKS,Wankhede Stadium,12-Apr-15
1117,Rohit Sharma,16,6,266.66,2,1,CSK,Eden Gardens,24-May-15
1118,Shane Watson,16,5,320,2,1,KKR,Brabourne Stadium,16-May-15
1119,Hardik Pandya,15,5,300,0,2,RCB,M. Chinnaswamy Stadium,19-Apr-15
1120,Virender Sehwag,15,4,375,2,1,DC,Maharashtra Cricket Association's International Stadium,15-Apr-15
1121,Steve Smith,15,6,250,3,0,SRH,Brabourne Stadium,07-May-15
1122,Andre Russell,15,5,300,2,1,PBKS,Eden Gardens,09-May-15
1123,Lendl Simmons,15,6,250,2,1,CSK,Chidambaram,08-May-15
1124,David Warner,15,5,300,2,1,RCB,M. Chinnaswamy Stadium,13-Apr-15
1125,Hardik Pandya,15,6,250,2,1,KKR,Wankhede Stadium,14-May-15
1126,David Warner,15,4,375,2,1,PBKS,IS Bindra Stadium,27-Apr-15
1127,Shane Watson,15,5,300,0,2,CSK,Narendra Modi Stadium,19-Apr-15
1128,Ambati Rayudu,15,4,375,0,2,CSK,Chidambaram,08-May-15
1129,Ambati Rayudu,15,5,300,2,1,RR,Wankhede Stadium,01-May-15
1130,Glenn Maxwell,15,5,300,0,2,DC,Maharashtra Cricket Association's International Stadium,15-Apr-15
1131,Steve Smith,15,6,250,3,0,MI,Narendra Modi Stadium,14-Apr-15
1132,Shreyas Iyer,15,5,300,2,1,MI,Arun Jaitley Stadium,23-Apr-15
1133,Quinton de Kock,15,4,375,2,1,RCB,M. Chinnaswamy Stadium,17-May-15
1134,Corey Anderson,15,4,375,0,2,KKR,Eden Gardens,08-Apr-15
1135,Murali Vijay,15,5,300,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1136,Robin Uthappa,15,5,300,2,1,CSK,Eden Gardens,30-Apr-15
1137,Lendl Simmons,15,6,250,2,1,RCB,Wankhede Stadium,10-May-15
1138,Dwayne Smith,15,5,300,1,1,RR,Narendra Modi Stadium,19-Apr-15
1139,AB de Villiers,15,5,300,2,1,KKR,Eden Gardens,11-Apr-15
1140,AB de Villiers,15,4,375,2,1,MI,Wankhede Stadium,10-May-15
1141,Parthiv Patel,15,5,300,2,1,CSK,Wankhede Stadium,19-May-15
1142,Shane Watson,15,5,300,2,1,CSK,Narendra Modi Stadium,19-Apr-15
1143,Ryan ten Doeschate,14,6,233.33,2,1,CSK,Chidambaram,28-Apr-15
1144,Suryakumar Yadav,14,4,350,0,2,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
1145,Quinton de Kock,14,5,280,2,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1146,Kieron Pollard,14,5,280,2,1,RR,Narendra Modi Stadium,14-Apr-15
1147,Ambati Rayudu,14,5,280,0,2,CSK,Wankhede Stadium,17-Apr-15
1148,Yuvraj Singh,14,4,350,0,2,MI,Wankhede Stadium,05-May-15
1149,Karn Sharma,14,4,350,0,2,DC,ACA-VDCA Stadium,18-Apr-15
1150,Shane Watson,14,6,233.33,1,1,KKR,Brabourne Stadium,16-May-15
1151,MS Dhoni,14,6,233.33,0,1,PBKS,Chidambaram,25-Apr-15
1152,JP Duminy,14,4,350,0,2,RR,Arun Jaitley Stadium,12-Apr-15
1153,Chris Gayle,14,4,350,0,2,PBKS,M. Chinnaswamy Stadium,06-May-15
1154,Moises Henriques,14,3,466.66,0,2,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1155,Lendl Simmons,14,6,233.33,2,1,CSK,Eden Gardens,24-May-15
1156,Chris Gayle,14,6,233.33,2,1,DC,Arun Jaitley Stadium,26-Apr-15
1157,Dwayne Smith,14,6,233.33,2,1,KKR,Chidambaram,28-Apr-15
1158,James Faulkner,14,4,350,0,2,SRH,Brabourne Stadium,07-May-15
1159,Parthiv Patel,14,6,233.33,3,0,RCB,Wankhede Stadium,10-May-15
1160,Virat Kohli,14,4,350,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1161,David Warner,14,6,233.33,0,1,KKR,ACA-VDCA Stadium,22-Apr-15
1162,JP Duminy,14,6,233.33,0,2,MI,Arun Jaitley Stadium,23-Apr-15
1163,Dinesh Karthik,14,5,280,2,1,RR,M. Chinnaswamy Stadium,29-Apr-15
1164,Kieron Pollard,14,4,350,0,2,CSK,Wankhede Stadium,19-May-15
1165,David Warner,14,5,280,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1166,Shreyas Iyer,14,6,233.33,3,0,MI,Wankhede Stadium,05-May-15
1167,AB de Villiers,14,3,466.66,2,1,MI,M. Chinnaswamy Stadium,19-Apr-15
1168,Andre Russell,14,5,280,0,2,CSK,Eden Gardens,30-Apr-15
1169,AB de Villiers,14,5,280,2,1,PBKS,M. Chinnaswamy Stadium,06-May-15
1170,Chris Gayle,14,5,280,2,1,RR,Narendra Modi Stadium,24-Apr-15
1171,Michael Hussey,14,5,280,0,2,RCB,JSCA Stadium,22-May-15
1172,Mandeep Singh,14,3,466.66,0,2,KKR,M. Chinnaswamy Stadium,02-May-15
1173,JP Duminy,14,4,350,0,2,RCB,M. Chinnaswamy Stadium,17-May-15
1174,David Warner,14,6,233.33,2,1,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1175,Glenn Maxwell,14,5,280,2,1,KKR,Eden Gardens,09-May-15
1176,AB de Villiers,14,3,466.66,0,2,RR,Maharashtra Cricket Association's International Stadium,20-May-15
1177,Chris Gayle,14,6,233.33,0,2,KKR,Eden Gardens,11-Apr-15
1178,Lendl Simmons,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,19-Apr-15
1179,David Miller,14,4,350,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1180,Brendon McCullum,14,5,280,3,0,MI,Chidambaram,08-May-15
1181,JP Duminy,14,5,280,2,1,SRH,ACA-VDCA Stadium,18-Apr-15
1182,Ashish Reddy,13,3,433.33,0,2,PBKS,IS Bindra Stadium,27-Apr-15
1183,Virat Kohli,13,5,260,0,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1184,AB de Villiers,13,4,325,3,0,MI,Wankhede Stadium,10-May-15
1185,Harbhajan Singh,13,4,325,3,0,PBKS,Wankhede Stadium,12-Apr-15
1186,Shreyas Iyer,13,3,433.33,0,2,MI,Arun Jaitley Stadium,23-Apr-15
1187,Shreyas Iyer,13,5,260,0,2,SRH,ACA-VDCA Stadium,18-Apr-15
1188,Brendon McCullum,13,5,260,0,2,SRH,Chidambaram,11-Apr-15
1189,Gautam Gambhir,13,6,216.66,2,0,MI,Eden Gardens,08-Apr-15
1190,Deepak Hooda,13,3,433.33,0,2,MI,Narendra Modi Stadium,14-Apr-15
1191,Yuvraj Singh,13,4,325,0,2,PBKS,Maharashtra Cricket Association's International Stadium,15-Apr-15
1192,Yuvraj Singh,13,5,260,3,0,RR,Brabourne Stadium,03-May-15
1193,MS Dhoni,13,4,325,0,2,DC,Chidambaram,09-Apr-15
1194,Manish Pandey,13,5,260,1,1,MI,Eden Gardens,08-Apr-15
1195,Suresh Raina,13,5,260,1,1,RCB,M. Chinnaswamy Stadium,22-Apr-15
1196,AB de Villiers,13,5,260,3,0,RR,M. Chinnaswamy Stadium,29-Apr-15
1197,AB de Villiers,13,4,325,0,2,MI,Wankhede Stadium,10-May-15
1198,Manish Pandey,13,5,260,3,0,PBKS,Eden Gardens,09-May-15
1199,Kieron Pollard,13,4,325,1,1,RR,Wankhede Stadium,01-May-15
1200,Virat Kohli,30,6,500,1,4,GL,M. Chinnaswamy Stadium,14-May-16
1201,Yusuf Pathan,24,6,400,4,1,RCB,M. Chinnaswamy Stadium,02-May-16
1202,Ben Cutting,23,5,460,1,3,RCB,M. Chinnaswamy Stadium,29-May-16
1203,AB de Villiers,23,6,383.33,1,3,GL,M. Chinnaswamy Stadium,14-May-16
1204,Brendon McCullum,22,6,366.66,3,1,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1205,Sarfaraz Khan,22,5,440,4,1,SRH,M. Chinnaswamy Stadium,12-Apr-16
1206,MS Dhoni,22,6,366.66,1,3,PBKS,ACA-VDCA Stadium,21-May-16
1207,Chris Morris,21,5,420,2,2,RPS,ACA-VDCA Stadium,17-May-16
1208,Kieron Pollard,20,4,500,0,3,KKR,Wankhede Stadium,28-Apr-16
1209,Yusuf Pathan,20,5,400,2,2,RPS,Eden Gardens,14-May-16
1210,Brendon McCullum,20,4,500,2,2,RCB,Saurashtra Cricket Association Stadium,24-Apr-16
1211,Kieron Pollard,20,5,400,0,3,KKR,Wankhede Stadium,28-Apr-16
1212,MS Dhoni,20,6,333.33,2,1,GL,Saurashtra Cricket Association Stadium,14-Apr-16
1213,Shane Watson,20,6,333.33,5,0,RPS,M. Chinnaswamy Stadium,07-May-16
1214,Chris Morris,19,4,475,0,3,GL,Arun Jaitley Stadium,27-Apr-16
1215,Krunal Pandya,19,4,475,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1216,KL Rahul,19,5,380,3,1,PBKS,IS Bindra Stadium,09-May-16
1217,David Warner,18,6,300,3,0,GL,Saurashtra Cricket Association Stadium,21-Apr-16
1218,Virat Kohli,18,6,300,0,3,PBKS,M. Chinnaswamy Stadium,18-May-16
1219,Chris Gayle,18,6,300,0,3,PBKS,M. Chinnaswamy Stadium,18-May-16
1220,Thisara Perera,18,4,450,3,1,RCB,Maharashtra Cricket Association's International Stadium,22-Apr-16
1221,David Warner,18,5,360,1,2,RCB,M. Chinnaswamy Stadium,12-Apr-16
1222,David Warner,18,6,300,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1223,Virat Kohli,18,6,300,2,1,PBKS,M. Chinnaswamy Stadium,18-May-16
1224,Shane Watson,18,6,300,0,3,SRH,M. Chinnaswamy Stadium,12-Apr-16
1225,Dwayne Smith,18,6,300,4,0,DC,Arun Jaitley Stadium,27-Apr-16
1226,Quinton de Kock,18,4,450,3,1,MI,ACA-VDCA Stadium,15-May-16
1227,Suresh Raina,18,6,300,3,1,MI,Green Park,21-May-16
1228,Saurabh Tiwary,18,5,360,1,2,MI,Maharashtra Cricket Association's International Stadium,01-May-16
1229,Andre Russell,17,5,340,1,2,RCB,M. Chinnaswamy Stadium,02-May-16
1230,Virat Kohli,17,5,340,1,2,RPS,M. Chinnaswamy Stadium,07-May-16
1231,Chris Gayle,17,4,425,1,2,PBKS,M. Chinnaswamy Stadium,18-May-16
1232,Brendon McCullum,17,6,283.33,1,2,KKR,Eden Gardens,08-May-16
1233,David Warner,17,4,425,1,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1234,Virat Kohli,17,6,283.33,1,2,PBKS,M. Chinnaswamy Stadium,18-May-16
1235,Jos Buttler,17,4,425,1,2,KKR,Eden Gardens,13-Apr-16
1236,Rohit Sharma,17,5,340,4,0,KKR,Eden Gardens,13-Apr-16
1237,MS Dhoni,17,6,283.33,2,1,KKR,Maharashtra Cricket Association's International Stadium,24-Apr-16
1238,Brendon McCullum,17,5,340,2,1,MI,Green Park,21-May-16
1239,Krunal Pandya,16,4,400,1,2,DC,ACA-VDCA Stadium,15-May-16
1240,Sachin Baby,16,4,400,1,2,MI,M. Chinnaswamy Stadium,11-May-16
1241,Rohit Sharma,16,6,266.66,2,1,RPS,Maharashtra Cricket Association's International Stadium,01-May-16
1242,AB de Villiers,16,3,533.33,1,2,GL,M. Chinnaswamy Stadium,14-May-16
1243,Chris Gayle,16,4,400,1,2,SRH,M. Chinnaswamy Stadium,29-May-16
1244,Chris Gayle,16,6,266.66,1,2,SRH,M. Chinnaswamy Stadium,29-May-16
1245,Aaron Finch,16,5,320,4,0,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1246,Stuart Binny,16,4,400,1,2,KKR,M. Chinnaswamy Stadium,02-May-16
1247,KL Rahul,16,4,400,1,2,MI,Wankhede Stadium,20-Apr-16
1248,Thisara Perera,16,6,266.66,2,1,PBKS,ACA-VDCA Stadium,21-May-16
1249,Quinton de Kock,15,4,375,2,1,PBKS,Arun Jaitley Stadium,15-Apr-16
1250,Virat Kohli,15,5,300,2,1,GL,Saurashtra Cricket Association Stadium,24-Apr-16
1251,Dwayne Smith,15,5,300,2,1,RCB,M. Chinnaswamy Stadium,24-May-16
1252,Rishabh Pant,15,5,300,2,1,GL,Saurashtra Cricket Association Stadium,03-May-16
1253,Harbhajan Singh,15,4,375,2,1,RPS,Wankhede Stadium,09-Apr-16
1254,AB de Villiers,15,4,375,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1255,AB de Villiers,15,4,375,2,1,GL,M. Chinnaswamy Stadium,14-May-16
1256,David Warner,15,6,250,0,2,GL,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1257,Steve Smith,15,6,250,3,0,PBKS,IS Bindra Stadium,17-Apr-16
