,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
0,Kumar Sangakkara,94,56,167.85,13,1,MI,IS Bindra Stadium,25-Apr-08
1,Matthew Hayden,81,46,176.08,12,2,MI,Chidambaram,23-Apr-08
2,Sachin Tendulkar,65,46,141.3,12,0,PBKS,Wankhede Stadium,21-May-08
3,Andrew Symonds,117,53,220.75,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
4,Shaun Marsh,115,69,166.66,11,7,RR,IS Bindra Stadium,28-May-08
5,Gautam Gambhir,80,49,163.26,11,1,CSK,Arun Jaitley Stadium,08-May-08
6,Sourav Ganguly,91,57,159.64,11,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
7,Gautam Gambhir,86,54,159.25,11,1,RCB,Arun Jaitley Stadium,30-Apr-08
8,Simon Katich,75,52,144.23,11,1,DC,IS Bindra Stadium,27-Apr-08
9,Shaun Marsh,84,62,135.48,11,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
10,Virender Sehwag,94,41,229.26,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
11,Brendon McCullum,158,73,216.43,10,13,RCB,M. Chinnaswamy Stadium,18-Apr-08
12,James Hopes,71,33,215.15,10,3,CSK,IS Bindra Stadium,19-Apr-08
13,Rohit Sharma,76,42,180.95,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
14,Swapnil Asnodkar,60,34,176.47,10,1,KKR,Sawai Mansingh Stadium,01-May-08
15,Luke Pomersbach,79,50,158,10,3,MI,Wankhede Stadium,21-May-08
16,Niraj Patel,57,39,146.15,10,0,PBKS,IS Bindra Stadium,28-May-08
17,Salman Butt,73,54,135.18,10,1,CSK,Eden Gardens,18-May-08
18,Virender Sehwag,47,19,247.36,9,1,RCB,M. Chinnaswamy Stadium,19-May-08
19,Sanath Jayasuriya,114,48,237.5,9,11,CSK,Wankhede Stadium,14-May-08
20,Adam Gilchrist,109,47,231.91,9,10,MI,DY Patil Stadium,27-Apr-08
21,MS Dhoni,65,30,216.66,9,3,RCB,M. Chinnaswamy Stadium,28-Apr-08
22,Yusuf Pathan,68,37,183.78,9,2,DEC,Sawai Mansingh Stadium,09-May-08
23,Graeme Smith,91,51,178.43,9,4,CSK,Chidambaram,24-May-08
24,Graeme Smith,71,45,157.77,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
25,Shaun Marsh,74,51,145.09,9,2,RCB,IS Bindra Stadium,12-May-08
26,Rahul Dravid,66,51,129.41,9,1,PBKS,M. Chinnaswamy Stadium,05-May-08
27,Adam Gilchrist,61,49,124.48,9,1,RR,Sawai Mansingh Stadium,09-May-08
28,Michael Hussey,116,54,214.81,8,9,PBKS,IS Bindra Stadium,19-Apr-08
29,Graeme Smith,75,49,153.06,8,2,RCB,Sawai Mansingh Stadium,17-May-08
30,Shane Watson,61,41,148.78,8,2,RCB,M. Chinnaswamy Stadium,26-Apr-08
31,VVS Laxman,48,34,141.17,8,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
32,Shikhar Dhawan,68,52,130.76,8,0,DEC,Arun Jaitley Stadium,15-May-08
33,Shikhar Dhawan,52,41,126.82,8,0,RR,Arun Jaitley Stadium,19-Apr-08
34,Dwayne Bravo,64,53,120.75,8,1,KKR,Eden Gardens,29-Apr-08
35,Graeme Smith,49,42,116.66,8,0,RCB,M. Chinnaswamy Stadium,26-Apr-08
36,Parthiv Patel,51,48,106.25,8,0,PBKS,Wankhede Stadium,31-May-08
37,Kumar Sangakkara,50,25,200,7,2,DEC,IS Bindra Stadium,23-May-08
38,Virender Sehwag,71,41,173.17,7,4,CSK,Chidambaram,02-May-08
39,Sanath Jayasuriya,70,42,166.66,7,5,DC,Arun Jaitley Stadium,24-May-08
40,Gautam Gambhir,79,48,164.58,7,3,DEC,Arun Jaitley Stadium,15-May-08
41,Subramaniam Badrinath,53,33,160.6,7,2,MI,Wankhede Stadium,14-May-08
42,Stephen Fleming,44,28,157.14,7,0,DC,Arun Jaitley Stadium,08-May-08
43,Adam Gilchrist,54,36,150,7,2,CSK,Chidambaram,06-May-08
44,Vidyut Sivaramakrishnan,54,37,145.94,7,1,DC,Chidambaram,02-May-08
45,James Hopes,51,35,145.71,7,1,RR,IS Bindra Stadium,28-May-08
46,Shaun Marsh,81,56,144.64,7,4,MI,Wankhede Stadium,21-May-08
47,Gautam Gambhir,40,28,142.85,7,0,PBKS,Arun Jaitley Stadium,17-May-08
48,Kumar Sangakkara,64,45,142.22,7,2,KKR,Eden Gardens,25-May-08
49,Gautam Gambhir,58,46,126.08,7,1,RR,Arun Jaitley Stadium,19-Apr-08
50,Shreevats Goswami,52,42,123.8,7,1,DC,M. Chinnaswamy Stadium,19-May-08
51,VVS Laxman,52,44,118.18,7,0,RCB,M. Chinnaswamy Stadium,03-May-08
52,Swapnil Asnodkar,50,44,113.63,7,1,RCB,Sawai Mansingh Stadium,17-May-08
53,Salman Butt,48,44,109.09,7,0,DC,Eden Gardens,13-May-08
54,Sanath Jayasuriya,48,17,282.35,6,3,KKR,Wankhede Stadium,16-May-08
55,Sanath Jayasuriya,36,15,240,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
56,Abhishek Nayar,45,20,225,6,1,CSK,Chidambaram,23-Apr-08
57,Ross Taylor,44,20,220,6,3,RR,M. Chinnaswamy Stadium,26-Apr-08
58,Sanath Jayasuriya,34,16,212.5,6,1,DC,DY Patil Stadium,04-May-08
59,Rahul Dravid,75,36,208.33,6,6,RR,Sawai Mansingh Stadium,17-May-08
60,Mahela Jayawardena,45,23,195.65,6,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01-May-08
61,Suresh Raina,45,24,187.5,6,2,RR,Chidambaram,24-May-08
62,Swapnil Asnodkar,39,21,185.71,6,1,DC,Wankhede Stadium,30-May-08
63,Rohit Sharma,66,36,183.33,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
64,Albie Morkel,71,40,177.5,6,4,RR,Chidambaram,24-May-08
65,Vidyut Sivaramakrishnan,40,23,173.91,6,1,DC,Arun Jaitley Stadium,08-May-08
66,Yuvraj Singh,57,34,167.64,6,3,RR,Sawai Mansingh Stadium,21-Apr-08
67,Yusuf Pathan,55,33,166.66,6,2,KKR,Sawai Mansingh Stadium,01-May-08
68,Shane Watson,46,28,164.28,6,0,RCB,Sawai Mansingh Stadium,17-May-08
69,Sourav Ganguly,86,53,162.26,6,6,PBKS,Eden Gardens,25-May-08
70,Stephen Fleming,32,20,160,6,0,KKR,Eden Gardens,18-May-08
71,Matthew Hayden,70,49,142.85,6,3,KKR,Chidambaram,26-Apr-08
72,Herschelle Gibbs,47,34,138.23,6,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
73,Subramaniam Badrinath,64,47,136.17,6,3,PBKS,Chidambaram,10-May-08
74,Shikhar Dhawan,59,46,128.26,6,2,CSK,Arun Jaitley Stadium,08-May-08
75,Gautam Gambhir,39,31,125.8,6,0,RCB,M. Chinnaswamy Stadium,19-May-08
76,Jacques Kallis,31,25,124,6,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
77,MS Dhoni,43,35,122.85,6,1,MI,Wankhede Stadium,14-May-08
78,Jacques Kallis,54,44,122.72,6,1,DC,Arun Jaitley Stadium,30-Apr-08
79,Robin Uthappa,43,36,119.44,6,1,CSK,Chidambaram,23-Apr-08
80,Adam Gilchrist,50,42,119.04,6,1,PBKS,IS Bindra Stadium,23-May-08
81,Wasim Jaffer,44,37,118.91,6,0,DEC,M. Chinnaswamy Stadium,03-May-08
82,Manoj Tiwary,39,34,114.7,6,0,PBKS,IS Bindra Stadium,27-Apr-08
83,Yusuf Pathan,48,18,266.66,5,3,KKR,Eden Gardens,20-May-08
84,Robin Uthappa,46,23,200,5,2,DC,Arun Jaitley Stadium,24-May-08
85,Shane Watson,74,40,185,5,5,DC,Sawai Mansingh Stadium,11-May-08
86,Sanath Jayasuriya,29,16,181.25,5,1,RCB,Wankhede Stadium,20-Apr-08
87,Yusuf Pathan,21,12,175,5,0,RCB,M. Chinnaswamy Stadium,26-Apr-08
88,Wriddhiman Saha,27,16,168.75,5,1,CSK,Chidambaram,26-Apr-08
89,Kumar Sangakkara,54,33,163.63,5,2,CSK,IS Bindra Stadium,19-Apr-08
90,Shane Watson,76,49,155.1,5,5,PBKS,Sawai Mansingh Stadium,21-Apr-08
91,Suresh Raina,32,21,152.38,5,0,DEC,Chidambaram,06-May-08
92,Swapnil Asnodkar,41,27,151.85,5,2,CSK,Chidambaram,24-May-08
93,Wasim Jaffer,50,33,151.51,5,2,CSK,M. Chinnaswamy Stadium,28-Apr-08
94,Tillakaratne Dilshan,33,22,150,5,1,RR,Wankhede Stadium,30-May-08
95,Debabrata Das,29,20,145,5,1,MI,Eden Gardens,29-Apr-08
96,Ravindra Jadeja,36,25,144,5,1,PBKS,Sawai Mansingh Stadium,21-Apr-08
97,Adam Gilchrist,24,17,141.17,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
98,Rohit Sharma,57,42,135.71,5,3,RCB,M. Chinnaswamy Stadium,03-May-08
99,Gautam Gambhir,50,37,135.13,5,1,CSK,Chidambaram,02-May-08
100,Parthiv Patel,54,40,135,5,2,RR,Chidambaram,24-May-08
101,Kumar Sangakkara,28,21,133.33,5,0,KKR,IS Bindra Stadium,03-May-08
102,Tillakaratne Dilshan,25,19,131.57,5,0,KKR,Eden Gardens,13-May-08
103,Jagadeesh Arunkumar,22,17,129.41,5,0,KKR,Eden Gardens,08-May-08
104,Robin Uthappa,48,38,126.31,5,1,RCB,Wankhede Stadium,20-Apr-08
105,Salman Butt,24,19,126.31,5,0,PBKS,Eden Gardens,25-May-08
106,Suresh Raina,54,43,125.58,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
107,Shaun Marsh,40,32,125,5,1,KKR,IS Bindra Stadium,03-May-08
108,Mark Boucher,50,40,125,5,1,KKR,Eden Gardens,08-May-08
109,Manoj Tiwary,36,29,124.13,5,0,MI,Arun Jaitley Stadium,24-May-08
110,Rahul Dravid,47,39,120.51,5,0,CSK,Chidambaram,21-May-08
111,Salman Butt,24,20,120,5,0,RR,Eden Gardens,20-May-08
112,Graeme Smith,25,21,119.04,5,0,DC,Wankhede Stadium,30-May-08
113,Parthiv Patel,38,33,115.15,5,0,RR,DY Patil Stadium,01-Jun-08
114,Swapnil Asnodkar,32,30,106.66,5,0,CSK,Sawai Mansingh Stadium,04-May-08
115,Robin Uthappa,37,37,100,5,0,KKR,Eden Gardens,29-Apr-08
116,Virat Kohli,34,36,94.44,5,0,PBKS,M. Chinnaswamy Stadium,05-May-08
117,Piyush Chawla,24,11,218.18,4,0,RR,Sawai Mansingh Stadium,21-Apr-08
118,Yusuf Pathan,61,28,217.85,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
119,Mark Boucher,39,19,205.26,4,2,MI,Wankhede Stadium,20-Apr-08
120,David Hussey,57,29,196.55,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
121,Kamran Akmal,53,28,189.28,4,3,CSK,Chidambaram,24-May-08
122,MS Dhoni,30,16,187.5,4,1,MI,Chidambaram,23-Apr-08
123,Laxmi Ratan Shukla,40,22,181.81,4,2,MI,Eden Gardens,29-Apr-08
124,Sanath Jayasuriya,20,11,181.81,4,0,CSK,Chidambaram,23-Apr-08
125,Shane Watson,52,29,179.31,4,3,DC,Wankhede Stadium,30-May-08
126,Dinesh Karthik,56,32,175,4,3,MI,Arun Jaitley Stadium,24-May-08
127,Venugopal Rao,71,42,169.04,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
128,Robin Uthappa,34,21,161.9,4,1,RR,DY Patil Stadium,07-May-08
129,Suresh Raina,55,34,161.76,4,4,PBKS,Wankhede Stadium,31-May-08
130,Shane Watson,32,20,160,4,1,MI,DY Patil Stadium,07-May-08
131,David Hussey,71,46,154.34,4,4,PBKS,IS Bindra Stadium,03-May-08
132,MF Maharoof,20,13,153.84,4,0,MI,Arun Jaitley Stadium,24-May-08
133,Suresh Raina,26,17,152.94,4,0,PBKS,Chidambaram,10-May-08
134,Shikhar Dhawan,50,33,151.51,4,3,RCB,Arun Jaitley Stadium,30-Apr-08
135,Venugopal Rao,57,38,150,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
136,James Hopes,18,12,150,4,0,KKR,IS Bindra Stadium,03-May-08
137,MS Dhoni,37,25,148,4,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
138,Matthew Hayden,25,17,147.05,4,1,PBKS,IS Bindra Stadium,19-Apr-08
139,Sanath Jayasuriya,54,37,145.94,4,4,RCB,M. Chinnaswamy Stadium,28-May-08
140,Dwaraka Ravi Teja,40,28,142.85,4,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
141,VVS Laxman,37,26,142.3,4,1,MI,DY Patil Stadium,27-Apr-08
142,Shane Watson,21,15,140,4,0,DC,Arun Jaitley Stadium,19-Apr-08
143,Swapnil Asnodkar,28,20,140,4,0,CSK,DY Patil Stadium,01-Jun-08
144,Gautam Gambhir,31,23,134.78,4,0,RR,Sawai Mansingh Stadium,11-May-08
145,Ramesh Powar,28,21,133.33,4,1,CSK,Wankhede Stadium,31-May-08
146,Sourav Ganguly,51,39,130.76,4,2,RR,Sawai Mansingh Stadium,01-May-08
147,Dinesh Salunkhe,26,20,130,4,0,DC,Arun Jaitley Stadium,19-Apr-08
148,Albie Morkel,42,33,127.27,4,1,RR,Sawai Mansingh Stadium,04-May-08
149,Laxmi Ratan Shukla,42,33,127.27,4,1,CSK,Chidambaram,26-Apr-08
150,Graeme Smith,77,44,175,12,1,PBKS,Kingsmead,05-May-09
151,Brendon McCullum,81,48,168.75,11,3,CSK,Supersport Park,18-May-09
152,Adam Gilchrist,85,35,242.85,10,5,DC,Supersport Park,22-May-09
153,Suresh Raina,98,55,178.18,10,5,RR,Supersport Park,30-Apr-09
154,Brad Hodge,70,43,162.79,10,1,PBKS,St George's Park,03-May-09
155,Manish Pandey,114,73,156.16,10,4,DEC,Supersport Park,21-May-09
156,Brendon McCullum,84,64,131.25,10,2,RCB,Supersport Park,12-May-09
157,Matthew Hayden,65,35,185.71,9,2,RCB,St George's Park,20-Apr-09
158,Subramaniam Badrinath,59,41,143.9,9,1,RR,De Beers Diamond Oval,09-May-09
159,Robin Uthappa,66,42,157.14,8,2,MI,New Wanderers Stadium,03-May-09
160,Matthew Hayden,89,58,153.44,8,6,PBKS,Supersport Park,07-May-09
161,Matthew Hayden,49,35,140,8,0,DEC,Kingsmead,27-Apr-09
162,Rahul Dravid,66,48,137.5,8,1,RR,Newlands,18-Apr-09
163,Sachin Tendulkar,46,41,112.19,8,0,DC,Supersport Park,21-May-09
164,Ross Taylor,81,33,245.45,7,5,KKR,Supersport Park,12-May-09
165,MS Dhoni,56,27,207.4,7,2,PBKS,Supersport Park,07-May-09
166,Virat Kohli,50,32,156.25,7,0,DEC,Newlands,22-Apr-09
167,Manish Pandey,48,35,137.14,7,0,CSK,New Wanderers Stadium,23-May-09
168,Parthiv Patel,36,27,133.33,7,0,RCB,New Wanderers Stadium,23-May-09
169,Mahela Jayawardena,52,41,126.82,7,0,KKR,St George's Park,03-May-09
170,Sachin Tendulkar,59,49,120.4,7,0,CSK,Newlands,18-Apr-09
171,Dwayne Bravo,70,59,118.64,7,3,PBKS,Supersport Park,12-May-09
172,Kumar Sangakkara,60,51,117.64,7,1,RR,Newlands,26-Apr-09
173,JP Duminy,52,48,108.33,7,0,DEC,Supersport Park,06-May-09
174,Yusuf Pathan,42,21,200,6,2,KKR,Newlands,23-Apr-09
175,Adam Gilchrist,71,45,157.77,6,5,RCB,Newlands,22-Apr-09
176,MS Dhoni,58,37,156.75,6,1,DEC,Buffalo Park,04-May-09
177,Jesse Ryder,32,21,152.38,6,0,PBKS,Kingsmead,24-Apr-09
178,Sachin Tendulkar,68,45,151.11,6,4,KKR,St George's Park,27-Apr-09
179,Herschelle Gibbs,58,44,131.81,6,2,MI,Kingsmead,25-Apr-09
180,Matthew Hayden,44,35,125.71,6,1,MI,Newlands,18-Apr-09
181,Herschelle Gibbs,69,56,123.21,6,2,CSK,Kingsmead,27-Apr-09
182,Lee Carseldine,39,32,121.87,6,0,DEC,St George's Park,02-May-09
183,Sanath Jayasuriya,52,43,120.93,6,1,RCB,New Wanderers Stadium,03-May-09
184,Swapnil Asnodkar,44,39,112.82,6,1,DEC,De Beers Diamond Oval,11-May-09
185,Rahul Dravid,44,39,112.82,6,0,CSK,New Wanderers Stadium,23-May-09
186,Chris Gayle,40,37,108.1,6,0,RCB,Kingsmead,29-Apr-09
187,Shreevats Goswami,43,46,93.47,6,0,KKR,Kingsmead,29-Apr-09
188,Kumar Sangakkara,43,47,91.48,6,0,DC,OUTsurance Oval,15-May-09
189,Ravindra Jadeja,33,12,275,5,1,PBKS,Kingsmead,05-May-09
190,Adam Gilchrist,44,19,231.57,5,3,CSK,Kingsmead,27-Apr-09
191,Munaf Patel,23,10,230,5,0,DC,OUTsurance Oval,17-May-09
192,Matthew Hayden,57,27,211.11,5,3,DC,Kingsmead,23-Apr-09
193,Adam Gilchrist,64,33,193.93,5,5,DC,Kingsmead,13-May-09
194,Irfan Pathan,32,17,188.23,5,1,KKR,Kingsmead,21-Apr-09
195,Sunny Sohal,43,23,186.95,5,3,MI,Supersport Park,12-May-09
196,Rahul Dravid,48,27,177.77,5,2,DEC,Newlands,22-Apr-09
197,Dwayne Smith,48,28,171.42,5,2,DC,Supersport Park,30-Apr-09
198,Matthew Hayden,43,26,165.38,5,3,DEC,Buffalo Park,04-May-09
199,Herschelle Gibbs,43,26,165.38,5,1,KKR,Newlands,19-Apr-09
200,Yuvraj Singh,58,36,161.11,5,2,CSK,Supersport Park,07-May-09
201,Matthew Hayden,60,38,157.89,5,3,RCB,Kingsmead,14-May-09
202,Suresh Raina,41,27,151.85,5,1,DC,Kingsmead,23-Apr-09
203,Adam Gilchrist,43,31,138.7,5,2,KKR,New Wanderers Stadium,16-May-09
204,Ajinkya Rahane,56,41,136.58,5,2,DC,Supersport Park,21-May-09
205,Jacques Kallis,62,46,134.78,5,2,PBKS,Kingsmead,24-Apr-09
206,Naman Ojha,68,51,133.33,5,5,PBKS,Kingsmead,05-May-09
207,Sanath Jayasuriya,26,20,130,5,0,CSK,Newlands,18-Apr-09
208,Rob Quiney,51,40,127.5,5,2,MI,Kingsmead,14-May-09
209,Jacques Kallis,24,19,126.31,5,0,CSK,St George's Park,20-Apr-09
210,Brad Hodge,73,60,121.66,5,3,MI,Buffalo Park,01-May-09
211,Brad Hodge,48,41,117.07,5,0,DEC,New Wanderers Stadium,16-May-09
212,Jacques Kallis,69,59,116.94,5,2,MI,New Wanderers Stadium,03-May-09
213,Adam Gilchrist,39,35,111.42,5,2,RR,St George's Park,02-May-09
214,Graeme Smith,44,46,95.65,5,0,DC,Supersport Park,28-Apr-09
215,Abhishek Nayar,35,18,194.44,4,1,RR,Kingsmead,14-May-09
216,Adam Gilchrist,23,13,176.92,4,1,PBKS,New Wanderers Stadium,17-May-09
217,Sunny Sohal,30,17,176.47,4,1,DEC,De Beers Diamond Oval,09-May-09
218,Brad Hodge,71,44,161.36,4,4,CSK,Supersport Park,18-May-09
219,Suresh Raina,32,20,160,4,1,PBKS,Supersport Park,07-May-09
220,Ross Taylor,35,22,159.09,4,2,PBKS,Kingsmead,24-Apr-09
221,Matthew Hayden,30,19,157.89,4,1,DC,New Wanderers Stadium,02-May-09
222,Andrew Symonds,33,21,157.14,4,1,RCB,New Wanderers Stadium,24-May-09
223,Abhishek Raut,36,23,156.52,4,0,DEC,St George's Park,02-May-09
224,Sourav Ganguly,46,30,153.33,4,2,RR,Newlands,23-Apr-09
225,Abhishek Nayar,29,20,145,4,0,RCB,New Wanderers Stadium,03-May-09
226,MS Dhoni,40,28,142.85,4,1,KKR,Supersport Park,18-May-09
227,Ravi Bopara,84,59,142.37,4,5,RCB,Kingsmead,24-Apr-09
228,Jacob Oram,41,29,141.37,4,2,DEC,Kingsmead,27-Apr-09
229,Sachin Tendulkar,41,29,141.37,4,1,PBKS,Supersport Park,12-May-09
230,Parthiv Patel,32,23,139.13,4,1,PBKS,Kingsmead,20-May-09
231,Sachin Tendulkar,40,30,133.33,4,1,RR,Kingsmead,14-May-09
232,Subramaniam Badrinath,45,34,132.35,4,2,DC,New Wanderers Stadium,02-May-09
233,Parthiv Patel,25,19,131.57,4,0,KKR,Supersport Park,18-May-09
234,Ravindra Jadeja,42,32,131.25,4,1,MI,Kingsmead,14-May-09
235,Kumar Sangakkara,56,43,130.23,4,1,DEC,New Wanderers Stadium,17-May-09
236,Ajinkya Rahane,62,49,126.53,4,1,RCB,St George's Park,10-May-09
237,Jacques Kallis,27,22,122.72,4,0,PBKS,Kingsmead,01-May-09
238,JP Duminy,47,40,117.5,4,2,DEC,Kingsmead,25-Apr-09
239,JP Duminy,62,54,114.81,4,2,CSK,St George's Park,16-May-09
240,Rahul Dravid,38,34,111.76,4,0,DC,New Wanderers Stadium,19-May-09
241,George Bailey,30,27,111.11,4,0,KKR,Supersport Park,18-May-09
242,Matthew Hayden,48,44,109.09,4,1,RR,De Beers Diamond Oval,09-May-09
243,Virat Kohli,38,35,108.57,4,2,CSK,Kingsmead,14-May-09
244,Subramaniam Badrinath,29,27,107.4,4,0,RR,Supersport Park,30-Apr-09
245,Sanath Jayasuriya,29,27,107.4,4,0,RCB,St George's Park,10-May-09
246,Kevin Pietersen,32,30,106.66,4,0,RR,Newlands,18-Apr-09
247,Matthew Hayden,60,57,105.26,4,1,MI,St George's Park,16-May-09
248,Jacques Kallis,32,34,94.11,4,1,KKR,Supersport Park,12-May-09
249,JP Duminy,59,63,93.65,4,0,PBKS,Kingsmead,29-Apr-09
250,Brad Hodge,31,34,91.17,4,0,DEC,Newlands,19-Apr-09
251,Graeme Smith,20,22,90.9,4,0,RCB,Supersport Park,07-May-09
252,Virat Kohli,20,22,90.9,4,0,MI,St George's Park,10-May-09
253,Rob Quiney,28,31,90.32,4,0,CSK,Supersport Park,30-Apr-09
254,Rohit Sharma,32,13,246.15,3,2,KKR,New Wanderers Stadium,16-May-09
255,Yusuf Pathan,62,30,206.66,3,6,DC,Supersport Park,28-Apr-09
256,Simon Katich,20,10,200,3,1,DC,OUTsurance Oval,15-May-09
257,Simon Katich,50,25,200,3,4,CSK,Supersport Park,07-May-09
258,Andrew Symonds,41,22,186.36,3,2,DC,Kingsmead,13-May-09
259,Roelof van der Merwe,35,19,184.21,3,3,PBKS,Kingsmead,01-May-09
260,Karan Goel,38,21,180.95,3,3,DC,Newlands,19-Apr-09
261,Sanath Jayasuriya,30,17,176.47,3,2,CSK,St George's Park,16-May-09
262,Yuvraj Singh,30,17,176.47,3,1,RCB,Kingsmead,24-Apr-09
263,Mahela Jayawardena,44,25,176,3,2,CSK,Supersport Park,07-May-09
264,Adam Gilchrist,35,20,175,3,3,MI,Kingsmead,25-Apr-09
265,Mahela Jayawardena,31,19,163.15,3,1,KKR,Kingsmead,21-Apr-09
266,Rohit Sharma,42,26,161.53,3,3,PBKS,New Wanderers Stadium,17-May-09
267,David Hussey,43,27,159.25,3,2,RCB,Supersport Park,12-May-09
268,Yusuf Pathan,20,13,153.84,3,0,CSK,Supersport Park,30-Apr-09
269,Pinal Shah,29,19,152.63,3,2,DEC,Supersport Park,06-May-09
270,Tirumalasetti Suman,29,19,152.63,3,1,RR,De Beers Diamond Oval,11-May-09
271,Yuvraj Singh,50,34,147.05,3,4,RCB,Kingsmead,01-May-09
272,Suresh Raina,52,36,144.44,3,3,KKR,Supersport Park,18-May-09
273,Ravindra Jadeja,27,19,142.1,3,1,CSK,De Beers Diamond Oval,09-May-09
274,Herschelle Gibbs,60,43,139.53,3,4,RCB,Supersport Park,21-May-09
275,Naman Ojha,52,38,136.84,3,3,RCB,Supersport Park,07-May-09
276,Yuvraj Singh,38,28,135.71,3,2,KKR,Kingsmead,21-Apr-09
277,Ross Taylor,27,20,135,3,1,DEC,New Wanderers Stadium,24-May-09
278,Ajit Agarkar,39,29,134.48,3,2,DC,New Wanderers Stadium,10-May-09
279,Sachin Tendulkar,36,27,133.33,3,2,DEC,Kingsmead,25-Apr-09
280,Ravindra Jadeja,24,18,133.33,3,0,DC,OUTsurance Oval,17-May-09
281,Suresh Raina,13,10,130,3,0,RCB,Kingsmead,14-May-09
282,Yuvraj Singh,48,37,129.72,3,3,RR,Kingsmead,05-May-09
283,Tirumalasetti Suman,31,24,129.16,3,1,KKR,New Wanderers Stadium,16-May-09
284,Roelof van der Merwe,23,18,127.77,3,1,DEC,Supersport Park,21-May-09
285,Adam Gilchrist,20,16,125,3,1,PBKS,De Beers Diamond Oval,09-May-09
286,George Bailey,15,12,125,3,0,PBKS,Kingsmead,20-May-09
287,Simon Katich,34,28,121.42,3,1,KKR,St George's Park,03-May-09
288,Yusuf Pathan,17,14,121.42,3,0,MI,Kingsmead,14-May-09
289,Johan Botha,37,31,119.35,3,0,DC,OUTsurance Oval,17-May-09
290,Sourav Ganguly,34,30,113.33,3,1,MI,St George's Park,27-Apr-09
291,Sachin Tendulkar,34,30,113.33,3,2,KKR,Buffalo Park,01-May-09
292,Rohit Sharma,36,32,112.5,3,2,KKR,Newlands,19-Apr-09
293,Yashpal Singh,20,18,111.11,3,0,RR,Newlands,23-Apr-09
294,Herschelle Gibbs,53,48,110.41,3,2,RCB,New Wanderers Stadium,24-May-09
295,Jesse Ryder,22,20,110,3,0,KKR,Supersport Park,12-May-09
296,Brad Hodge,24,22,109.09,3,0,MI,St George's Park,27-Apr-09
297,Jacques Kallis,15,14,107.14,3,0,DEC,Newlands,22-Apr-09
298,Laxmi Ratan Shukla,48,46,104.34,3,2,RR,Kingsmead,20-May-09
299,Swapnil Asnodkar,26,25,104,3,1,CSK,De Beers Diamond Oval,09-May-09
300,Michael Lumb,83,43,193.02,16,2,PBKS,Sawai Mansingh Stadium,07-Apr-10
301,Mahela Jayawardena,110,59,186.44,14,3,KKR,Eden Gardens,04-Apr-10
302,Mahela Jayawardena,93,62,150,13,2,DEC,HPCA Stadium,16-Apr-10
303,Suresh Raina,78,39,200,11,3,KKR,Chidambaram,13-Apr-10
304,Sachin Tendulkar,63,32,196.87,11,0,DC,Arun Jaitley Stadium,17-Mar-10
305,Sourav Ganguly,75,50,150,11,2,RR,Eden Gardens,17-Apr-10
306,Kevin Pietersen,62,29,213.79,10,2,RR,Sawai Mansingh Stadium,14-Apr-10
307,Virender Sehwag,74,38,194.73,10,3,CSK,Arun Jaitley Stadium,19-Mar-10
308,Sachin Tendulkar,89,59,150.84,10,2,RR,Sawai Mansingh Stadium,11-Apr-10
309,Sachin Tendulkar,71,48,147.91,10,0,KKR,Brabourne Stadium,22-Mar-10
310,Jacques Kallis,66,55,120,10,0,MI,Brabourne Stadium,20-Mar-10
311,Yusuf Pathan,100,37,270.27,9,8,MI,Brabourne Stadium,13-Mar-10
312,Matthew Hayden,93,43,216.27,9,7,DC,Arun Jaitley Stadium,19-Mar-10
313,Sourav Ganguly,88,54,162.96,9,5,DEC,Eden Gardens,01-Apr-10
314,David Warner,107,69,155.07,9,5,KKR,Arun Jaitley Stadium,29-Mar-10
315,Jacques Kallis,68,44,154.54,9,1,DEC,M. Chinnaswamy Stadium,08-Apr-10
316,Ravi Bopara,77,50,154,9,2,RCB,M. Chinnaswamy Stadium,16-Mar-10
317,Kumar Sangakkara,52,37,140.54,9,1,DEC,HPCA Stadium,16-Apr-10
