POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
70,Shane Watson,4,39,0,0,PBKS,Sawai Mansingh Stadium,21 April 2008
71,Manpreet Gony,4,39,1,24,DC,Chidambaram,02 May 2008
72,Sanath Jayasuriya,4,39,1,24,RCB,Wankhede Stadium,20 April 2008
73,Mohammad Asif,4,39,2,12,PBKS,IS Bindra Stadium,27 April 2008
74,MF Maharoof,4,39,2,12,DEC,Arun Jaitley Stadium,15 May 2008
75,Muttiah Muralitharan,4,39,2,12,RR,DY Patil Stadium,01 June 2008
76,Jacques Kallis,4,39,2,12,DC,Arun Jaitley Stadium,30 April 2008
77,Balachandra Akhil,3,39,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
78,Glenn McGrath,4,38,0,0,RR,Wankhede Stadium,30 May 2008
79,Praveen Kumar,4,38,0,0,KKR,M. Chinnaswamy Stadium,18 April 2008
80,Albie Morkel,4,38,1,24,RCB,M. Chinnaswamy Stadium,28 April 2008
81,Zaheer Khan,4,38,1,24,KKR,M. Chinnaswamy Stadium,18 April 2008
82,Manpreet Gony,4,38,1,24,PBKS,Chidambaram,10 May 2008
83,Dilhara Fernando,4,38,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
84,Palani Amarnath,4,38,2,12,RCB,M. Chinnaswamy Stadium,28 April 2008
85,Zaheer Khan,4,38,3,8,CSK,M. Chinnaswamy Stadium,28 April 2008
86,Shanthakumaran Sreesanth,3.1,38,1,19,RR,Sawai Mansingh Stadium,21 April 2008
87,Munaf Patel,4,37,0,0,PBKS,IS Bindra Stadium,28 May 2008
88,Makhaya Ntini,4,37,0,0,DEC,Chidambaram,06 May 2008
89,Irfan Pathan,4,37,0,0,MI,Wankhede Stadium,21 May 2008
90,Jacob Oram,4,37,0,0,PBKS,IS Bindra Stadium,19 April 2008
91,Gajendra Singh,4,37,1,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
92,Rohan Raje,4,37,1,24,RR,Sawai Mansingh Stadium,26 May 2008
93,Amit Mishra,4,37,2,12,RR,Wankhede Stadium,30 May 2008
94,Dhawal Kulkarni,4,37,2,12,PBKS,IS Bindra Stadium,25 April 2008
95,Dwayne Bravo,4,37,2,12,CSK,Wankhede Stadium,14 May 2008
96,Albie Morkel,4,37,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
97,RP Singh,3.3,37,0,0,PBKS,IS Bindra Stadium,23 May 2008
98,Zaheer Khan,3,37,0,0,DC,M. Chinnaswamy Stadium,19 May 2008
99,Nuwan Zoysa,3,37,0,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
100,Siddharth Trivedi,3,37,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
101,Shane Watson,4,36,0,0,KKR,Eden Gardens,20 May 2008
102,Anil Kumble,4,36,0,0,PBKS,IS Bindra Stadium,12 May 2008
103,David Hussey,4,36,0,0,PBKS,Eden Gardens,25 May 2008
104,Jacques Kallis,4,36,0,0,CSK,M. Chinnaswamy Stadium,28 April 2008
105,James Hopes,4,36,0,0,CSK,Chidambaram,10 May 2008
106,Dilhara Fernando,4,36,1,24,PBKS,Wankhede Stadium,21 May 2008
107,Manpreet Gony,4,36,1,24,DC,Arun Jaitley Stadium,08 May 2008
108,Lakshmipathy Balaji,4,36,1,24,KKR,Eden Gardens,18 May 2008
109,Chaminda Vaas,4,36,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
110,Sanjay Bangar,4,36,1,24,CSK,Chidambaram,06 May 2008
111,Munaf Patel,4,36,1,24,PBKS,Sawai Mansingh Stadium,21 April 2008
112,Scott Styris,4,36,1,24,PBKS,IS Bindra Stadium,23 May 2008
113,Harbhajan Singh,4,36,2,12,RCB,Wankhede Stadium,20 April 2008
114,Piyush Chawla,4,36,2,12,KKR,Eden Gardens,25 May 2008
115,MF Maharoof,4,36,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
116,Yo Mahesh,4,36,4,6,MI,Arun Jaitley Stadium,24 May 2008
117,RP Singh,3.5,36,0,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
118,Irfan Pathan,3.4,36,0,0,KKR,Eden Gardens,25 May 2008
119,Anil Kumble,3.2,36,0,0,PBKS,M. Chinnaswamy Stadium,05 May 2008
120,Dwayne Bravo,3,36,0,0,CSK,Chidambaram,23 April 2008
121,Praveen Kumar,3,36,1,18,KKR,Eden Gardens,08 May 2008
122,Chaminda Vaas,3,36,1,18,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
123,Piyush Chawla,3,36,1,18,CSK,Chidambaram,10 May 2008
124,Sanath Jayasuriya,4,35,0,0,DC,Arun Jaitley Stadium,24 May 2008
125,Zaheer Khan,4,35,0,0,PBKS,IS Bindra Stadium,12 May 2008
126,Daniel Vettori,4,35,1,24,RR,Arun Jaitley Stadium,19 April 2008
127,Jacques Kallis,4,35,1,24,DEC,M. Chinnaswamy Stadium,03 May 2008
128,Vikram Singh,4,35,1,24,CSK,Chidambaram,10 May 2008
129,Brett Lee,4,35,1,24,CSK,IS Bindra Stadium,19 April 2008
130,Ashish Nehra,4,35,1,24,CSK,Chidambaram,23 April 2008
131,Yo Mahesh,4,35,1,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
132,Brett Lee,4,35,1,24,RR,Sawai Mansingh Stadium,21 April 2008
133,Shanthakumaran Sreesanth,4,35,2,12,MI,Wankhede Stadium,21 May 2008
134,Lakshmipathy Balaji,4,35,2,12,DC,Arun Jaitley Stadium,08 May 2008
135,Albie Morkel,4,35,2,12,DC,Arun Jaitley Stadium,08 May 2008
136,Albie Morkel,4,35,2,12,RR,Chidambaram,24 May 2008
137,Shane Warne,4,35,2,12,CSK,Chidambaram,24 May 2008
138,RP Singh,4,35,3,8,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
139,Piyush Chawla,4,35,3,8,RR,IS Bindra Stadium,28 May 2008
140,James Hopes,3,35,0,0,KKR,IS Bindra Stadium,03 May 2008
141,Shanthakumaran Sreesanth,3,35,0,0,CSK,IS Bindra Stadium,19 April 2008
142,Palani Amarnath,3,35,0,0,DC,Arun Jaitley Stadium,08 May 2008
143,Palani Amarnath,3,35,1,18,PBKS,Chidambaram,10 May 2008
144,Joginder Sharma,3,35,1,18,DC,Chidambaram,02 May 2008
145,David Hussey,3,35,1,18,DEC,Eden Gardens,20 April 2008
146,Yo Mahesh,2.1,35,0,0,RR,Sawai Mansingh Stadium,11 May 2008
147,Andrew Symonds,2,35,0,0,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
148,Balachandra Akhil,4,34,0,0,CSK,M. Chinnaswamy Stadium,28 April 2008
149,Shane Warne,4,34,0,0,CSK,DY Patil Stadium,01 June 2008
150,Vikram Singh,4,34,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
