POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
27,Rohit Sharma,87,31,8,5,CSK,Wankhede Stadium,22 April 2011
28,Suresh Raina,59,31,6,2,DEC,Chidambaram,01 May 2011
29,Virat Kohli,56,31,8,2,DC,Arun Jaitley Stadium,26 April 2011
30,Jesse Ryder,51,31,4,2,RCB,M. Chinnaswamy Stadium,29 April 2011
31,Michael Hussey,79,32,8,1,RR,Chidambaram,04 May 2011
32,MS Dhoni,70,32,3,6,RCB,M. Chinnaswamy Stadium,22 May 2011
33,Chris Gayle,70,33,7,4,RR,Sawai Mansingh Stadium,11 May 2011
34,Subramaniam Badrinath,63,33,6,2,PWI,DY Patil Stadium,27 April 2011
35,Rohit Sharma,56,33,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
36,Ajinkya Rahane,52,33,7,0,CSK,Sawai Mansingh Stadium,09 May 2011
37,Shaun Marsh,79,34,7,5,RCB,HPCA Stadium,17 May 2011
38,Chris Gayle,75,34,4,6,CSK,M. Chinnaswamy Stadium,22 May 2011
39,Murali Vijay,74,34,6,4,PBKS,IS Bindra Stadium,13 April 2011
40,Shikhar Dhawan,95,35,14,1,PBKS,HPCA Stadium,21 May 2011
41,Paul Valthaty,75,35,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
42,Sunny Sohal,62,35,8,1,DC,Arun Jaitley Stadium,19 April 2011
43,Ambati Rayudu,59,35,7,2,DC,Wankhede Stadium,07 May 2011
44,Ambati Rayudu,51,35,8,1,PBKS,Wankhede Stadium,02 May 2011
45,Virender Sehwag,80,36,8,5,KTK,Jawaharlal Nehru Stadium,30 April 2011
46,Virat Kohli,70,36,5,3,CSK,Wankhede Stadium,24 May 2011
47,Virat Kohli,67,36,4,4,PWI,M. Chinnaswamy Stadium,29 April 2011
48,Rohit Sharma,58,36,5,1,RR,Wankhede Stadium,20 May 2011
49,Murali Vijay,53,36,2,3,RR,Sawai Mansingh Stadium,09 May 2011
50,Adam Gilchrist,51,36,6,2,DEC,HPCA Stadium,21 May 2011
51,Subramaniam Badrinath,71,37,7,2,MI,Wankhede Stadium,22 April 2011
52,Rahul Dravid,66,37,10,0,CSK,Chidambaram,04 May 2011
53,Manoj Tiwary,61,37,2,3,DC,Arun Jaitley Stadium,28 April 2011
54,Dwaraka Ravi Teja,60,37,5,2,PBKS,HPCA Stadium,21 May 2011
55,Venugopal Rao,60,37,4,4,RR,Sawai Mansingh Stadium,12 April 2011
56,Jacques Kallis,54,37,7,0,CSK,Chidambaram,08 April 2011
57,Subramaniam Badrinath,54,37,3,2,KKR,Eden Gardens,07 May 2011
58,AB de Villiers,65,38,5,2,CSK,Chidambaram,16 April 2011
59,Paul Valthaty,62,38,7,3,DC,HPCA Stadium,15 May 2011
60,Mahela Jayawardena,55,38,2,2,KKR,Jawaharlal Nehru Stadium,05 May 2011
61,Ryan ten Doeschate,70,39,6,3,MI,Wankhede Stadium,25 May 2011
62,Eoin Morgan,66,39,8,2,KTK,Jawaharlal Nehru Stadium,05 May 2011
63,Kumar Sangakkara,65,39,10,0,KTK,Jawaharlal Nehru Stadium,27 April 2011
64,Yuvraj Singh,62,39,3,4,CSK,DY Patil Stadium,27 April 2011
65,Suresh Raina,61,39,3,1,RR,Chidambaram,04 May 2011
66,Shaun Marsh,61,39,8,0,MI,Wankhede Stadium,02 May 2011
67,James Hopes,54,39,7,0,RCB,Arun Jaitley Stadium,26 April 2011
68,Suresh Raina,50,39,5,1,KTK,Jawaharlal Nehru Stadium,18 April 2011
69,Michael Hussey,63,40,3,3,RCB,Chidambaram,28 May 2011
70,Jacques Kallis,59,40,4,3,MI,Eden Gardens,22 May 2011
71,AB de Villiers,54,40,1,5,KTK,Jawaharlal Nehru Stadium,09 April 2011
72,David Warner,54,40,6,1,RR,Sawai Mansingh Stadium,12 April 2011
73,Brendon McCullum,81,41,10,2,MI,Wankhede Stadium,15 April 2011
74,Suresh Raina,73,41,4,6,RCB,Wankhede Stadium,24 May 2011
75,Ambati Rayudu,63,41,9,0,RCB,M. Chinnaswamy Stadium,12 April 2011
76,James Hopes,55,41,10,0,MI,Wankhede Stadium,07 May 2011
77,Subramaniam Badrinath,55,41,6,1,DC,Chidambaram,12 May 2011
78,Shikhar Dhawan,54,41,4,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011
79,Brad Hodge,51,41,3,2,CSK,Chidambaram,18 May 2011
80,Michael Hussey,83,42,11,1,RCB,Chidambaram,16 April 2011
81,Michael Hussey,61,42,6,1,PWI,Chidambaram,25 April 2011
82,Sachin Tendulkar,55,42,7,0,RCB,M. Chinnaswamy Stadium,12 April 2011
83,Ryan McLaren,51,42,6,1,PWI,DY Patil Stadium,10 April 2011
84,Sachin Tendulkar,100,43,12,3,KTK,Wankhede Stadium,15 April 2011
85,Johan Botha,67,43,8,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
86,Srikkanth Anirudha,64,43,6,2,KKR,Chidambaram,08 April 2011
87,Manish Pandey,59,43,4,3,MI,DY Patil Stadium,04 May 2011
88,Gautam Gambhir,54,43,7,0,PWI,DY Patil Stadium,19 May 2011
89,Virat Kohli,71,44,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
90,Jacques Kallis,53,44,7,1,DEC,Eden Gardens,11 April 2011
91,Sachin Tendulkar,51,44,3,1,PBKS,Wankhede Stadium,02 May 2011
92,David Warner,51,44,5,1,DEC,Arun Jaitley Stadium,19 April 2011
93,Jacques Kallis,80,46,7,2,RR,Sawai Mansingh Stadium,15 April 2011
94,Subramaniam Badrinath,66,46,8,0,PBKS,IS Bindra Stadium,13 April 2011
95,Tillakaratne Dilshan,59,49,4,2,MI,M. Chinnaswamy Stadium,12 April 2011
